Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Шатойская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №456									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10289	1310	643	321	341	268	184	720	212	1076	266	340	462	386	323	142	234	131	2930									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10155	1286	632	315	335	263	180	707	208	1057	262	334	454	379	317	139	229	128	2930									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9669	1183	594	294	311	246	168	665	193	991	251	317	420	347	304	127	210	119	2929									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	112	17	8	3	7	5	4	9	5	15	2	3	7	9	4	3	7	4	0									
6	Число погашенных избирательных бюллетеней	374	86	30	18	17	12	8	33	10	51	9	14	27	23	9	9	12	5	1									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	112	17	8	3	7	5	4	9	5	15	2	3	7	9	4	3	7	4	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9669	1183	594	294	311	246	168	665	193	991	251	317	420	347	304	127	210	119	2929									
9	Число недействительных избирательных бюллетеней	10	1	1	1	1	0	0	1	0	1	0	1	1	1	0	0	0	0	1									
10	Число действительных избирательных бюллетеней	9771	1199	601	296	317	251	172	673	198	1005	253	319	426	355	308	130	217	123	2928									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	299	10	5	5	5	5	5	10	5	10	5	5	5	5	5	5	5	5	199									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	99	9	5	5	5	5	5	10	5	10	5	5	5	5	5	5	5	5	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																													
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	36	4	2	1	3	2	1	3	1	2	1	2	3	2	3	1	2	1	2									
		0.37%	0.33%	0.33%	0.34%	0.94%	0.80%	0.58%	0.45%	0.51%	0.20%	0.40%	0.63%	0.70%	0.56%	0.97%	0.77%	0.92%	0.81%	0.07%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	291	38	22	11	16	10	7	14	2	25	4	3	5	3	5	3	2	2	119									
		2.98%	3.17%	3.65%	3.70%	5.03%	3.98%	4.07%	2.08%	1.01%	2.49%	1.58%	0.94%	1.17%	0.84%	1.62%	2.31%	0.92%	1.63%	4.06%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	8	0	1	1	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0									
		0.08%	0.00%	0.17%	0.34%	0.00%	0.40%	0.58%	0.00%	0.51%	0.00%	0.40%	0.00%	0.23%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9216	1138	560	272	283	230	156	644	189	953	241	304	406	341	291	122	205	117	2764									
		94.22%	94.83%	93.02%	91.58%	88.99%	91.63%	90.70%	95.55%	95.45%	94.73%	95.26%	95.00%	95.08%	95.79%	94.48%	93.85%	94.47%	95.12%	94.37%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	34	2	4	2	3	1	2	3	1	3	1	2	3	2	1	0	2	1	1									
		0.35%	0.17%	0.66%	0.67%	0.94%	0.40%	1.16%	0.45%	0.51%	0.30%	0.40%	0.63%	0.70%	0.56%	0.32%	0.00%	0.92%	0.81%	0.03%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
