Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Кирсановская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178					
1	"Число избирателей, внесенных в списки избирателей"	16003	1016	533	531	348	413	421	529	584	678	655	324	146	693	304	111	121	734	131	475	339	274	148	198	163	454	355	353	1570	966	978	1458					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15230	1000	500	530	350	400	400	500	550	600	600	300	150	650	300	110	125	700	125	450	300	250	140	200	150	400	350	300	1500	950	950	1400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8101	380	285	347	175	206	228	202	211	324	281	135	83	244	142	47	59	406	70	258	133	177	75	102	91	311	298	259	766	437	410	959					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3536	425	100	175	132	126	88	170	140	91	124	165	42	197	78	54	27	137	38	96	127	47	36	59	55	87	8	31	171	169	243	98					
6	Число погашенных избирательных бюллетеней	3593	195	115	8	43	68	84	128	199	185	195	0	25	209	80	9	39	157	17	96	40	26	29	39	4	2	44	10	563	344	297	343					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3536	425	100	175	132	126	88	170	140	91	124	165	42	197	78	54	27	137	38	96	127	47	36	59	55	87	8	31	171	169	243	98					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8101	380	285	347	175	206	228	202	211	324	281	135	83	244	142	47	59	406	70	258	133	177	75	102	91	311	298	259	766	437	410	959					
9	Число недействительных избирательных бюллетеней	76	4	0	1	0	0	2	1	2	3	1	11	0	1	0	0	0	1	0	8	3	1	0	2	0	1	1	4	9	2	6	12					
10	Число действительных избирательных бюллетеней	11561	801	385	521	307	332	314	371	349	412	404	289	125	440	220	101	86	542	108	346	257	223	111	159	146	397	305	286	928	604	647	1045					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	256	20	13	5	4	4	7	5	6	7	11	3	2	7	3	2	2	10	2	10	4	7	2	5	2	4	8	10	16	20	25	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	190	14	10	3	2	2	5	1	5	6	6	3	2	4	3	0	0	8	0	10	3	6	1	5	2	2	7	9	10	19	19	23					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	65	1	5	1	2	3	4	4	2	3	2	2	1	0	0	0	1	4	2	2	2	2	2	1	1	2	3	3	2	2	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	66	6	3	2	2	2	2	4	1	1	5	0	0	3	0	2	2	2	2	0	1	1	1	0	0	2	1	1	6	1	6	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
