Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Кирсановская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165					
1	"Число избирателей, внесенных в список избирателей"	15567	1035	535	471	335	413	440	529	1248	636	303	108	657	367	78	676	121	469	309	263	136	157	146	428	329	355	1522	1009	999	1493					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15635	1060	540	470	335	410	435	530	1265	635	305	105	660	375	80	690	120	475	310	260	135	150	145	430	320	355	1520	1010	1010	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7679	385	234	313	223	234	255	210	440	213	152	63	299	150	39	338	58	195	140	185	63	108	101	316	281	244	1132	368	396	544					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2997	288	181	155	106	97	66	163	166	115	127	30	205	173	38	105	33	80	88	36	45	38	40	56	10	53	91	146	208	58					
6	Число погашенных избирательных бюллетеней	4959	387	125	2	6	79	114	157	659	307	26	12	156	52	3	247	29	200	82	39	27	4	4	58	29	58	297	496	406	898					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2997	288	181	155	106	97	66	163	166	115	127	30	205	173	38	105	33	80	88	36	45	38	40	56	10	53	91	146	208	58					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7679	385	234	313	223	234	255	210	440	213	152	63	299	150	39	338	58	195	140	185	63	108	101	316	281	244	1132	368	396	544					
9	Число недействительных избирательных бюллетеней	146	15	0	6	2	1	12	6	12	6	5	2	0	4	12	1	1	6	1	12	0	3	8	0	3	3	0	2	6	17					
10	Число действительных избирательных бюллетеней	10530	658	415	462	327	330	309	367	594	322	274	91	504	319	65	442	90	269	227	209	108	143	133	372	288	294	1223	512	598	585					
