Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Нерехтская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474					
1	"Число избирателей, внесенных в списки избирателей"	31723	2092	2205	2189	1762	1771	2099	2479	2039	2106	2179	60	393	306	209	653	522	279	395	1283	191	367	361	490	754	95	117	591	579	698	231	276	451	650	851					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	29826	1967	2040	2024	1659	1667	1957	2351	1922	1911	2037	62	380	293	203	623	486	261	375	1236	191	345	343	473	719	91	118	563	554	653	221	258	433	612	798					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	17298	1142	1184	1136	959	949	1328	1541	1180	1223	1266	0	231	176	120	309	269	129	211	720	74	181	221	173	397	55	52	294	323	346	76	154	214	334	331					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2090	85	33	97	42	35	29	58	49	44	47	52	70	49	30	177	92	52	67	64	58	59	26	143	81	17	12	73	18	96	63	39	95	53	85					
6	Число погашенных избирательных бюллетеней	10438	740	823	791	658	683	600	752	693	644	724	10	79	68	53	137	125	80	97	452	59	105	96	157	241	19	54	196	213	211	82	65	124	225	382					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2090	85	33	97	42	35	29	58	49	44	47	52	70	49	30	177	92	52	67	64	58	59	26	143	81	17	12	73	18	96	63	39	95	53	85					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	17293	1142	1184	1136	959	949	1328	1541	1178	1220	1266	0	231	176	120	309	269	129	211	720	74	181	221	173	397	55	52	294	323	346	76	154	214	334	331					
9	Число недействительных избирательных бюллетеней	135	3	20	5	11	9	10	13	8	11	6	1	3	4	0	1	1	0	5	1	3	0	1	0	2	0	1	5	5	2	0	2	0	0	2					
10	Число действительных избирательных бюллетеней	19248	1224	1197	1228	990	975	1347	1586	1219	1253	1307	51	298	221	150	485	360	181	273	783	129	240	246	316	476	72	63	362	336	440	139	191	309	387	414					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	198	7	7	9	7	7	14	19	7	7	12	0	7	4	3	8	6	3	3	8	3	4	4	8	4	2	2	4	4	5	4	4	4	4	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	161	7	7	9	6	7	14	19	7	5	11	0	5	2	0	8	5	2	3	8	1	0	2	8	4	0	0	2	4	5	3	3	2	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	234	14	19	14	6	14	12	14	17	47	12	1	0	5	2	6	2	6	1	3	0	1	1	2	1	2	0	4	3	5	1	0	4	8	7					
14	Число погашенных неиспользованных открепительных удостоверений	37	0	0	0	1	0	0	0	0	2	1	0	2	2	3	0	1	1	0	0	2	4	2	0	0	2	2	2	0	0	1	1	2	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	1.Политическая партия «Аграрная партия России»	594	31	34	31	16	32	29	45	29	29	30	1	14	17	7	27	24	10	2	31	9	2	13	15	31	3	1	11	16	15	4	3	15	10	7					
