Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Нерехтская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470					
1	"Число избирателей, внесенных в список избирателей"	30695	215	655	778	2125	2162	2214	1734	1341	2337	2313	1850	1988	2039	77	381	297	196	639	507	279	378	914	579	366	377	457	618	358	670	586	567	264	434					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23480	200	500	600	1500	1600	1600	1300	1000	1700	1700	1400	1400	1500	80	300	300	200	600	400	200	300	700	500	300	300	400	500	300	500	500	500	200	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14274	73	234	345	942	947	955	846	602	1302	1279	896	986	1046	27	158	139	84	252	223	138	163	473	251	149	231	129	247	127	236	232	278	130	154					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2129	51	83	64	108	94	94	53	52	41	45	75	67	79	46	62	23	28	134	74	30	62	68	61	60	32	114	41	71	107	79	25	39	67					
6	Число погашенных избирательных бюллетеней	7077	76	183	191	450	559	551	401	346	357	376	429	347	375	7	80	138	88	214	103	32	75	159	188	91	37	157	212	102	157	189	197	31	179					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2129	51	83	64	108	94	94	53	52	41	45	75	67	79	46	62	23	28	134	74	30	62	68	61	60	32	114	41	71	107	79	25	39	67					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14269	73	234	345	942	947	955	846	602	1302	1279	894	983	1046	27	158	139	84	252	223	138	163	473	251	149	231	129	247	127	236	232	278	130	154					
9	Число недействительных избирательных бюллетеней	199	0	3	3	14	31	13	14	11	16	12	11	7	12	1	2	1	0	6	7	3	0	7	2	2	2	4	2	0	2	2	8	1	0					
10	Число действительных избирательных бюллетеней	16199	124	314	406	1036	1010	1036	885	643	1327	1312	958	1043	1113	72	218	161	112	380	290	165	225	534	310	207	261	239	286	198	341	309	295	168	221					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	510	5	10	10	35	20	30	30	20	42	47	42	34	35	0	8	5	5	10	10	5	5	20	16	5	10	5	10	5	8	5	8	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	398	0	7	9	32	15	19	18	18	40	39	38	23	28	0	8	3	2	6	10	5	5	15	12	0	8	4	6	2	8	5	6	2	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	259	5	7	2	10	6	8	17	15	21	30	12	16	18	15	2	4	2	6	5	4	4	7	7	5	2	8	2	3	4	1	2	4	5					
14	Число погашенных неиспользованных открепительных удостоверений	112	5	3	1	3	5	11	12	2	2	8	4	11	7	0	0	2	3	4	0	0	0	5	4	5	2	1	4	3	0	0	2	3	0					
