Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Хангаласская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666					
1	"Число избирателей, внесенных в списки"	20621	261	292	214	647	149	260	158	550	945	91	1111	56	2433	1454	272	750	1777	2761	400	1469	529	364	1207	436	152	490	562	154	461	216					
2	"Число бюллетеней, полученных участковыми комиссиями"	20200	265	295	235	680	160	265	165	570	920	95	1065	60	2300	1350	270	690	1600	2600	380	1445	525	370	1350	460	155	510	580	170	450	220					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	59	0	0	0	2	0	0	2	6	0	0	5	0	0	0	0	0	0	0	0	13	8	5	1	1	0	3	13	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11975	189	239	208	436	132	187	132	428	549	66	569	50	1236	628	165	394	836	1385	278	814	358	259	659	296	141	359	360	134	334	154					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	948	43	28	6	42	8	22	5	38	80	0	48	0	41	46	11	33	46	116	26	60	26	37	50	31	8	22	23	8	28	16					
6	Число погашенных бюллетеней	7218	33	28	21	200	20	56	26	98	291	29	443	10	1023	676	94	263	718	1099	76	558	133	69	640	132	6	126	184	28	88	50					
7	Число бюллетеней в переносных ящиках для голосования	1007	43	28	6	44	8	22	7	44	80	0	53	0	41	46	11	33	46	116	26	73	34	42	51	32	8	25	36	8	28	16					
8	Число бюллетеней в стационарных ящиках для голосования	11975	189	239	208	436	132	187	132	428	549	66	569	50	1236	628	165	394	836	1385	278	814	358	259	659	296	141	359	360	134	334	154					
9	Число недействительных бюллетеней	161	0	1	1	4	0	1	2	18	12	0	9	1	10	0	5	6	5	12	2	20	5	8	11	8	4	4	4	2	5	1					
10	Число действительных бюллетеней	12821	232	266	213	476	140	208	137	454	617	66	613	49	1267	674	171	421	877	1489	302	867	387	293	699	320	145	380	392	140	357	169					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	533	15	15	10	20	10	15	10	20	20	10	25	10	30	25	15	20	20	50	13	20	10	10	40	10	10	25	20	10	15	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	262	2	8	9	15	7	5	2	13	18	1	4	2	14	5	3	1	9	39	11	16	5	10	12	2	9	11	18	1	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	125	1	3	6	5	3	4	1	5	3	0	1	0	5	4	4	4	13	21	1	7	3	1	9	4	2	4	2	1	6	2					
14	Число погашенных открепительных удостоверений	271	13	7	1	5	3	10	8	7	2	9	21	8	16	20	12	19	11	11	2	4	5	0	28	8	1	14	2	9	10	5					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	"1. ""ЕДИНЕНИЕ"""	425	6	10	10	23	5	3	12	34	31	0	14	2	11	6	5	13	16	38	3	35	12	20	32	22	4	22	20	4	11	1					
		3.27%	2.58%	3.74%	4.67%	4.79%	3.57%	1.43%	8.63%	7.20%	4.92%	0.0%	2.25%	4.0%	0.86%	0.89%	2.84%	3.04%	1.81%	2.53%	0.98%	3.94%	3.06%	6.64%	4.50%	6.70%	2.68%	5.72%	5.05%	2.81%	3.03%	0.58%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1628	27	38	35	87	30	37	35	90	77	14	23	7	78	53	19	48	110	260	37	118	27	46	106	52	12	55	68	11	25	3					
		12.54%	11.63%	14.23%	16.35%	18.12%	21.42%	17.70%	25.17%	19.06%	12.24%	21.21%	3.69%	14.0%	6.10%	7.86%	10.79%	11.24%	12.47%	17.32%	12.17%	13.30%	6.88%	15.28%	14.92%	15.85%	8.05%	14.32%	17.17%	7.74%	6.90%	1.76%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	497	3	6	8	9	2	6	12	16	21	5	19	3	58	29	3	14	46	92	15	38	9	12	11	15	4	8	8	3	18	4					
		3.82%	1.29%	2.24%	3.73%	1.87%	1.42%	2.87%	8.63%	3.38%	3.33%	7.57%	3.05%	6.0%	4.54%	4.30%	1.70%	3.27%	5.21%	6.12%	4.93%	4.28%	2.29%	3.98%	1.54%	4.57%	2.68%	2.08%	2.02%	2.11%	4.97%	2.35%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	149	1	1	6	5	0	4	3	5	4	0	8	2	18	12	1	10	10	16	5	9	10	3	5	2	0	4	0	0	3	2					
		1.14%	0.43%	0.37%	2.80%	1.04%	0.0%	1.91%	2.15%	1.05%	0.63%	0.0%	1.28%	4.0%	1.40%	1.78%	0.56%	2.34%	1.13%	1.06%	1.64%	1.01%	2.55%	0.99%	0.70%	0.60%	0.0%	1.04%	0.0%	0.0%	0.82%	1.17%					
22	"5. ""За Русь Святую"""	21	0	1	1	1	0	0	0	2	0	2	1	1	5	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2					
		0.16%	0.0%	0.37%	0.46%	0.20%	0.0%	0.0%	0.0%	0.42%	0.0%	3.03%	0.16%	2.0%	0.39%	0.44%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.17%					
23	"6. ""Объединенная Российская партия ""Русь"""	18	0	0	0	0	0	0	0	1	0	0	1	0	5	3	0	0	0	1	0	3	0	0	1	3	0	0	0	0	0	0					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.16%	0.0%	0.39%	0.44%	0.0%	0.0%	0.0%	0.06%	0.0%	0.33%	0.0%	0.0%	0.14%	0.91%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	42	0	1	1	0	0	0	1	1	2	1	4	0	7	0	1	0	2	7	1	1	0	0	3	1	0	1	3	0	2	2					
		0.32%	0.0%	0.37%	0.46%	0.0%	0.0%	0.0%	0.71%	0.21%	0.31%	1.51%	0.64%	0.0%	0.54%	0.0%	0.56%	0.0%	0.22%	0.46%	0.32%	0.11%	0.0%	0.0%	0.42%	0.30%	0.0%	0.26%	0.75%	0.0%	0.55%	1.17%					
25	"8. ""Народно-республиканская партия России"""	22	0	1	1	0	1	0	0	1	1	0	2	1	2	0	0	1	0	1	0	2	2	0	0	1	0	0	3	1	1	0					
		0.16%	0.0%	0.37%	0.46%	0.0%	0.71%	0.0%	0.0%	0.21%	0.15%	0.0%	0.32%	2.0%	0.15%	0.0%	0.0%	0.23%	0.0%	0.06%	0.0%	0.22%	0.51%	0.0%	0.0%	0.30%	0.0%	0.0%	0.75%	0.70%	0.27%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	22	1	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	4	2	1	4	0	2	0	0	0	2	0	0	2	0					
		0.16%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.07%	0.0%	0.56%	0.0%	0.45%	0.13%	0.32%	0.45%	0.0%	0.66%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.55%	0.0%					
27	"10. ""Аграрная партия России"""	324	5	6	6	15	7	7	14	7	18	4	7	5	13	5	4	8	7	11	1	29	6	8	31	7	8	15	42	6	16	6					
		2.49%	2.15%	2.24%	2.80%	3.12%	4.99%	3.34%	10.07%	1.48%	2.86%	6.06%	1.12%	10.0%	1.01%	0.74%	2.27%	1.87%	0.79%	0.73%	0.32%	3.26%	1.53%	2.65%	4.36%	2.13%	5.36%	3.90%	10.60%	4.22%	4.41%	3.52%					
28	"11. ""Истинные патриоты России"""	21	1	0	1	0	0	1	0	0	1	0	2	0	2	1	0	0	0	2	1	1	0	0	1	1	1	0	0	4	1	0					
		0.16%	0.43%	0.0%	0.46%	0.0%	0.0%	0.47%	0.0%	0.0%	0.15%	0.0%	0.32%	0.0%	0.15%	0.14%	0.0%	0.0%	0.0%	0.13%	0.32%	0.11%	0.0%	0.0%	0.14%	0.30%	0.67%	0.0%	0.0%	2.81%	0.27%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	91	3	6	1	1	1	3	2	9	3	2	1	0	7	3	2	3	8	5	1	7	4	3	9	1	0	3	2	0	1	0					
		0.70%	1.29%	2.24%	0.46%	0.20%	0.71%	1.43%	1.43%	1.90%	0.47%	3.03%	0.16%	0.0%	0.54%	0.44%	1.13%	0.70%	0.90%	0.33%	0.32%	0.78%	1.02%	0.99%	1.26%	0.30%	0.0%	0.78%	0.50%	0.0%	0.27%	0.0%					
30	"13. ""Демократическая партия России"""	33	0	3	0	0	2	2	0	1	3	0	1	0	5	1	0	1	0	2	0	1	1	4	2	0	2	1	0	0	0	1					
		0.25%	0.0%	1.12%	0.0%	0.0%	1.42%	0.95%	0.0%	0.21%	0.47%	0.0%	0.16%	0.0%	0.39%	0.14%	0.0%	0.23%	0.0%	0.13%	0.0%	0.11%	0.25%	1.32%	0.28%	0.0%	1.34%	0.26%	0.0%	0.0%	0.0%	0.58%					
31	"14. ""Великая Россия - Евразийский Союз"""	149	1	1	1	1	1	1	2	6	3	1	3	1	4	1	1	7	8	18	5	34	11	0	17	1	0	2	5	2	11	0					
