Выборы Президента Российской Федерации																																					
																																					
Наименование Избирательной комиссии:    Вичугская																																					
																																					
Итоги голосования 																																					
																																					
		Сумма	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402					
1	"Число избирателей, внесенных в список"	17381	330	205	81	234	719	132	106	736	108	273	325	82	1258	237	490	172	268	343	81	308	111	513	269	1664	1270	1294	1328	1220	1740	1484					
2	Число полученных избирательных бюллетеней	15790	304	187	86	212	646	134	107	668	110	248	311	83	1139	209	444	174	243	317	86	286	115	473	246	1520	1103	1169	1197	1088	1552	1333					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7916	190	83	55	96	408	22	55	320	14	181	204	53	572	110	136	60	80	116	56	171	60	220	59	723	556	606	571	557	815	767					
5	"Число избирательных бюллетеней, выданных вне помещения"	2445	61	40	8	65	77	70	15	61	69	13	18	19	246	67	181	55	117	143	5	31	27	123	161	151	118	86	114	149	56	99					
6	Число погашенных избирательных бюллетеней	5429	53	64	23	51	161	42	37	287	27	54	89	11	321	32	127	59	46	58	25	84	28	130	26	646	429	477	512	382	681	467					
7	Число избирательных бюллетеней в переносных ящиках	2445	61	40	8	65	77	70	15	61	69	13	18	19	246	67	181	55	117	143	5	31	27	123	161	151	118	86	114	149	56	99					
8	Число бюллетеней в стационарных ящиках для голосования	7916	190	83	55	96	408	22	55	320	14	181	204	53	572	110	136	60	80	116	56	171	60	220	59	723	556	606	571	557	815	767					
9	Число недействительных избирательных бюллетеней	74	4	0	0	3	0	0	0	1	0	2	3	0	0	2	1	0	2	2	0	0	0	1	3	5	12	2	7	11	7	6					
10	Число действительных избирательных бюллетеней	10287	247	123	63	158	485	92	70	380	83	192	219	72	818	175	316	115	195	257	61	202	87	342	217	869	662	690	678	695	864	860					
11	Число полученных открепительных  удостоверений	240	8	5	5	5	9	5	5	9	4	5	20	5	11	6	9	6	6	7	3	6	4	13	5	11	11	11	11	11	12	12					
12	Число выданных открепительных удостоверений	120	8	1	5	0	1	0	0	6	0	5	20	1	9	1	1	0	3	2	1	3	1	13	0	4	9	10	3	3	4	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	75	0	1	2	0	1	2	1	4	0	6	2	0	3	3	3	2	3	0	0	1	0	4	2	2	5	8	3	0	11	6					
14	Число неиспользованных открепительных удостоверений	120	0	4	0	5	8	5	5	3	4	0	0	4	2	5	8	6	3	5	2	3	3	0	5	7	2	1	8	8	8	6					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																					
18	. Глазьев Сергей Юрьевич	398	8	4	2	7	7	4	1	7	0	8	12	0	27	4	15	3	9	12	2	2	2	17	8	35	24	39	26	28	32	53					
		3.84%	3.19%	3.25%	3.17%	4.35%	1.44%	4.35%	1.43%	1.84%	0.00%	4.12%	5.41%	0.00%	3.30%	2.26%	4.73%	2.61%	4.57%	4.63%	3.28%	0.99%	2.30%	4.96%	3.64%	4.00%	3.56%	5.64%	3.80%	3.97%	3.67%	6.12%					
19	. Малышкин Олег Александрович	365	12	9	1	3	18	0	2	15	2	20	10	10	23	8	9	5	15	15	3	20	3	8	13	26	18	20	19	11	34	13					
		3.52%	4.78%	7.32%	1.59%	1.86%	3.71%	0.00%	2.86%	3.94%	2.41%	10.31%	4.50%	13.89%	2.81%	4.52%	2.84%	4.35%	7.61%	5.79%	4.92%	9.90%	3.45%	2.33%	5.91%	2.97%	2.67%	2.89%	2.77%	1.56%	3.90%	1.50%					
20	. Миронов Сергей Михайлович	82	0	1	0	0	7	0	0	5	2	1	4	0	2	0	4	1	3	5	2	1	0	3	1	8	3	4	4	7	5	9					
		0.79%	0.00%	0.81%	0.00%	0.00%	1.44%	0.00%	0.00%	1.31%	2.41%	0.52%	1.80%	0.00%	0.24%	0.00%	1.26%	0.87%	1.52%	1.93%	3.28%	0.50%	0.00%	0.87%	0.45%	0.92%	0.45%	0.58%	0.58%	0.99%	0.57%	1.04%					
