Выборы Президента Российской Федерации																													
																													
Наименование Избирательной комиссии:    Адыге-Хабльская 																													
																													
Итоги голосования 																													
																													
		Сумма	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92					
1	"Число избирателей, внесенных в список"	20481	2653	1098	2924	150	552	431	241	160	1519	128	1004	959	2320	1715	431	228	258	886	798	1339	417	270					
2	Число полученных избирательных бюллетеней	20385	2660	1070	2940	170	560	420	245	180	1510	120	1020	925	2220	1715	430	225	250	870	790	1370	420	275					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	18308	2529	969	2750	104	509	407	222	120	1209	89	862	881	1773	1544	404	211	235	856	771	1228	380	255					
5	"Число избирательных бюллетеней, выданных вне помещения"	1056	66	30	171	16	43	8	16	29	105	15	44	28	208	66	20	10	12	12	16	101	30	10					
6	Число погашенных избирательных бюллетеней	1021	65	71	19	50	8	5	7	31	196	16	114	16	239	105	6	4	3	2	3	41	10	10					
7	Число избирательных бюллетеней в переносных ящиках	1056	66	30	171	16	43	8	16	29	105	15	44	28	208	66	20	10	12	12	16	101	30	10					
8	Число бюллетеней в стационарных ящиках для голосования	18308	2529	969	2750	104	509	407	222	120	1209	89	862	881	1773	1544	404	211	235	856	771	1228	380	255					
9	Число недействительных избирательных бюллетеней	120	67	0	0	0	0	2	0	1	25	1	8	4	10	0	0	0	0	2	0	0	0	0					
10	Число действительных избирательных бюллетеней	19244	2528	999	2921	120	552	413	238	148	1289	103	898	905	1971	1610	424	221	247	866	787	1329	410	265					
11	Число полученных открепительных  удостоверений	170	20	5	10	5	10	5	5	0	10	5	10	15	15	10	5	5	5	5	5	10	5	5					
12	Число выданных открепительных удостоверений	55	13	2	5	0	8	1	1	0	2	0	2	2	11	4	0	0	0	0	0	1	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	19	3	1	0	1	1	2	0	0	0	4	1	1	3	1	0	0	0	1	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	115	7	3	5	5	2	4	4	0	8	5	8	13	4	6	5	5	5	5	5	9	2	5					
15	"Число открепительных удостоверений, выданных в ТИК"	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																													
18	. Глазьев Сергей Юрьевич	185	30	0	50	1	8	5	0	2	9	4	1	14	30	19	9	0	0	0	0	0	3	0					
		0.96%	1.16%	0.00%	1.71%	0.83%	1.45%	1.20%	0.00%	1.34%	0.68%	3.85%	0.11%	1.54%	1.51%	1.18%	2.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%					
19	. Малышкин Олег Александрович	64	0	0	0	0	2	6	0	5	9	1	9	12	19	0	0	0	0	0	0	0	1	0					
		0.33%	0.00%	0.00%	0.00%	0.00%	0.36%	1.45%	0.00%	3.36%	0.68%	0.96%	0.99%	1.32%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%					
20	. Миронов Сергей Михайлович	34	4	0	0	0	1	6	0	0	7	0	1	9	4	0	0	0	0	0	0	0	2	0					
		0.18%	0.15%	0.00%	0.00%	0.00%	0.18%	1.45%	0.00%	0.00%	0.53%	0.00%	0.11%	0.99%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%					
21	. Путин Владимир Владимирович	16360	2130	947	2337	55	530	335	221	113	959	71	729	620	1633	1450	375	212	195	825	720	1278	360	265					
		84.49%	82.08%	94.79%	80.01%	45.83%	96.01%	80.72%	92.86%	75.84%	72.98%	68.27%	80.46%	68.21%	82.43%	90.06%	88.44%	95.93%	78.95%	95.05%	91.49%	96.16%	87.80%	100.00%					
22	. Хакамада Ирина Муцуовна	212	50	0	0	1	5	7	0	3	23	3	9	28	36	0	5	0	0	1	0	36	5	0					
		1.09%	1.93%	0.00%	0.00%	0.83%	0.91%	1.69%	0.00%	2.01%	1.75%	2.88%	0.99%	3.08%	1.82%	0.00%	1.18%	0.00%	0.00%	0.12%	0.00%	2.71%	1.22%	0.00%					
23	. Харитонов Николай Михайлович	2309	314	52	534	62	5	51	17	23	268	23	146	204	238	125	31	9	48	38	67	15	39	0					
		11.92%	12.10%	5.21%	18.28%	51.67%	0.91%	12.29%	7.14%	15.44%	20.40%	22.12%	16.11%	22.44%	12.01%	7.76%	7.31%	4.07%	19.43%	4.38%	8.51%	1.13%	9.51%	0.00%					
																													
24	Против всех	80	0	0	0	1	1	3	0	2	14	1	3	18	11	16	4	0	4	2	0	0	0	0					
		0.41%	0.00%	0.00%	0.00%	0.83%	0.18%	0.72%	0.00%	1.34%	1.07%	0.96%	0.33%	1.98%	0.56%	0.99%	0.94%	0.00%	1.62%	0.23%	0.00%	0.00%	0.00%	0.00%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
