Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Аксубаевская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618					
1	"Число избирателей, внесенных в списки избирателей"	21792	1381	1933	1212	1414	69	326	221	462	506	498	523	235	298	1454	1024	444	142	312	672	417	281	229	182	429	166	360	327	128	268	343	103	443	314	225	312	278	341	277	246	355	227	288	253	109	264	196	242	835	228					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21577	1310	1850	1162	1331	100	324	221	462	505	498	527	238	295	1455	1039	453	145	316	694	420	284	233	180	432	171	370	315	128	273	329	101	425	319	225	307	284	341	280	244	353	219	288	254	109	265	196	242	837	228					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20671	1233	1714	1102	1286	69	308	219	450	498	493	518	235	295	1411	976	441	142	312	648	405	266	229	180	419	163	360	314	126	266	301	83	354	299	225	285	274	341	277	244	353	219	255	253	108	264	196	242	793	227					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	514	38	48	38	45	0	14	2	12	0	0	5	0	0	38	36	0	0	0	18	6	15	0	0	0	0	0	1	0	0	26	14	71	7	0	19	4	0	0	0	0	0	33	0	1	0	0	0	22	1					
6	Число погашенных избирательных бюллетеней	392	39	88	22	0	31	2	0	0	7	5	4	3	0	6	27	12	3	4	28	9	3	4	0	13	8	10	0	2	7	2	4	0	13	0	3	6	0	3	0	0	0	0	1	0	1	0	0	22	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	514	38	48	38	45	0	14	2	12	0	0	5	0	0	38	36	0	0	0	18	6	15	0	0	0	0	0	1	0	0	26	14	71	7	0	19	4	0	0	0	0	0	33	0	1	0	0	0	22	1					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20671	1233	1714	1102	1286	69	308	219	450	498	493	518	235	295	1411	976	441	142	312	648	405	266	229	180	419	163	360	314	126	266	301	83	354	299	225	285	274	341	277	244	353	219	255	253	108	264	196	242	793	227					
9	Число недействительных избирательных бюллетеней	58	0	10	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	5	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0					
10	Число действительных избирательных бюллетеней	21127	1271	1752	1140	1331	69	322	221	462	498	493	523	235	295	1441	1011	441	142	312	666	411	281	229	180	419	163	360	286	126	266	327	97	425	306	220	302	277	341	276	244	353	219	288	253	109	264	196	242	814	228					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	286	25	40	25	25	0	3	2	5	5	5	6	2	3	15	10	5	2	4	7	5	3	3	2	4	2	4	4	2	3	4	2	4	3	2	3	3	3	3	3	4	2	3	3	2	3	2	3	10	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	232	25	40	25	25	0	3	2	4	2	3	4	2	2	15	10	5	2	4	3	1	3	3	2	1	2	4	0	2	3	1	2	4	3	0	3	3	3	0	0	4	0	3	3	0	2	1	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	94	5	10	6	4	15	2	0	3	0	1	1	3	1	10	4	0	0	4	1	1	0	1	2	0	0	0	2	0	0	1	0	0	0	0	1	0	0	2	2	2	0	1	0	0	5	0	0	3	1					
