Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Шаховская 																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №3063	УИК №3064	УИК №3065	УИК №3066	УИК №3067	УИК №3068	УИК №3069	УИК №3070	УИК №3071	УИК №3072	УИК №3073	УИК №3074	УИК №3075	УИК №3076	УИК №3077					
1	"Число избирателей, внесенных в списки"	17880	1882	1594	1707	2010	764	947	900	1036	1050	791	751	709	1037	1764	938					
2	"Число бюллетеней, полученных участковыми комиссиями"	17830	1883	1585	1713	2002	738	939	922	1052	1021	800	754	714	1044	1730	933					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8928	1053	847	973	1049	417	440	410	427	534	332	381	309	494	844	418					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1287	23	21	22	49	16	16	107	122	188	102	144	79	123	179	96					
6	Число погашенных бюллетеней	7615	807	717	718	904	305	483	405	503	299	366	229	326	427	707	419					
7	Число бюллетеней в переносных ящиках для голосования	1287	23	21	22	49	16	16	107	122	188	102	144	79	123	179	96					
8	Число бюллетеней в стационарных ящиках для голосования	8928	1053	847	973	1049	417	440	410	427	534	332	381	309	494	844	418					
9	Число недействительных бюллетеней	192	12	10	21	13	8	7	13	9	7	5	9	16	18	29	15					
10	Число действительных бюллетеней	10023	1064	858	974	1085	425	449	504	540	715	429	516	372	599	994	499					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	998	88	90	90	90	40	48	46	90	80	40	40	40	80	90	46					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	122	12	9	8	21	6	1	10	14	7	6	4	2	8	13	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	71	5	16	6	3	0	1	6	6	2	3	3	2	3	10	5					
14	Число погашенных открепительных удостоверений	876	76	81	82	69	34	47	36	76	73	34	36	38	72	77	45					
15	Число открепительных удостоверений выданных ТИК	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	132	10	11	9	10	3	7	4	8	16	5	7	5	11	12	14					
		1.29%	0.92%	1.26%	0.90%	0.91%	0.69%	1.53%	0.77%	1.45%	2.21%	1.15%	1.33%	1.28%	1.78%	1.17%	2.72%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	297	25	20	49	36	15	11	8	37	8	19	14	10	15	19	11					
		2.90%	2.32%	2.30%	4.92%	3.27%	3.46%	2.41%	1.54%	6.73%	1.10%	4.37%	2.66%	2.57%	2.43%	1.85%	2.14%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	265	17	24	23	30	12	6	13	18	19	13	9	9	16	40	16					
		2.59%	1.57%	2.76%	2.31%	2.73%	2.77%	1.31%	2.51%	3.27%	2.63%	2.99%	1.71%	2.31%	2.59%	3.91%	3.11%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	236	33	30	25	30	15	11	8	11	16	10	5	4	11	18	9					
		2.31%	3.06%	3.45%	2.51%	2.73%	3.46%	2.41%	1.54%	2.00%	2.21%	2.30%	0.95%	1.03%	1.78%	1.75%	1.75%					
22	"5. ""За Русь Святую"""	40	2	2	3	4	0	3	1	5	3	1	4	0	3	7	2					
		0.39%	0.18%	0.23%	0.30%	0.36%	0.0%	0.65%	0.19%	0.91%	0.41%	0.23%	0.76%	0.0%	0.48%	0.68%	0.38%					
23	"6. ""Объединенная Российская партия ""Русь"""	35	4	6	4	5	1	0	3	0	0	0	1	1	3	4	3					
		0.34%	0.37%	0.69%	0.40%	0.45%	0.23%	0.0%	0.58%	0.0%	0.0%	0.0%	0.19%	0.25%	0.48%	0.39%	0.58%					
24	"7. ""Новый курс - Автомобильная Россия"""	87	19	14	2	11	7	5	4	0	0	1	5	3	3	8	5					
		0.85%	1.76%	1.61%	0.20%	1.00%	1.61%	1.09%	0.77%	0.0%	0.0%	0.23%	0.95%	0.77%	0.48%	0.78%	0.97%					
25	"8. ""Народно-республиканская партия России"""	17	4	0	1	1	1	0	0	2	3	0	1	0	2	1	1					
		0.16%	0.37%	0.0%	0.10%	0.09%	0.23%	0.0%	0.0%	0.36%	0.41%	0.0%	0.19%	0.0%	0.32%	0.09%	0.19%					
26	"9. ""Российская экологическая партия ""Зеленые"""	11	1	1	1	1	1	2	1	1	0	1	0	0	0	1	0					
		0.10%	0.09%	0.11%	0.10%	0.09%	0.23%	0.43%	0.19%	0.18%	0.0%	0.23%	0.0%	0.0%	0.0%	0.09%	0.0%					
27	"10. ""Аграрная партия России"""	450	36	28	38	25	18	13	19	38	41	46	33	27	21	51	16					
		4.40%	3.34%	3.22%	3.81%	2.27%	4.15%	2.85%	3.67%	6.92%	5.67%	10.59%	6.28%	6.95%	3.40%	4.98%	3.11%					
28	"11. ""Истинные патриоты России"""	10	0	0	1	2	0	1	1	0	1	0	2	0	2	0	0					
		0.09%	0.0%	0.0%	0.10%	0.18%	0.0%	0.21%	0.19%	0.0%	0.13%	0.0%	0.38%	0.0%	0.32%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	111	13	20	9	6	1	4	2	10	7	0	4	5	8	12	10					
		1.08%	1.20%	2.30%	0.90%	0.54%	0.23%	0.87%	0.38%	1.82%	0.96%	0.0%	0.76%	1.28%	1.29%	1.17%	1.94%					
30	"13. ""Демократическая партия России"""	23	2	0	4	2	1	2	1	0	1	0	3	0	1	5	1					
		0.22%	0.18%	0.0%	0.40%	0.18%	0.23%	0.43%	0.19%	0.0%	0.13%	0.0%	0.57%	0.0%	0.16%	0.48%	0.19%					
31	"14. ""Великая Россия - Евразийский Союз"""	13	2	2	1	0	0	1	0	2	0	1	0	1	1	2	0					
		0.12%	0.18%	0.23%	0.10%	0.0%	0.0%	0.21%	0.0%	0.36%	0.0%	0.23%	0.0%	0.25%	0.16%	0.19%	0.0%					
32	"15. ""Партия СЛОН"""	11	3	1	2	0	2	0	0	0	1	0	1	0	1	0	0					
		0.10%	0.27%	0.11%	0.20%	0.0%	0.46%	0.0%	0.0%	0.0%	0.13%	0.0%	0.19%	0.0%	0.16%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	980	117	89	137	130	56	27	62	56	43	29	23	26	60	92	33					
		9.59%	10.87%	10.25%	13.76%	11.83%	12.93%	5.92%	11.99%	10.20%	5.95%	6.68%	4.38%	6.70%	9.72%	8.99%	6.42%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	23	1	1	0	2	1	3	4	0	0	0	4	2	1	2	2					
		0.22%	0.09%	0.11%	0.0%	0.18%	0.23%	0.65%	0.77%	0.0%	0.0%	0.0%	0.76%	0.51%	0.16%	0.19%	0.38%					
35	"18. ""ЛДПР"""	1328	177	115	122	134	52	67	61	63	65	64	45	70	79	152	62					
		13.00%	16.44%	13.24%	12.26%	12.20%	12.00%	14.69%	11.79%	11.47%	9.00%	14.74%	8.57%	18.04%	12.80%	14.85%	12.06%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	146	14	5	10	18	14	9	6	11	6	1	7	6	8	21	10					
		1.42%	1.30%	0.57%	1.00%	1.63%	3.23%	1.97%	1.16%	2.00%	0.83%	0.23%	1.33%	1.54%	1.29%	2.05%	1.94%					
37	"20. ""Политическая партия ""Единая Россия"""	4452	436	357	388	473	168	209	237	219	383	196	278	170	285	414	239					
		43.58%	40.52%	41.12%	38.99%	43.07%	38.79%	45.83%	45.84%	39.89%	53.04%	45.16%	52.95%	43.81%	46.19%	40.46%	46.49%					
