Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Дубенская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239					
1	"Число избирателей, внесенных в списки избирателей"	11473	2059	2519	375	2120	483	416	170	216	414	461	434	463	275	645	382	41					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11315	2000	2500	340	2100	490	400	170	200	420	460	440	460	270	640	380	45					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5696	1010	1327	256	983	220	210	101	99	183	242	200	233	148	275	183	26					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1030	114	73	83	199	81	46	15	32	56	64	51	18	19	112	53	14					
6	Число погашенных избирательных бюллетеней	4589	876	1100	1	918	189	144	54	69	181	154	189	209	103	253	144	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1030	114	73	83	199	81	46	15	32	56	64	51	18	19	112	53	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5692	1006	1327	256	983	220	210	101	99	183	242	200	233	148	275	183	26					
9	Число недействительных избирательных бюллетеней	72	12	30	6	7	3	2	1	1	4	2	0	0	1	1	1	1					
10	Число действительных избирательных бюллетеней	6650	1108	1370	333	1175	298	254	115	130	235	304	251	251	166	386	235	39					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	184	35	29	3	27	15	12	8	1	16	5	8	5	2	15	3	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	172	35	27	2	27	15	11	8	0	14	4	8	5	2	11	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	97	13	13	10	9	4	9	2	1	1	7	2	11	3	9	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	12	0	2	1	0	0	1	0	1	2	1	0	0	0	4	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	4	3	1	6	0	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
