Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																														
Дата голосования: 02.12.2007																																														
																																														
Наименование Избирательной комиссии:    Елизовская																																														
																																														
Сводная таблица результатов выборов																																														
																																														
		Сумма	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142					
1	"Число избирателей, внесенных в списки избирателей"	51146	2765	811	1146	457	194	3001	2864	2077	823	680	1577	2147	2405	1518	2190	2962	1734	2203	2002	512	2968	1142	1353	736	369	956	985	868	2265	615	1020	513	112	576	272	300	834	297	897					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	47310	2600	760	1100	360	190	2800	2600	1900	780	600	1500	1900	2300	1400	2100	2700	1500	2100	1800	400	2800	1050	1250	650	330	900	900	800	2200	650	850	450	130	550	260	300	800	250	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	18	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	29152	1540	436	606	324	117	1913	1465	947	465	259	978	1218	1313	886	1200	1630	978	1182	1021	223	1611	853	845	480	224	631	634	425	1345	393	658	293	78	401	238	191	542	148	461					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	777	11	10	11	6	0	14	11	24	13	44	17	8	29	6	13	13	6	105	15	70	21	2	13	11	11	9	15	134	26	3	13	4	1	10	0	3	9	24	42					
6	Число погашенных избирательных бюллетеней	17349	1049	314	483	30	73	873	1124	929	302	297	505	674	958	508	887	1057	516	813	764	107	1168	195	392	159	95	260	251	227	829	254	179	153	51	139	4	106	249	78	297					
7	Число избирательных бюллетеней в переносных ящиках для голосования	809	11	10	11	6	0	14	11	24	13	44	17	8	29	6	13	13	6	105	15	70	21	2	13	11	11	9	15	148	26	3	13	4	1	10	18	3	9	24	42					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29127	1540	436	606	324	117	1911	1465	947	465	259	977	1217	1313	886	1200	1614	978	1182	1021	223	1610	853	844	480	224	631	633	425	1343	393	658	293	78	401	238	191	542	148	461					
9	Число недействительных избирательных бюллетеней	635	29	16	9	3	5	26	29	25	13	2	33	17	23	21	38	39	33	19	20	6	27	15	22	13	3	14	16	16	26	8	10	5	0	9	3	3	22	1	16					
10	Число действительных избирательных бюллетеней	29301	1522	430	608	327	112	1899	1447	946	465	301	961	1208	1319	871	1175	1588	951	1268	1016	287	1604	840	835	478	232	626	632	557	1343	388	661	292	79	402	253	191	529	171	487					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	684	30	15	15	10	5	35	35	20	15	10	20	30	30	20	25	30	20	30	20	10	35	15	15	10	5	15	15	10	20	10	15	10	5	10	24	5	10	15	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	246	4	3	0	0	1	17	15	5	4	4	5	12	4	6	8	23	10	7	3	1	3	11	3	5	0	13	7	5	12	1	4	0	0	0	24	1	6	12	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	179	2	2	2	2	0	11	5	5	2	0	9	5	10	6	6	20	2	11	4	6	4	4	0	2	4	5	5	4	2	6	1	7	2	6	7	2	1	1	6					
14	Число погашенных неиспользованных открепительных удостоверений	438	26	12	15	10	4	18	20	15	11	6	15	18	26	14	17	7	10	23	17	9	32	4	12	5	5	2	8	5	8	9	11	10	5	10	0	4	4	3	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	0	0	0	0	0	2	2	1	1	0	0	1	0	1	0	3	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																														
18	1.Политическая партия «Аграрная партия России»	657	30	3	7	4	1	35	24	15	10	5	25	44	30	23	23	30	14	32	18	8	35	26	41	31	7	18	16	12	28	4	16	4	0	9	0	4	11	4	10					
		2.19%	1.93%	0.67%	1.13%	1.21%	0.85%	1.82%	1.63%	1.54%	2.09%	1.65%	2.52%	3.59%	2.24%	2.58%	1.90%	1.84%	1.42%	2.49%	1.74%	2.73%	2.15%	3.04%	4.78%	6.31%	2.98%	2.81%	2.47%	2.09%	2.05%	1.01%	2.38%	1.35%	0.00%	2.19%	0.00%	2.06%	1.99%	2.33%	1.99%					
19	2.Всероссийская политическая партия «Гражданская Сила»	321	12	2	9	6	1	14	18	16	2	1	16	13	29	13	15	19	12	14	15	1	18	18	7	2	0	2	3	10	5	6	5	2	2	4	1	2	2	0	4					
		1.07%	0.77%	0.45%	1.46%	1.82%	0.85%	0.73%	1.22%	1.65%	0.42%	0.33%	1.61%	1.06%	2.16%	1.46%	1.24%	1.17%	1.22%	1.09%	1.45%	0.34%	1.10%	2.11%	0.82%	0.41%	0.00%	0.31%	0.46%	1.75%	0.37%	1.52%	0.75%	0.67%	2.53%	0.97%	0.39%	1.03%	0.36%	0.00%	0.80%					
20	3.Политическая партия «Демократическая партия России»	45	2	0	3	0	0	0	1	0	1	0	2	2	1	4	4	3	1	3	1	0	2	4	1	0	1	2	1	2	1	1	0	1	0	0	1	0	0	0	0					
		0.15%	0.13%	0.00%	0.49%	0.00%	0.00%	0.00%	0.07%	0.00%	0.21%	0.00%	0.20%	0.16%	0.07%	0.45%	0.33%	0.18%	0.10%	0.23%	0.10%	0.00%	0.12%	0.47%	0.12%	0.00%	0.43%	0.31%	0.15%	0.35%	0.07%	0.25%	0.00%	0.34%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2256	142	35	55	12	5	118	100	52	37	14	116	135	142	84	139	117	69	130	69	29	113	48	57	41	15	46	38	31	75	22	42	21	5	34	9	5	27	8	19					
		7.54%	9.16%	7.85%	8.91%	3.64%	4.27%	6.13%	6.78%	5.36%	7.74%	4.62%	11.67%	11.02%	10.58%	9.42%	11.46%	7.19%	7.01%	10.10%	6.66%	9.90%	6.93%	5.61%	6.65%	8.35%	6.38%	7.19%	5.86%	5.41%	5.48%	5.56%	6.26%	7.07%	6.33%	8.27%	3.52%	2.58%	4.90%	4.65%	3.78%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	116	8	0	2	0	0	8	5	5	2	0	5	4	8	12	5	10	6	4	6	3	2	6	1	0	1	2	1	0	5	0	3	1	0	1	0	0	0	0	0					
		0.39%	0.52%	0.00%	0.32%	0.00%	0.00%	0.42%	0.34%	0.51%	0.42%	0.00%	0.50%	0.33%	0.60%	1.35%	0.41%	0.61%	0.61%	0.31%	0.58%	1.02%	0.12%	0.70%	0.12%	0.00%	0.43%	0.31%	0.15%	0.00%	0.37%	0.00%	0.45%	0.34%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	68	1	0	2	0	1	8	2	0	1	1	6	1	4	5	3	2	2	1	3	1	4	3	1	1	1	0	4	1	1	0	3	0	0	1	1	0	1	0	2					
		0.23%	0.06%	0.00%	0.32%	0.00%	0.85%	0.42%	0.14%	0.00%	0.21%	0.33%	0.60%	0.08%	0.30%	0.56%	0.25%	0.12%	0.20%	0.08%	0.29%	0.34%	0.25%	0.35%	0.12%	0.20%	0.43%	0.00%	0.62%	0.17%	0.07%	0.00%	0.45%	0.00%	0.00%	0.24%	0.39%	0.00%	0.18%	0.00%	0.40%					
24	7.Политическая партия «Либерально-демократическая партия России»	3480	137	55	60	40	7	291	222	100	56	37	131	157	153	106	137	192	125	129	126	36	188	118	95	43	24	62	79	44	120	60	75	40	10	39	30	13	61	16	66					
		11.62%	8.83%	12.33%	9.72%	12.12%	5.98%	15.12%	15.04%	10.30%	11.72%	12.21%	13.18%	12.82%	11.40%	11.88%	11.29%	11.80%	12.70%	10.02%	12.16%	12.29%	11.53%	13.80%	11.09%	8.76%	10.21%	9.69%	12.19%	7.68%	8.77%	15.15%	11.18%	13.47%	12.66%	9.49%	11.72%	6.70%	11.07%	9.30%	13.12%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1734	95	29	40	10	4	113	73	71	36	16	75	85	92	65	95	85	70	102	53	17	84	24	34	20	13	36	43	23	53	12	23	10	12	13	10	16	33	18	31					
		5.79%	6.13%	6.50%	6.48%	3.03%	3.42%	5.87%	4.95%	7.31%	7.53%	5.28%	7.55%	6.94%	6.86%	7.29%	7.83%	5.22%	7.11%	7.93%	5.12%	5.80%	5.15%	2.81%	3.97%	4.07%	5.53%	5.63%	6.64%	4.01%	3.87%	3.03%	3.43%	3.37%	15.19%	3.16%	3.91%	8.25%	5.99%	10.47%	6.16%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	628	21	8	10	10	2	46	32	12	13	16	30	34	42	24	43	33	12	33	20	3	40	22	11	11	3	26	15	6	15	3	7	3	1	6	2	3	3	3	4					
		2.10%	1.35%	1.79%	1.62%	3.03%	1.71%	2.39%	2.17%	1.24%	2.72%	5.28%	3.02%	2.78%	3.13%	2.69%	3.54%	2.03%	1.22%	2.56%	1.93%	1.02%	2.45%	2.57%	1.28%	2.24%	1.28%	4.06%	2.31%	1.05%	1.10%	0.76%	1.04%	1.01%	1.27%	1.46%	0.78%	1.55%	0.54%	1.74%	0.80%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	19671	1064	295	412	242	90	1244	960	662	302	209	541	709	791	516	686	1067	624	806	691	185	1109	565	582	326	167	430	426	416	1033	279	486	210	49	294	198	148	386	122	349					
		65.71%	68.60%	66.14%	66.77%	73.33%	76.92%	64.62%	65.04%	68.18%	63.18%	68.98%	54.43%	57.88%	58.94%	57.85%	56.55%	65.58%	63.41%	62.63%	66.70%	63.14%	67.99%	66.08%	67.91%	66.40%	71.06%	67.19%	65.74%	72.60%	75.46%	70.45%	72.43%	70.71%	62.03%	71.53%	77.34%	76.29%	70.05%	70.93%	69.38%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	325	10	3	8	3	1	22	10	13	5	2	14	24	27	19	25	30	16	14	14	4	9	6	5	3	0	2	6	12	7	1	1	0	0	1	1	0	5	0	2					
		1.09%	0.64%	0.67%	1.30%	0.91%	0.85%	1.14%	0.68%	1.34%	1.05%	0.66%	1.41%	1.96%	2.01%	2.13%	2.06%	1.84%	1.63%	1.09%	1.35%	1.37%	0.55%	0.70%	0.58%	0.61%	0.00%	0.31%	0.93%	2.09%	0.51%	0.25%	0.15%	0.00%	0.00%	0.24%	0.39%	0.00%	0.91%	0.00%	0.40%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
