Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Елизовская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №134	УИК №135	УИК №136					
1	"Число избирателей, внесенных в список избирателей"	50312	2684	857	1617	179	2767	3050	2180	838	671	1512	2054	2894	1359	2099	2371	1537	2170	1939	669	2930	1244	1289	737	920	569	916	817	2151	617	1567	114	596	580	768	1050					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	48710	2600	800	1500	160	2700	3000	2135	800	600	1500	2000	2800	1300	2000	2300	1400	2000	1900	650	2900	1200	1350	700	900	750	900	800	2100	600	1500	115	550	500	750	950					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	212	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	24	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	25438	1352	436	902	107	1556	1443	797	410	222	795	1055	1442	735	995	1028	755	972	795	253	1224	868	687	438	559	214	523	379	1489	336	872	63	347	340	472	577					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	775	17	7	15	1	18	10	10	6	38	15	17	25	5	6	16	10	118	17	42	7	6	17	11	17	13	16	153	16	7	22	1	16	19	8	53					
6	Число погашенных избирательных бюллетеней	22285	1231	357	583	52	1126	1547	1306	384	340	690	928	1333	560	999	1256	635	910	1088	355	1669	326	646	251	324	357	361	268	595	257	606	51	187	117	270	320					
7	Число избирательных бюллетеней в переносных ящиках для голосования	987	17	7	15	1	18	10	32	6	38	15	17	25	5	6	16	10	118	17	42	7	6	17	11	17	179	16	153	16	7	22	1	16	43	8	53					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25423	1349	436	902	107	1553	1442	797	410	222	795	1055	1440	733	995	1028	755	972	795	253	1222	868	687	438	559	214	522	379	1488	336	872	63	347	340	472	577					
9	Число недействительных избирательных бюллетеней	572	30	5	30	6	44	38	16	10	4	10	26	34	11	14	22	17	25	24	7	25	21	13	11	8	5	14	10	26	3	25	3	5	3	16	11					
10	Число действительных избирательных бюллетеней	25838	1336	438	887	102	1527	1414	813	406	256	800	1046	1431	727	987	1022	748	1065	788	288	1204	853	691	438	568	388	524	522	1478	340	869	61	358	380	464	619					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	461	15	10	15	5	30	26	10	10	10	10	10	10	25	10	15	15	15	10	10	15	20	10	10	10	10	10	10	15	10	15	10	10	15	15	15					
