Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Красногорская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674					
1	"Число избирателей, внесенных в списки"	13140	1140	1397	713	802	1338	126	108	368	114	572	257	353	426	383	802	377	241	497	94	456	927	193	95	289	306	116	519	131					
2	"Число бюллетеней, полученных участковыми комиссиями"	13113	1137	1398	707	800	1329	126	111	375	120	578	250	346	426	382	802	375	238	487	87	448	943	199	95	289	316	115	504	130					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7590	566	762	337	446	641	99	91	203	88	288	166	201	267	246	494	270	137	360	75	263	474	111	70	210	143	74	399	109					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	261	35	22	2	4	43	1	3	0	0	22	18	33	26	8	9	0	7	0	0	0	11	0	0	0	17	0	0	0					
6	Число погашенных бюллетеней	5262	536	614	368	350	645	26	17	172	32	268	66	112	133	128	299	105	94	127	12	185	458	88	25	79	156	41	105	21					
7	Число бюллетеней в переносных ящиках для голосования	261	35	22	2	4	43	1	3	0	0	22	18	33	26	8	9	0	7	0	0	0	11	0	0	0	17	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	7564	566	762	337	446	641	99	91	203	88	288	166	201	241	246	494	270	137	360	75	263	474	111	70	210	143	74	399	109					
9	Число недействительных бюллетеней	316	11	7	10	6	8	5	5	15	2	15	16	11	39	10	28	15	6	22	1	7	25	8	1	11	9	6	17	0					
10	Число действительных бюллетеней	7509	590	777	329	444	676	95	89	188	86	295	168	223	228	244	475	255	138	338	74	256	460	103	69	199	151	68	382	109					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	165	10	10	10	10	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	20	4	4	1	3	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	1	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	39	1	4	1	2	2	2	1	2	0	0	1	2	1	1	3	0	0	2	0	1	2	1	1	2	1	2	4	0					
14	Число погашенных открепительных удостоверений	145	6	6	9	7	8	5	5	5	5	5	5	5	5	5	3	4	5	5	5	5	4	5	5	4	4	5	5	5					
15	Число открепительных удостоверений выданных ТИК	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	116	5	5	7	0	11	1	0	6	4	9	6	2	2	6	13	5	4	2	1	1	8	2	2	3	2	2	7	0					
		1.48%	0.83%	0.63%	2.06%	0.0%	1.60%	1.0%	0.0%	2.95%	4.54%	2.90%	3.26%	0.85%	0.74%	2.36%	2.58%	1.85%	2.77%	0.55%	1.33%	0.38%	1.64%	1.80%	2.85%	1.42%	1.25%	2.70%	1.75%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	89	2	4	2	7	4	1	2	4	0	4	1	0	2	5	9	2	1	2	2	3	14	3	1	6	3	3	2	0					
		1.13%	0.33%	0.51%	0.58%	1.55%	0.58%	1.0%	2.12%	1.97%	0.0%	1.29%	0.54%	0.0%	0.74%	1.96%	1.78%	0.74%	0.69%	0.55%	2.66%	1.14%	2.88%	2.70%	1.42%	2.85%	1.87%	4.05%	0.50%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	155	7	14	4	4	9	9	1	9	5	4	3	4	7	2	8	3	2	7	1	8	18	1	3	7	6	3	2	4					
		1.98%	1.16%	1.78%	1.17%	0.88%	1.31%	9.0%	1.06%	4.43%	5.68%	1.29%	1.63%	1.70%	2.62%	0.78%	1.59%	1.11%	1.38%	1.94%	1.33%	3.04%	3.71%	0.90%	4.28%	3.33%	3.75%	4.05%	0.50%	3.66%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	46	8	12	0	1	3	0	0	1	1	0	0	2	3	1	3	0	0	2	0	0	2	0	0	1	1	0	4	1					
		0.58%	1.33%	1.53%	0.0%	0.22%	0.43%	0.0%	0.0%	0.49%	1.13%	0.0%	0.0%	0.85%	1.12%	0.39%	0.59%	0.0%	0.0%	0.55%	0.0%	0.0%	0.41%	0.0%	0.0%	0.47%	0.62%	0.0%	1.00%	0.91%					
22	"5. ""За Русь Святую"""	28	1	2	1	0	4	0	0	2	0	0	1	0	3	0	2	1	0	0	0	0	2	0	0	1	1	1	6	0					
		0.35%	0.16%	0.25%	0.29%	0.0%	0.58%	0.0%	0.0%	0.98%	0.0%	0.0%	0.54%	0.0%	1.12%	0.0%	0.39%	0.37%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.47%	0.62%	1.35%	1.50%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	24	0	4	0	0	7	0	0	3	0	1	1	0	0	0	4	1	0	0	0	0	1	1	0	0	0	0	1	0					
		0.30%	0.0%	0.51%	0.0%	0.0%	1.02%	0.0%	0.0%	1.47%	0.0%	0.32%	0.54%	0.0%	0.0%	0.0%	0.79%	0.37%	0.0%	0.0%	0.0%	0.0%	0.20%	0.90%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	25	3	4	0	3	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	1	1	0	1	4					
		0.31%	0.49%	0.51%	0.0%	0.66%	0.58%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.76%	0.20%	0.0%	0.0%	0.47%	0.62%	0.0%	0.25%	3.66%					
25	"8. ""Народно-республиканская партия России"""	21	2	0	1	1	3	2	0	1	0	0	0	0	1	3	1	1	0	2	0	0	2	0	1	0	0	0	0	0					
		0.26%	0.33%	0.0%	0.29%	0.22%	0.43%	2.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.37%	1.18%	0.19%	0.37%	0.0%	0.55%	0.0%	0.0%	0.41%	0.0%	1.42%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	12	1	3	0	0	3	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0					
		0.15%	0.16%	0.38%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.32%	0.54%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.27%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	581	38	33	26	32	37	6	6	11	0	42	20	14	14	27	46	62	11	23	1	27	59	7	0	4	18	1	9	7					
