Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
"Наименование Избирательной комиссии:    Брянск, Володарская"																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123					
1	"Число избирателей, внесенных в списки"	64363	2731	1952	2676	2855	2790	2765	2387	1205	2651	2780	2769	2750	2805	2691	2445	1707	2924	1290	2710	2669	2871	2457	1570	2876	754	2258	2025					
2	"Число бюллетеней, полученных участковыми комиссиями"	65896	2848	2039	2779	3000	2900	2847	2488	2093	2743	2864	2821	2839	2677	2627	2530	1759	3000	1368	2869	2738	1944	2542	1652	2922	820	2071	2116					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	33866	1545	1158	1547	1658	1339	1114	1365	1189	1472	1377	1486	2039	1645	1341	1165	624	1607	668	1426	1296	1507	1246	465	885	286	1329	1087					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	763	23	19	12	26	41	47	16	16	24	45	28	23	16	25	29	48	8	8	194	16	12	15	24	14	0	28	6					
6	Число погашенных бюллетеней	31267	1280	862	1220	1316	1520	1686	1107	888	1247	1442	1307	777	1016	1261	1336	1087	1385	692	1249	1426	425	1281	1163	2023	534	714	1023					
7	Число бюллетеней в переносных ящиках для голосования	763	23	19	12	26	41	47	16	16	24	45	28	23	16	25	29	48	8	8	194	16	12	15	24	14	0	28	6					
8	Число бюллетеней в стационарных ящиках для голосования	33280	1545	1158	1537	1657	1339	1114	1365	1189	1472	1377	1486	1477	1645	1341	1165	624	1607	668	1413	1296	1507	1246	465	885	286	1329	1087					
9	Число недействительных бюллетеней	375	23	17	9	15	14	17	8	10	14	9	12	20	23	18	13	26	28	7	13	6	9	14	8	8	8	14	12					
10	Число действительных бюллетеней	33668	1545	1160	1540	1668	1366	1144	1373	1195	1482	1413	1502	1480	1638	1348	1181	646	1587	669	1594	1306	1510	1247	481	891	278	1343	1081					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	597	25	20	25	24	25	25	20	18	22	23	25	25	25	25	20	20	25	15	25	20	25	25	20	20	15	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	309	24	20	13	13	21	9	13	14	20	14	11	13	4	12	8	2	20	4	6	14	15	10	3	5	0	7	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	169	4	3	7	3	5	6	8	8	6	31	5	9	7	7	4	6	4	8	7	7	2	1	8	3	3	3	4					
14	Число погашенных открепительных удостоверений	288	1	0	12	11	4	16	7	4	2	9	14	12	21	13	12	18	5	11	19	6	10	15	17	15	15	13	6					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	267	10	13	14	11	14	12	11	10	12	6	8	9	2	19	6	5	13	5	12	11	10	12	2	9	8	9	14					
		0.78%	0.63%	1.10%	0.90%	0.65%	1.01%	1.03%	0.79%	0.82%	0.80%	0.42%	0.52%	0.6%	0.12%	1.39%	0.50%	0.74%	0.80%	0.73%	0.74%	0.83%	0.65%	0.95%	0.40%	1.00%	2.79%	0.66%	1.28%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1212	67	38	56	54	43	29	34	38	45	63	64	35	41	51	48	33	71	29	65	49	60	51	16	25	8	48	51					
