Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    район Западное Дегунино																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №3244	УИК №3245					
1	"Число избирателей, внесенных в список избирателей"	52938	2438	2383	2597	2612	2638	2448	2645	2776	2715	2678	2679	2391	2586	2115	2539	2822	2385	2077	2080	2236	2451	469	178					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	45000	2000	2000	2000	2000	2000	2000	2000	2000	2350	2000	2000	2000	2500	2500	2500	2500	2000	2000	2000	2000	2000	470	180					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	35745	1190	1212	1451	1636	1646	1727	1734	1894	2002	1757	1859	1654	1887	2100	2112	2057	1572	1400	1432	1475	1449	335	164					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	970	36	46	36	42	31	39	37	57	55	34	57	105	15	15	63	41	13	63	12	9	20	130	14					
6	Число погашенных избирательных бюллетеней	8285	774	742	513	322	323	234	229	49	293	209	84	241	598	385	325	402	415	537	556	516	531	5	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	967	36	46	36	42	31	39	37	57	55	34	54	105	15	15	63	41	13	63	12	9	20	130	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	35690	1189	1210	1451	1636	1642	1722	1734	1889	2002	1757	1857	1651	1876	2100	2110	2057	1572	1400	1432	1475	1429	335	164					
9	Число недействительных избирательных бюллетеней	596	18	14	23	35	21	22	26	21	30	9	27	28	19	75	33	36	33	18	49	24	13	12	10					
10	Число действительных избирательных бюллетеней	36061	1207	1242	1464	1643	1652	1739	1745	1925	2027	1782	1884	1728	1872	2040	2140	2062	1552	1445	1395	1460	1436	453	168					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1210	50	60	50	50	50	70	70	50	60	50	70	70	70	70	50	50	60	50	60	50	50	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	944	39	45	44	40	43	54	51	49	52	41	59	56	46	56	43	41	46	25	49	41	24	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	638	37	51	40	29	33	30	22	28	25	37	21	21	79	20	45	30	35	12	18	18	7	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	266	11	15	6	10	7	16	19	1	8	9	11	14	24	14	7	9	14	25	11	9	26	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	84	5	2	3	5	2	14	1	4	0	3	10	13	0	2	3	5	5	1	2	3	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3889	179	216	198	186	175	175	176	177	214	211	175	191	205	227	215	214	230	98	122	146	117	31	11					
		10.61%	14.61%	17.20%	13.32%	11.08%	10.46%	9.94%	9.94%	9.10%	10.40%	11.78%	9.16%	10.88%	10.84%	10.73%	9.89%	10.20%	14.51%	6.70%	8.45%	9.84%	8.07%	6.67%	6.18%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3336	144	166	79	199	151	169	143	209	118	109	142	142	189	184	164	201	81	176	134	184	201	32	19					
		9.10%	11.76%	13.22%	5.31%	11.86%	9.03%	9.60%	8.07%	10.74%	5.74%	6.09%	7.43%	8.09%	9.99%	8.70%	7.55%	9.58%	5.11%	12.03%	9.28%	12.40%	13.87%	6.88%	10.67%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	424	22	18	32	24	25	19	3	19	19	22	38	26	19	22	20	23	19	5	21	22	3	3	0					
		1.16%	1.80%	1.43%	2.15%	1.43%	1.49%	1.08%	0.17%	0.98%	0.92%	1.23%	1.99%	1.48%	1.00%	1.04%	0.92%	1.10%	1.20%	0.34%	1.45%	1.48%	0.21%	0.65%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	6181	286	269	349	265	317	252	317	340	329	310	284	324	306	331	254	339	336	269	176	257	232	25	14					
		16.86%	23.35%	21.42%	23.47%	15.79%	18.95%	14.31%	17.90%	17.47%	15.99%	17.31%	14.86%	18.45%	16.18%	15.65%	11.69%	16.16%	21.20%	18.39%	12.19%	17.32%	16.01%	5.38%	7.87%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1666	134	120	47	80	47	62	99	102	62	107	72	113	114	87	90	51	53	53	55	67	30	18	3					
		4.54%	10.94%	9.55%	3.16%	4.77%	2.81%	3.52%	5.59%	5.24%	3.01%	5.97%	3.77%	6.44%	6.03%	4.11%	4.14%	2.43%	3.34%	3.62%	3.81%	4.51%	2.07%	3.87%	1.69%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	20346	432	450	745	876	925	1045	998	1061	1271	1016	1162	921	1031	1183	1382	1227	822	840	879	773	848	340	119					
		55.50%	35.27%	35.83%	50.10%	52.21%	55.29%	59.34%	56.35%	54.52%	61.79%	56.73%	60.81%	52.45%	54.52%	55.93%	63.60%	58.48%	51.86%	57.42%	60.87%	52.09%	58.52%	73.12%	66.85%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	219	10	3	14	13	12	17	9	17	14	7	11	11	8	6	15	7	11	4	8	11	5	4	2					
