Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    район Западное Дегунино																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №3149	УИК №3150					
1	"Число избирателей, внесенных в списки избирателей"	51089	2284	2076	2201	2112	2443	2618	2556	2582	2592	2564	2694	2433	2523	2546	2495	2721	2374	2094	2004	2209	2389	279	300					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	41650	2000	1500	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	1500	2000	2000	300	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	24834	1108	1000	997	1059	1089	1258	1318	1275	1287	1181	1223	1171	1200	1262	1275	1297	1181	1103	973	992	1140	252	193					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	943	29	34	60	29	56	73	74	75	27	20	47	39	12	20	63	36	18	13	37	44	3	27	107					
6	Число погашенных избирательных бюллетеней	15873	863	466	943	912	855	669	608	650	686	799	730	790	788	718	662	667	801	884	490	964	857	21	50					
7	Число избирательных бюллетеней в переносных ящиках для голосования	906	29	34	60	29	56	73	73	70	27	20	46	39	12	20	63	36	18	13	37	14	3	27	107					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24573	1108	1000	995	1046	1088	1254	1316	1275	1286	1178	1014	1170	1193	1249	1275	1296	1181	1103	972	991	1138	252	193					
9	Число недействительных избирательных бюллетеней	348	13	19	15	8	14	15	16	47	20	15	8	17	18	15	19	17	14	9	14	11	19	5	0					
10	Число действительных избирательных бюллетеней	25131	1124	1015	1040	1067	1130	1312	1373	1298	1293	1183	1052	1192	1187	1254	1319	1315	1185	1107	995	994	1122	274	300					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1119	50	50	60	50	50	67	60	56	61	50	50	50	50	50	50	50	65	50	50	50	50	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	957	38	32	55	36	47	57	54	56	61	41	39	44	38	45	46	47	65	32	32	44	48	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	478	5	13	55	23	28	20	56	10	11	17	7	5	5	15	21	34	20	25	30	21	15	42	0					
14	Число погашенных неиспользованных открепительных удостоверений	162	12	18	5	14	3	10	6	0	0	9	11	6	12	5	4	3	0	18	18	6	2	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	216	1	2	13	7	12	14	11	13	13	8	20	14	11	8	4	13	13	10	8	8	13	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
