Выборы Президента Российской Федерации																																																										
																																																										
Наименование Избирательной комиссии:    Погарская																																																										
																																																										
Итоги голосования 																																																										
																																																										
		Сумма	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833					
1	"Число избирателей, внесенных в список"	25717	368	264	379	161	222	628	234	110	483	284	196	127	702	386	210	198	625	616	358	305	536	603	278	533	373	146	503	331	163	459	307	300	167	271	558	461	690	225	432	228	179	327	382	291	514	198	577	340	2978	2676	2835					
2	Число полученных избирательных бюллетеней	25930	380	275	390	161	230	630	240	108	480	290	200	125	740	400	230	210	660	630	370	320	580	620	295	530	380	143	490	320	163	470	315	310	185	270	570	470	700	230	450	220	180	320	380	300	540	200	580	350	2800	2700	2800					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15472	281	179	285	107	138	404	169	81	259	155	93	87	432	236	113	148	379	461	256	185	270	407	119	334	252	86	360	252	121	326	198	197	125	183	319	318	419	137	319	166	139	262	248	201	295	91	339	195	1426	1413	1507					
5	"Число избирательных бюллетеней, выданных вне помещения"	3172	27	50	53	34	50	80	0	14	109	74	64	35	55	49	55	30	109	76	49	102	156	46	80	101	71	37	69	50	16	46	66	71	27	46	76	54	115	45	53	20	9	18	63	64	94	42	122	65	90	128	117					
6	Число погашенных избирательных бюллетеней	7286	72	46	52	20	42	146	71	13	112	61	43	3	253	115	62	32	172	93	65	33	154	167	96	95	57	20	61	18	26	98	51	42	33	41	175	98	166	48	78	34	32	40	69	35	151	67	119	90	1284	1159	1176					
7	Число избирательных бюллетеней в переносных ящиках	3172	27	50	53	34	50	80	0	14	109	74	64	35	55	49	55	30	109	76	49	102	156	46	80	101	71	37	69	50	16	46	66	71	27	46	76	54	115	45	53	20	9	18	63	64	94	42	122	65	90	128	117					
8	Число бюллетеней в стационарных ящиках для голосования	15470	281	179	285	107	138	404	169	81	259	155	93	87	432	236	113	148	379	461	256	185	270	407	119	334	252	86	360	252	121	326	198	197	125	183	319	318	419	137	319	166	139	262	248	201	295	91	339	195	1426	1413	1505					
9	Число недействительных избирательных бюллетеней	208	3	1	11	2	2	6	2	5	4	1	7	0	2	4	4	3	6	7	4	1	6	0	4	5	3	2	0	0	0	6	1	1	0	0	5	3	9	0	0	0	2	1	3	4	5	4	7	4	14	24	20					
10	Число действительных избирательных бюллетеней	18434	305	228	327	139	186	478	167	90	364	228	150	122	485	281	164	175	482	530	301	286	420	453	195	430	320	121	429	302	137	366	263	267	152	229	390	369	525	182	372	186	146	279	308	261	384	129	454	256	1502	1517	1602					
