Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
Наименование Избирательной комиссии:    Кушнаренковская																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №2485	УИК №2486	УИК №2487	УИК №2488	УИК №2489	УИК №2490	УИК №2491	УИК №2492	УИК №2493	УИК №2494	УИК №2495	УИК №2496	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530					
1	"Число избирателей, внесенных в список избирателей"	22612	1144	1196	1126	1134	1003	1221	1017	1199	735	188	204	233	98	490	292	549	172	319	564	320	391	346	352	120	386	412	520	120	376	473	585	306	599	66	293	120	139	572	293	174	406	256	956	421	592	134					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23104	1193	1213	1173	1197	1025	1235	1022	1202	756	186	208	242	96	499	293	574	175	321	571	327	402	347	347	126	386	431	538	119	396	487	593	319	622	70	306	121	145	578	302	174	419	255	956	424	594	139					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18145	533	898	1003	488	679	1141	806	975	592	171	161	217	88	383	239	496	148	301	536	279	372	306	261	109	331	348	492	108	357	390	481	245	563	63	274	108	128	522	284	155	382	243	586	306	477	120					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1091	50	65	31	26	22	28	14	27	38	5	10	12	4	85	29	19	18	6	12	9	10	15	29	5	32	48	14	7	14	40	27	45	25	3	13	12	11	22	0	9	16	10	119	45	7	3					
6	Число погашенных избирательных бюллетеней	3868	610	250	139	683	324	66	202	200	126	10	37	13	4	31	25	59	9	14	23	39	20	26	57	12	23	35	32	4	25	57	85	29	34	4	19	1	6	34	18	10	21	2	251	73	110	16					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1091	50	65	31	26	22	28	14	27	38	5	10	12	4	85	29	19	18	6	12	9	10	15	29	5	32	48	14	7	14	40	27	45	25	3	13	12	11	22	0	9	16	10	119	45	7	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18117	533	898	1003	488	679	1113	806	975	592	171	161	217	88	383	239	496	148	301	536	279	372	306	261	109	331	348	492	108	357	390	481	245	563	63	274	108	128	522	284	155	382	243	586	306	477	120					
9	Число недействительных избирательных бюллетеней	202	9	7	9	4	21	21	5	9	7	2	0	0	0	2	2	51	0	0	4	3	2	1	1	0	2	0	2	0	2	1	3	3	4	0	1	0	0	0	2	0	4	0	16	2	0	0					
10	Число действительных избирательных бюллетеней	19006	574	956	1025	510	680	1120	815	993	623	174	171	229	92	466	266	464	166	307	544	285	380	320	289	114	361	396	504	115	369	429	505	287	584	66	286	120	139	544	282	164	394	253	689	349	484	123					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	339	33	15	20	25	15	15	16	15	14	2	2	2	2	10	3	11	1	3	10	3	2	2	1	1	7	15	8	1	15	6	5	7	7	1	5	2	3	3	2	2	3	1	12	5	5	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	282	28	15	18	19	12	15	15	13	9	0	2	0	0	10	1	9	0	3	10	3	1	2	0	0	6	15	4	1	15	5	4	6	7	1	4	0	3	2	1	2	1	0	12	3	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	143	5	6	7	6	5	8	1	9	8	3	3	0	1	2	2	5	1	2	2	2	2	3	1	1	2	1	2	2	0	2	7	5	0	2	1	0	1	0	1	1	4	3	12	4	3	5					
14	Число погашенных неиспользованных открепительных удостоверений	57	5	0	2	6	3	0	1	2	5	2	0	2	2	0	2	2	1	0	0	0	1	0	1	1	1	0	4	0	0	1	1	1	0	0	1	2	0	1	1	0	2	1	0	2	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	898	78	26	27	73	58	41	75	56	53	11	7	9	0	12	10	14	6	16	15	11	7	10	26	2	21	7	3	0	11	16	13	8	3	1	7	0	1	29	1	5	8	6	81	15	14	5					
		4.68%	13.38%	2.70%	2.61%	14.20%	8.27%	3.59%	9.15%	5.59%	8.41%	6.25%	4.09%	3.93%	0.00%	2.56%	3.73%	2.72%	3.61%	5.21%	2.74%	3.82%	1.83%	3.12%	8.97%	1.75%	5.79%	1.77%	0.59%	0.00%	2.96%	3.72%	2.56%	2.76%	0.51%	1.52%	2.44%	0.00%	0.72%	5.33%	0.35%	3.05%	2.01%	2.37%	11.49%	4.27%	2.89%	4.07%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	915	52	41	28	37	53	62	62	57	37	14	12	20	0	24	5	22	5	6	20	5	5	34	36	6	20	9	15	7	4	37	17	3	2	1	3	7	2	5	3	4	13	11	63	16	26	4					
		4.76%	8.92%	4.26%	2.71%	7.20%	7.56%	5.43%	7.56%	5.69%	5.87%	7.95%	7.02%	8.73%	0.00%	5.13%	1.87%	4.27%	3.01%	1.95%	3.65%	1.74%	1.31%	10.59%	12.41%	5.26%	5.51%	2.27%	2.96%	6.09%	1.08%	8.60%	3.35%	1.03%	0.34%	1.52%	1.05%	5.83%	1.44%	0.92%	1.06%	2.44%	3.27%	4.35%	8.94%	4.56%	5.37%	3.25%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	90	11	1	3	3	8	4	9	6	2	1	0	0	0	5	1	0	0	0	1	1	2	1	6	0	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1	8	0	6	2	1	0					
		0.47%	1.89%	0.10%	0.29%	0.58%	1.14%	0.35%	1.10%	0.60%	0.32%	0.57%	0.00%	0.00%	0.00%	1.07%	0.37%	0.00%	0.00%	0.00%	0.18%	0.35%	0.52%	0.31%	2.07%	0.00%	0.28%	0.25%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	1.52%	0.35%	0.00%	0.00%	0.18%	0.35%	0.61%	2.01%	0.00%	0.85%	0.57%	0.21%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2583	159	168	251	146	229	175	135	157	103	18	20	12	5	25	16	51	12	20	30	23	27	38	22	9	24	15	14	6	22	53	64	18	72	6	35	11	17	37	8	7	17	9	133	59	85	20					
		13.45%	27.27%	17.45%	24.27%	28.40%	32.67%	15.34%	16.46%	15.67%	16.35%	10.23%	11.70%	5.24%	5.43%	5.34%	5.97%	9.90%	7.23%	6.51%	5.47%	7.99%	7.07%	11.84%	7.59%	7.89%	6.61%	3.79%	2.77%	5.22%	5.93%	12.33%	12.60%	6.21%	12.24%	9.09%	12.20%	9.17%	12.23%	6.80%	2.82%	4.27%	4.27%	3.56%	18.87%	16.81%	17.56%	16.26%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	184	13	11	6	8	9	26	16	15	3	3	2	0	0	0	2	0	0	0	6	0	0	1	2	0	2	6	0	0	0	2	3	11	2	0	3	0	0	5	1	1	5	0	10	8	1	1					
		0.96%	2.23%	1.14%	0.58%	1.56%	1.28%	2.28%	1.95%	1.50%	0.48%	1.70%	1.17%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.31%	0.69%	0.00%	0.55%	1.52%	0.00%	0.00%	0.00%	0.47%	0.59%	3.79%	0.34%	0.00%	1.05%	0.00%	0.00%	0.92%	0.35%	0.61%	1.26%	0.00%	1.42%	2.28%	0.21%	0.81%					
