Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
Наименование Избирательной комиссии:    Кушнаренковская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №2493	УИК №2494	УИК №2495	УИК №2496	УИК №2497	УИК №2498	УИК №2499	УИК №2500	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2539	УИК №2540					
1	"Число избирателей, внесенных в списки избирателей"	22345	1335	1290	1442	1003	1672	1213	1024	728	181	199	231	83	437	286	74	507	167	317	75	576	318	304	99	318	328	115	381	394	504	110	375	438	597	314	592	74	293	114	152	572	279	160	404	265	908	405	562	130					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22095	1269	1251	1384	987	1652	1123	990	730	186	202	234	85	444	301	75	510	168	323	78	562	323	308	100	318	328	117	392	403	507	111	372	440	598	313	597	74	292	120	153	576	285	163	400	270	880	408	555	138					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20389	1174	1205	1350	938	1623	1078	888	690	179	179	217	76	358	246	64	483	154	311	69	546	305	269	99	292	243	109	346	330	448	92	352	354	545	290	560	74	259	107	133	537	272	157	377	252	754	337	538	130					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1040	95	45	22	45	20	33	35	10	0	11	7	3	58	38	7	12	12	0	6	16	4	15	0	6	54	5	35	48	33	10	9	72	14	16	15	0	16	7	18	14	5	0	17	13	103	36	0	0					
6	Число погашенных избирательных бюллетеней	666	0	1	12	4	9	12	67	30	7	12	10	6	28	17	4	15	2	12	3	0	14	24	1	20	31	3	11	25	26	9	11	14	39	7	22	0	17	6	2	25	8	6	6	5	23	35	17	8					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1040	95	45	22	45	20	33	35	10	0	11	7	3	58	38	7	12	12	0	6	16	4	15	0	6	54	5	35	48	33	10	9	72	14	16	15	0	16	7	18	14	5	0	17	13	103	36	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20389	1174	1205	1350	938	1623	1078	888	690	179	179	217	76	358	246	64	483	154	311	69	546	305	269	99	292	243	109	346	330	448	92	352	354	545	290	560	74	259	107	133	537	272	157	377	252	754	337	538	130					
9	Число недействительных избирательных бюллетеней	48	0	5	0	0	0	3	1	1	0	0	4	0	5	0	0	3	3	0	2	0	0	4	0	0	0	0	0	0	3	0	1	0	0	0	2	0	0	0	0	1	0	0	4	0	1	1	4	0					
10	Число действительных избирательных бюллетеней	21381	1269	1245	1372	983	1643	1108	922	699	179	190	220	79	411	284	71	492	163	311	73	562	309	280	99	298	297	114	381	378	478	102	360	426	559	306	573	74	275	114	151	550	277	157	390	265	856	372	534	130					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	293	30	13	15	20	33	15	15	8	4	2	2	2	4	3	2	4	0	5	1	3	4	2	2	3	3	1	6	8	4	2	8	3	10	4	11	0	2	2	2	4	2	2	4	2	6	8	5	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	244	26	11	15	18	30	15	11	8	2	0	2	2	4	3	1	3	0	5	1	0	4	1	0	0	0	0	6	8	1	1	6	3	10	3	11	0	2	2	1	3	2	0	4	1	6	8	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	209	6	8	9	14	12	10	7	10	1	3	1	2	2	3	2	4	3	0	0	6	2	1	3	1	0	1	4	3	1	2	5	5	6	5	2	10	5	0	3	6	0	1	10	2	13	5	10	0					
14	Число погашенных неиспользованных открепительных удостоверений	49	4	2	0	2	3	0	4	0	2	2	0	0	0	0	1	1	0	0	0	3	0	1	2	3	3	1	0	0	3	1	2	0	0	1	0	0	0	0	1	1	0	2	0	1	0	0	1	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	1.Политическая партия «Аграрная партия России»	199	10	0	2	9	6	5	0	8	3	4	8	0	6	6	0	12	2	0	1	4	7	14	0	14	7	1	6	9	6	2	1	9	7	1	0	0	0	0	10	1	0	0	1	0	9	3	5	0					
		0.93%	0.79%	0.00%	0.15%	0.92%	0.37%	0.45%	0.00%	1.14%	1.68%	2.11%	3.57%	0.00%	1.44%	2.11%	0.00%	2.42%	1.20%	0.00%	1.33%	0.71%	2.27%	4.93%	0.00%	4.70%	2.36%	0.88%	1.57%	2.38%	1.25%	1.96%	0.28%	2.11%	1.25%	0.33%	0.00%	0.00%	0.00%	0.00%	6.62%	0.18%	0.00%	0.00%	0.25%	0.00%	1.05%	0.80%	0.93%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	27	2	0	1	2	0	0	2	4	0	0	3	0	5	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0					
