Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Гайская городская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429					
1	"Число избирателей, внесенных в списки"	32962	2435	2238	2218	2085	3088	2110	2408	3276	3000	2259	3316	4035	494					
2	"Число бюллетеней, полученных участковыми комиссиями"	33075	2515	2343	2304	2187	2946	2208	2413	3202	3038	2406	3272	3741	500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17091	1164	1061	1187	1043	1348	1181	1376	1922	1606	1323	1782	1804	294					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	579	35	38	63	30	155	38	37	19	23	33	26	71	11					
6	Число погашенных бюллетеней	15405	1316	1244	1054	1114	1443	989	1000	1261	1409	1050	1464	1866	195					
7	Число бюллетеней в переносных ящиках для голосования	579	35	38	63	30	155	38	37	19	23	33	26	71	11					
8	Число бюллетеней в стационарных ящиках для голосования	17046	1164	1061	1187	1043	1348	1181	1339	1918	1606	1323	1778	1804	294					
9	Число недействительных бюллетеней	191	17	16	19	12	22	17	18	17	9	13	16	6	9					
10	Число действительных бюллетеней	17434	1182	1083	1231	1061	1481	1202	1358	1920	1620	1343	1788	1869	296					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	468	45	40	45	45	25	35	45	38	25	35	35	35	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	40	5	2	3	2	4	3	0	5	4	5	4	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	21	3	0	1	0	3	1	4	1	1	4	1	2	0					
14	Число погашенных открепительных удостоверений	428	40	38	42	43	21	32	45	33	21	30	31	32	20					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	"1. ""ЕДИНЕНИЕ"""	186	13	10	13	11	18	12	18	15	15	18	21	15	7					
		1.05%	1.08%	0.90%	1.04%	1.02%	1.19%	0.98%	1.30%	0.77%	0.92%	1.32%	1.16%	0.8%	2.29%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	365	13	18	10	19	30	35	30	52	41	21	50	41	5					
		2.07%	1.08%	1.63%	0.8%	1.77%	1.99%	2.87%	2.18%	2.68%	2.51%	1.54%	2.77%	2.18%	1.63%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	602	43	36	63	58	48	43	49	42	58	54	38	53	17					
		3.41%	3.58%	3.27%	5.04%	5.40%	3.19%	3.52%	3.56%	2.16%	3.56%	3.98%	2.10%	2.82%	5.57%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	744	26	30	35	43	47	48	69	99	84	51	108	98	6					
		4.22%	2.16%	2.72%	2.8%	4.00%	3.12%	3.93%	5.01%	5.11%	5.15%	3.76%	5.98%	5.22%	1.96%					
22	"5. ""За Русь Святую"""	95	6	5	16	8	13	8	4	7	8	6	2	7	5					
		0.53%	0.50%	0.45%	1.28%	0.74%	0.86%	0.65%	0.29%	0.36%	0.49%	0.44%	0.11%	0.37%	1.63%					
23	"6. ""Объединенная Российская партия ""Русь"""	39	6	1	4	2	0	3	3	8	2	0	4	2	4					
		0.22%	0.50%	0.09%	0.32%	0.18%	0.0%	0.24%	0.21%	0.41%	0.12%	0.0%	0.22%	0.10%	1.31%					
24	"7. ""Новый курс - Автомобильная Россия"""	163	10	12	11	6	11	12	11	23	11	15	18	23	0					
		0.92%	0.83%	1.09%	0.88%	0.55%	0.73%	0.98%	0.79%	1.18%	0.67%	1.10%	0.99%	1.22%	0.0%					
25	"8. ""Народно-республиканская партия России"""	14	2	0	1	0	0	1	0	3	0	0	4	3	0					
		0.07%	0.16%	0.0%	0.08%	0.0%	0.0%	0.08%	0.0%	0.15%	0.0%	0.0%	0.22%	0.16%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	69	5	2	5	5	11	3	3	9	8	5	8	4	1					
		0.39%	0.41%	0.18%	0.4%	0.46%	0.73%	0.24%	0.21%	0.46%	0.49%	0.36%	0.44%	0.21%	0.32%					
27	"10. ""Аграрная партия России"""	652	39	34	57	30	58	53	50	72	48	41	89	74	7					
		3.69%	3.25%	3.09%	4.56%	2.79%	3.85%	4.34%	3.63%	3.71%	2.94%	3.02%	4.93%	3.94%	2.29%					
28	"11. ""Истинные патриоты России"""	31	5	4	3	2	4	1	3	3	0	1	2	3	0					
		0.17%	0.41%	0.36%	0.24%	0.18%	0.26%	0.08%	0.21%	0.15%	0.0%	0.07%	0.11%	0.16%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	101	10	6	2	11	4	8	6	11	10	8	10	12	3					
		0.57%	0.83%	0.54%	0.16%	1.02%	0.26%	0.65%	0.43%	0.56%	0.61%	0.58%	0.55%	0.64%	0.98%					
30	"13. ""Демократическая партия России"""	32	3	4	6	1	3	3	3	2	2	0	1	2	2					
		0.18%	0.25%	0.36%	0.48%	0.09%	0.19%	0.24%	0.21%	0.10%	0.12%	0.0%	0.05%	0.10%	0.65%					
31	"14. ""Великая Россия - Евразийский Союз"""	43	2	1	2	3	5	2	3	3	4	6	3	7	2					
		0.24%	0.16%	0.09%	0.16%	0.27%	0.33%	0.16%	0.21%	0.15%	0.24%	0.44%	0.16%	0.37%	0.65%					
32	"15. ""Партия СЛОН"""	22	0	1	1	0	3	1	4	2	1	4	2	3	0					
		0.12%	0.0%	0.09%	0.08%	0.0%	0.19%	0.08%	0.29%	0.10%	0.06%	0.29%	0.11%	0.16%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1505	66	60	78	94	105	158	136	184	177	115	143	176	13					
		8.53%	5.50%	5.45%	6.24%	8.76%	6.98%	12.96%	9.88%	9.49%	10.86%	8.48%	7.92%	9.38%	4.26%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	32	4	1	6	3	0	1	2	3	1	2	3	4	2					
		0.18%	0.33%	0.09%	0.48%	0.27%	0.0%	0.08%	0.14%	0.15%	0.06%	0.14%	0.16%	0.21%	0.65%					
35	"18. ""ЛДПР"""	3151	227	197	203	184	305	182	232	325	311	209	303	416	57					
		17.87%	18.93%	17.92%	16.24%	17.14%	20.29%	14.93%	16.86%	16.77%	19.09%	15.41%	16.79%	22.18%	18.68%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	357	30	30	24	21	37	16	29	36	30	33	23	40	8					
		2.02%	2.50%	2.72%	1.92%	1.95%	2.46%	1.31%	2.10%	1.85%	1.84%	2.43%	1.27%	2.13%	2.62%					
37	"20. ""Политическая партия ""Единая Россия"""	4902	356	337	394	298	387	301	370	576	396	401	523	496	67					
		27.81%	29.69%	30.66%	31.52%	27.77%	25.74%	24.69%	26.88%	29.73%	24.30%	29.57%	28.99%	26.45%	21.96%					
38	"21. ""Российская Конституционно-демократическая партия"""	35	7	1	1	2	2	1	5	1	2	2	3	8	0					
		0.19%	0.58%	0.09%	0.08%	0.18%	0.13%	0.08%	0.36%	0.05%	0.12%	0.14%	0.16%	0.42%	0.0%					
39	"22. ""Развитие предпринимательства"""	48	12	1	4	2	4	2	4	7	2	2	2	4	2					
		0.27%	1.00%	0.09%	0.32%	0.18%	0.26%	0.16%	0.29%	0.36%	0.12%	0.14%	0.11%	0.21%	0.65%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3496	257	255	250	206	328	258	277	348	328	281	325	303	80					
		19.83%	21.43%	23.20%	20.0%	19.19%	21.82%	21.16%	20.13%	17.96%	20.13%	20.72%	18.01%	16.16%	26.22%					
																				
41	Против всех	750	40	37	42	52	58	50	47	89	81	68	103	75	8					
		4.25%	3.33%	3.36%	3.36%	4.84%	3.85%	4.10%	3.41%	4.59%	4.97%	5.01%	5.70%	4.0%	2.62%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
