Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Федоровская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №3238	УИК №3239	УИК №3240	УИК №3241	УИК №3242	УИК №3243	УИК №3244	УИК №3245	УИК №3246	УИК №3247	УИК №3248	УИК №3249	УИК №3250	УИК №3251	УИК №3252	УИК №3253	УИК №3254	УИК №3255	УИК №3256	УИК №3257	УИК №3258	УИК №3259	УИК №3260	УИК №3261	УИК №3262	УИК №3263	УИК №3264	УИК №3265	УИК №3266	УИК №3267	УИК №3268	УИК №3269	УИК №3270	УИК №3271	УИК №3272					
1	"Число избирателей, внесенных в списки избирателей"	13959	212	616	452	148	1104	214	252	134	279	146	305	205	255	501	216	203	432	255	535	148	455	332	690	185	288	205	166	330	358	354	398	268	812	1272	1234					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13950	218	614	461	146	1110	209	247	135	277	151	304	205	258	504	216	205	435	245	536	152	449	328	690	182	291	205	168	340	355	361	395	265	778	1272	1243					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12471	184	542	422	134	964	199	227	125	253	133	300	191	239	438	188	179	418	225	510	144	356	275	636	145	230	186	128	285	299	313	366	252	658	1168	1159					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1129	21	71	24	12	92	10	20	5	21	13	2	11	12	54	22	16	7	17	16	1	91	53	26	18	54	18	35	41	48	37	24	13	115	67	42					
6	Число погашенных избирательных бюллетеней	350	13	1	15	0	54	0	0	5	3	5	2	3	7	12	6	10	10	3	10	7	2	0	28	19	7	1	5	14	8	11	5	0	5	37	42					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1129	21	71	24	12	92	10	20	5	21	13	2	11	12	54	22	16	7	17	16	1	91	53	26	18	54	18	35	41	48	37	24	13	115	67	42					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12470	184	542	422	134	964	199	227	125	253	133	300	191	239	438	188	179	418	225	510	144	356	275	635	145	230	186	128	285	299	313	366	252	658	1168	1159					
9	Число недействительных избирательных бюллетеней	147	0	5	0	0	0	1	0	0	1	0	0	0	0	64	0	6	0	3	1	0	0	2	0	0	4	0	1	1	16	25	0	1	0	13	3					
10	Число действительных избирательных бюллетеней	13452	205	608	446	146	1056	208	247	130	273	146	302	202	251	428	210	189	425	239	525	145	447	326	661	163	280	204	162	325	331	325	390	264	773	1222	1198					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	176	5	2	2	2	16	1	0	4	2	4	0	1	0	2	2	2	7	3	4	2	5	3	18	4	2	1	0	12	0	4	5	0	12	19	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	175	5	1	2	2	16	1	0	4	2	4	0	1	0	2	2	2	7	3	4	2	5	3	18	4	2	1	0	12	0	4	5	0	12	19	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	62	0	1	2	1	1	2	1	1	0	2	3	1	2	1	1	1	2	4	1	1	4	2	4	1	1	1	0	1	1	0	0	0	1	10	8					
14	Число погашенных неиспользованных открепительных удостоверений	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	74	1	0	1	0	2	0	0	0	0	0	4	0	0	0	0	3	2	0	1	0	0	0	14	0	0	0	0	0	5	2	5	0	16	8	10					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	1.Политическая партия «Аграрная партия России»	101	4	0	4	2	1	2	3	0	0	0	7	2	4	4	2	1	0	4	2	2	7	5	0	4	10	2	0	0	2	2	4	3	2	0	16					
		0.74%	1.95%	0.00%	0.90%	1.37%	0.09%	0.96%	1.21%	0.00%	0.00%	0.00%	2.32%	0.99%	1.59%	0.81%	0.95%	0.51%	0.00%	1.65%	0.38%	1.38%	1.57%	1.52%	0.00%	2.45%	3.52%	0.98%	0.00%	0.00%	0.58%	0.57%	1.03%	1.13%	0.26%	0.00%	1.33%					
19	2.Всероссийская политическая партия «Гражданская Сила»	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	5					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.26%	0.00%	0.42%					
20	3.Политическая партия «Демократическая партия России»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	885	25	53	4	2	91	1	4	23	18	0	4	3	2	12	3	2	30	7	27	5	5	9	40	14	14	3	4	6	4	6	7	1	21	322	113					
		6.51%	12.20%	8.65%	0.90%	1.37%	8.62%	0.48%	1.62%	17.69%	6.57%	0.00%	1.32%	1.49%	0.80%	2.44%	1.43%	1.03%	7.06%	2.89%	5.13%	3.45%	1.12%	2.74%	6.05%	8.59%	4.93%	1.47%	2.45%	1.84%	1.15%	1.71%	1.79%	0.38%	2.72%	26.07%	9.41%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.17%					
23	6.Политическая партия «Партия социальной справедливости»	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.17%					
24	7.Политическая партия «Либерально-демократическая партия России»	92	1	1	0	1	2	0	3	3	0	0	4	4	1	3	1	2	1	3	1	2	5	0	0	3	1	2	3	5	3	2	5	1	9	0	20					
