Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Теучежская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13768	1165	1326	254	244	113	172	606	1180	2643	382	206	674	1247	227	519	153	166	377	1513	417	184									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12298	1090	1117	223	301	98	150	554	1085	2275	334	177	608	1079	194	486	143	146	351	1281	448	158									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11248	1035	943	204	223	88	128	505	1044	2046	329	177	543	1043	159	464	137	141	330	1157	408	144									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	409	13	132	6	0	0	10	47	23	27	0	0	28	26	14	11	6	5	0	38	9	14									
6	Число погашенных избирательных бюллетеней	641	42	42	13	78	10	12	2	18	202	5	0	37	10	21	11	0	0	21	86	31	0									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	409	13	132	6	0	0	10	47	23	27	0	0	28	26	14	11	6	5	0	38	9	14									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11248	1035	943	204	223	88	128	505	1044	2046	329	177	543	1043	159	464	137	141	330	1157	408	144									
9	Число недействительных избирательных бюллетеней	37	3	15	1	5	0	1	2	0	0	0	0	1	0	0	1	0	2	0	3	0	3									
10	Число действительных избирательных бюллетеней	11620	1045	1060	209	218	88	137	550	1067	2073	329	177	570	1069	173	474	143	144	330	1192	417	155									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	270	15	15	12	12	12	12	12	15	15	12	12	12	15	12	12	12	12	12	15	12	12									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	38	8	10	0	0	0	1	1	2	4	0	0	0	0	1	0	0	0	3	2	5	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	232	7	5	12	12	12	11	11	13	11	12	12	12	15	11	12	12	12	9	13	7	11									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	6	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1									
		0.05%	0.00%	0.19%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.63%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	70	0	3	1	9	0	1	0	0	37	0	0	0	0	0	10	3	0	2	0	0	4									
		0.60%	0.00%	0.28%	0.48%	4.04%	0.00%	0.72%	0.00%	0.00%	1.78%	0.00%	0.00%	0.00%	0.00%	0.00%	2.11%	2.10%	0.00%	0.61%	0.00%	0.00%	2.53%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	5	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0									
		0.04%	0.00%	0.19%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8033	700	711	129	147	60	100	361	759	1639	219	141	393	692	111	327	84	95	220	755	288	102									
		68.91%	66.79%	66.14%	61.43%	65.92%	68.18%	72.46%	65.40%	71.13%	79.06%	66.57%	79.66%	68.83%	64.73%	64.16%	68.84%	58.74%	65.07%	66.67%	63.18%	69.06%	64.56%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	11	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	3									
		0.09%	0.00%	0.19%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	1.21%	0.00%	0.00%	1.90%									
24	"6. Политическая партия ""Гражданская Платформа"""	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2									
		0.03%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.27%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	937	106	121	20	25	0	9	50	102	104	31	9	45	107	9	23	5	13	14	103	29	12									
		8.04%	10.11%	11.26%	9.52%	11.21%	0.00%	6.52%	9.06%	9.56%	5.02%	9.42%	5.08%	7.88%	10.01%	5.20%	4.84%	3.50%	8.90%	4.24%	8.62%	6.95%	7.59%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.03%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.02%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	39	0	2	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	21	0	0	0									
		0.33%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	6.36%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2378	239	208	59	37	28	24	139	156	256	79	27	132	270	53	111	49	31	65	286	100	29									
		20.40%	22.81%	19.35%	28.10%	16.59%	31.82%	17.39%	25.18%	14.62%	12.35%	24.01%	15.25%	23.12%	25.26%	30.64%	23.37%	34.27%	21.23%	19.70%	23.93%	23.98%	18.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0									
