Выборы Президента Российской Федерации																																																											
																																																											
Наименование Избирательной комиссии:    Советско-Гаванская																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №817	УИК №818	УИК №819	УИК №820					
1	"Число избирателей, внесенных в список"	37466	2697	1707	1811	2874	2034	154	2542	2579	1645	1538	1444	432	252	1026	367	871	1532	858	1974	2543	2774	2351	22	24	34	96	71	59	288	24	87	91	27	8	22	22	81	30	20	30	19	20	20	8	19	22	72	70	27	27	104	17					
2	Число полученных избирательных бюллетеней	37358	2700	1700	1800	2900	2100	160	2500	2500	1650	1600	1400	450	250	1000	350	750	1500	800	1950	2500	2800	2500	22	24	34	96	89	61	288	24	90	91	27	10	22	25	81	30	20	30	19	20	20	10	20	22	72	70	30	30	104	17					
3	"Число избирательных бюллетеней, выданных  досрочно"	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	20313	1442	885	839	1560	1122	0	1578	1431	665	856	744	218	122	588	174	395	935	500	1051	1060	1474	1235	22	24	34	96	71	59	288	24	83	77	27	8	22	22	81	30	19	30	19	20	20	8	19	22	72	70	27	24	104	17					
5	"Число избирательных бюллетеней, выданных вне помещения"	1053	50	28	45	63	42	152	48	71	35	11	43	12	23	14	22	25	43	25	75	92	44	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	15850	1208	787	916	1277	936	8	874	998	950	733	613	220	105	398	154	188	522	275	824	1348	1282	1175	0	0	0	0	18	2	0	0	7	14	0	2	0	3	0	0	1	0	0	0	0	2	1	0	0	0	3	6	0	0					
7	Число избирательных бюллетеней в переносных ящиках	1195	50	28	45	63	42	152	48	71	35	11	43	12	23	14	22	167	43	25	75	92	44	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	20289	1437	883	839	1553	1122	0	1578	1431	664	856	744	218	122	588	174	395	935	500	1051	1060	1474	1234	22	24	34	96	71	59	288	24	83	77	27	8	22	22	81	30	19	30	19	20	20	8	19	22	72	70	27	24	96	17					
9	Число недействительных избирательных бюллетеней	237	16	11	18	16	18	3	17	17	10	2	9	3	1	11	1	6	14	7	13	15	13	10	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0					
10	Число действительных избирательных бюллетеней	21247	1471	900	866	1600	1146	149	1609	1485	689	865	778	227	144	591	195	556	964	518	1113	1137	1505	1314	22	24	34	96	71	59	288	24	81	77	27	8	22	21	80	30	19	30	19	20	20	8	19	22	72	69	27	24	95	17					
11	Число полученных открепительных  удостоверений	388	32	21	21	26	20	0	27	20	18	19	15	4	6	5	5	15	20	10	22	25	25	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	Число выданных открепительных удостоверений	377	31	21	21	26	19	0	27	20	18	19	15	3	6	5	4	8	20	10	22	25	25	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	292	4	8	5	10	6	125	20	4	18	6	13	7	1	2	0	8	17	10	11	3	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	11	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	12	1	1	1	2	1	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																											
18	. Глазьев Сергей Юрьевич	1204	106	65	61	111	90	6	99	98	28	56	37	12	6	19	6	12	66	30	29	49	73	78	0	0	2	10	2	3	10	1	4	1	2	2	0	4	2	3	1	0	0	0	2	0	7	0	1	1	1	3	4	1					
