Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Руднянская																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395	УИК №1396	УИК №1397	УИК №1398	УИК №1399	УИК №1400	УИК №1401	УИК №1402	УИК №1403					
1	"Число избирателей, внесенных в списки"	15305	2241	1471	2046	889	243	243	72	137	934	369	78	120	986	390	1101	855	191	1431	590	270	147	501					
2	"Число бюллетеней, полученных участковыми комиссиями"	15584	2238	1512	2077	876	244	243	94	142	955	381	83	127	1006	416	1115	876	193	1473	611	266	147	509					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8033	1143	716	992	429	124	129	32	63	442	221	67	93	555	249	561	444	151	711	326	161	98	326					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	762	91	34	51	68	12	32	1	17	92	18	3	0	58	17	74	47	2	45	66	8	10	16					
6	Число погашенных бюллетеней	6789	1004	762	1034	379	108	82	61	62	421	142	13	34	393	150	480	385	40	717	219	97	39	167					
7	Число бюллетеней в переносных ящиках для голосования	762	91	34	51	68	12	32	1	17	92	18	3	0	58	17	74	47	2	45	66	8	10	16					
8	Число бюллетеней в стационарных ящиках для голосования	8019	1130	716	992	428	124	129	32	63	442	221	67	93	555	249	561	444	151	711	326	161	98	326					
9	Число недействительных бюллетеней	210	11	27	20	19	9	1	3	7	17	8	5	4	15	4	14	10	4	13	1	2	3	13					
10	Число действительных бюллетеней	8571	1210	723	1023	477	127	160	30	73	517	231	65	89	598	262	621	481	149	743	391	167	105	329					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	156	10	10	10	10	5	5	8	3	10	10	3	3	10	5	10	10	3	11	10	3	3	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	59	3	8	8	7	1	3	6	0	1	3	2	0	4	2	3	1	0	3	0	1	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	31	8	4	3	0	0	0	1	2	3	0	1	1	3	0	2	1	0	1	0	0	0	1					
14	Число погашенных открепительных удостоверений	97	7	2	2	3	4	2	2	3	9	7	1	3	6	3	7	9	3	8	10	2	3	1					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	70	6	5	12	1	6	5	0	1	0	3	1	1	4	5	7	4	2	5	1	0	1	0					
		0.79%	0.49%	0.66%	1.15%	0.20%	4.41%	3.10%	0.0%	1.25%	0.0%	1.25%	1.42%	1.07%	0.65%	1.87%	1.10%	0.81%	1.30%	0.66%	0.25%	0.0%	0.92%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	245	33	23	17	11	9	1	1	0	33	6	1	0	17	13	16	9	1	32	9	6	0	7					
		2.79%	2.70%	3.06%	1.62%	2.21%	6.61%	0.62%	3.03%	0.0%	6.17%	2.51%	1.42%	0.0%	2.77%	4.88%	2.51%	1.83%	0.65%	4.23%	2.29%	3.55%	0.0%	2.04%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	241	35	19	25	16	10	7	0	4	13	7	1	2	8	8	10	8	0	25	8	11	12	12					
		2.74%	2.86%	2.53%	2.39%	3.22%	7.35%	4.34%	0.0%	5.0%	2.43%	2.92%	1.42%	2.15%	1.30%	3.00%	1.57%	1.62%	0.0%	3.30%	2.04%	6.50%	11.11%	3.50%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	145	27	18	22	11	1	3	1	1	11	2	0	0	1	0	10	5	2	9	8	6	2	5					
