Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
Наименование Избирательной комиссии:    Эртильская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №3901	УИК №3902	УИК №3903	УИК №3904	УИК №3905	УИК №3906	УИК №3907	УИК №3908	УИК №3909	УИК №3910	УИК №3911	УИК №3912	УИК №3913	УИК №3914	УИК №3915	УИК №3916	УИК №3917	УИК №3918	УИК №3919	УИК №3920	УИК №3921	УИК №3922	УИК №3923	УИК №3924	УИК №3925	УИК №3926	УИК №3927	УИК №3928	УИК №3929	УИК №3930	УИК №3931	УИК №3932	УИК №3933	УИК №3934	УИК №3935	УИК №3936	УИК №3937	УИК №3938	УИК №3939	УИК №3940	УИК №3941	УИК №3942	УИК №3943					
1	"Число избирателей, внесенных в списки избирателей"	23097	329	438	443	871	418	92	487	274	146	292	705	187	359	74	160	748	646	971	112	319	509	203	170	857	438	267	134	439	954	925	776	929	978	1054	1048	1103	629	432	646	448	989	634	464					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22965	320	430	450	870	420	90	490	280	140	295	700	180	350	70	155	745	640	950	110	310	500	200	170	880	440	270	135	440	930	910	780	930	970	1020	1050	1120	630	430	640	440	980	635	470					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12852	189	264	277	557	246	57	295	176	97	213	409	99	226	66	121	337	287	618	81	171	291	100	91	381	290	158	88	304	473	390	365	641	497	509	602	578	374	199	325	346	441	391	232					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3607	78	72	83	101	90	18	82	50	24	26	115	54	42	4	22	193	205	126	24	81	72	57	30	288	82	60	22	78	81	129	195	28	55	83	79	91	8	128	61	57	223	117	93					
6	Число погашенных избирательных бюллетеней	6506	53	94	90	212	84	15	113	54	19	56	176	27	82	0	12	215	148	206	5	58	137	43	49	211	68	52	25	58	376	391	220	261	418	428	369	451	248	103	254	37	316	127	145					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3607	78	72	83	101	90	18	82	50	24	26	115	54	42	4	22	193	205	126	24	81	72	57	30	288	82	60	22	78	81	129	195	28	55	83	79	91	8	128	61	57	223	117	93					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12852	189	264	277	557	246	57	295	176	97	213	409	99	226	66	121	337	287	618	81	171	291	100	91	381	290	158	88	304	473	390	365	641	497	509	602	578	374	199	325	346	441	391	232					
9	Число недействительных избирательных бюллетеней	145	3	3	1	13	1	1	0	2	0	2	4	1	0	0	1	3	2	3	0	0	3	2	0	0	5	0	0	1	4	7	0	17	1	6	5	17	10	2	8	3	5	7	2					
10	Число действительных избирательных бюллетеней	16314	264	333	359	645	335	74	377	224	121	237	520	152	268	70	142	527	490	741	105	252	360	155	121	669	367	218	110	381	550	512	560	652	551	586	676	652	372	325	378	400	659	501	323					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	250	3	5	1	2	0	0	5	3	2	3	7	3	3	3	3	7	5	9	2	3	3	3	3	11	2	3	3	5	5	10	3	18	17	16	12	22	6	5	8	4	12	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	170	1	2	0	2	0	0	3	0	2	2	7	1	3	0	0	2	5	3	0	0	2	0	3	11	1	1	0	1	3	3	2	14	12	14	12	19	5	3	7	4	12	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	123	5	2	1	4	1	0	2	1	1	2	2	1	4	3	2	3	6	2	2	1	4	3	3	3	6	0	1	1	3	0	6	10	9	5	2	11	2	0	2	1	4	2	0					
14	Число погашенных неиспользованных открепительных удостоверений	80	2	3	1	0	0	0	2	3	0	1	0	2	0	3	3	5	0	6	2	3	1	3	0	0	1	2	3	4	2	7	1	4	5	2	0	3	1	2	1	0	0	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	1.Политическая партия «Аграрная партия России»	608	12	15	11	25	12	4	9	5	2	6	21	2	3	1	2	39	18	32	0	12	17	4	4	31	19	4	6	9	27	12	10	28	21	23	29	36	22	15	14	8	20	14	4					
		3.69%	4.49%	4.46%	3.06%	3.80%	3.57%	5.33%	2.39%	2.21%	1.65%	2.51%	4.01%	1.31%	1.12%	1.43%	1.40%	7.36%	3.66%	4.30%	0.00%	4.76%	4.68%	2.55%	3.31%	4.63%	5.11%	1.83%	5.45%	2.36%	4.87%	2.31%	1.79%	4.19%	3.80%	3.89%	4.26%	5.38%	5.76%	4.59%	3.63%	1.99%	3.01%	2.76%	1.23%					
19	2.Всероссийская политическая партия «Гражданская Сила»	53	1	3	0	2	2	0	2	0	0	1	2	0	1	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	3	1	0	0	6	4	3	3	2	2	0	0	5	2	2					
		0.32%	0.37%	0.89%	0.00%	0.30%	0.60%	0.00%	0.53%	0.00%	0.00%	0.42%	0.38%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.54%	0.19%	0.00%	0.00%	1.09%	0.68%	0.44%	0.45%	0.52%	0.61%	0.00%	0.00%	0.75%	0.39%	0.62%					
20	3.Политическая партия «Демократическая партия России»	16	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	1	0	1	0					
		0.10%	0.00%	0.30%	0.00%	0.15%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.20%	0.00%	2.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.61%	0.26%	0.25%	0.00%	0.20%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2239	19	57	34	52	38	8	51	22	5	14	119	41	39	5	6	82	54	118	18	37	55	15	17	72	14	45	7	25	119	79	45	75	97	143	161	113	65	28	68	34	72	46	25					
		13.60%	7.12%	16.96%	9.44%	7.90%	11.31%	10.67%	13.53%	9.73%	4.13%	5.86%	22.71%	26.80%	14.55%	7.14%	4.20%	15.47%	10.98%	15.86%	17.14%	14.68%	15.15%	9.55%	14.05%	10.76%	3.76%	20.64%	6.36%	6.54%	21.48%	15.22%	8.04%	11.21%	17.57%	24.16%	23.64%	16.89%	17.02%	8.56%	17.62%	8.44%	10.84%	9.06%	7.69%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	24	0	1	0	1	0	0	2	0	2	0	1	0	0	0	0	2	2	0	0	0	0	1	0	0	1	0	0	1	2	1	0	0	1	1	2	1	0	0	1	0	1	0	0					
		0.15%	0.00%	0.30%	0.00%	0.15%	0.00%	0.00%	0.53%	0.00%	1.65%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.38%	0.41%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.27%	0.00%	0.00%	0.26%	0.36%	0.19%	0.00%	0.00%	0.18%	0.17%	0.29%	0.15%	0.00%	0.00%	0.26%	0.00%	0.15%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	23	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	5	0	0	1	0	0	1	0	0	1	1	1	1	1	0	0	0	1	3	1	0	0	2	0	1	0					
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.67%	0.00%	0.00%	0.28%	0.00%	0.00%	0.15%	0.00%	0.00%	0.91%	0.26%	0.18%	0.19%	0.18%	0.00%	0.00%	0.00%	0.15%	0.45%	0.26%	0.00%	0.00%	0.50%	0.00%	0.20%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1327	14	31	25	39	28	9	25	24	9	26	33	8	41	4	10	37	34	71	14	30	30	11	18	73	14	17	4	25	41	63	36	43	40	54	47	56	36	23	29	32	47	56	20					
		8.06%	5.24%	9.23%	6.94%	5.93%	8.33%	12.00%	6.63%	10.62%	7.44%	10.88%	6.30%	5.23%	15.30%	5.71%	6.99%	6.98%	6.91%	9.54%	13.33%	11.90%	8.26%	7.01%	14.88%	10.91%	3.76%	7.80%	3.64%	6.54%	7.40%	12.14%	6.43%	6.43%	7.25%	9.12%	6.90%	8.37%	9.42%	7.03%	7.51%	7.94%	7.08%	11.02%	6.15%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1308	27	50	18	41	30	4	19	12	5	7	21	7	11	0	3	51	41	68	7	15	13	9	6	12	39	6	3	31	54	51	35	53	67	65	45	83	47	28	35	55	60	34	40					
		7.95%	10.11%	14.88%	5.00%	6.23%	8.93%	5.33%	5.04%	5.31%	4.13%	2.93%	4.01%	4.58%	4.10%	0.00%	2.10%	9.62%	8.33%	9.14%	6.67%	5.95%	3.58%	5.73%	4.96%	1.79%	10.48%	2.75%	2.73%	8.12%	9.75%	9.83%	6.25%	7.92%	12.14%	10.98%	6.61%	12.41%	12.30%	8.56%	9.07%	13.65%	9.04%	6.69%	12.31%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	73	1	1	2	3	0	0	1	1	0	0	1	0	0	0	0	1	1	3	0	0	2	0	0	1	1	0	0	2	2	4	1	3	4	7	5	2	3	5	4	1	6	4	1					
		0.44%	0.37%	0.30%	0.56%	0.46%	0.00%	0.00%	0.27%	0.44%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.19%	0.20%	0.40%	0.00%	0.00%	0.55%	0.00%	0.00%	0.15%	0.27%	0.00%	0.00%	0.52%	0.36%	0.77%	0.18%	0.45%	0.72%	1.18%	0.73%	0.30%	0.79%	1.53%	1.04%	0.25%	0.90%	0.79%	0.31%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	10606	189	172	269	481	222	49	267	159	98	183	320	94	171	60	121	313	338	442	63	157	241	115	76	475	279	146	86	287	299	300	431	445	314	287	378	351	195	222	225	266	447	342	231					
