Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Эртильская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №3901	УИК №3902	УИК №3903	УИК №3904	УИК №3905	УИК №3906	УИК №3907	УИК №3908	УИК №3909	УИК №3910	УИК №3911	УИК №3912	УИК №3913	УИК №3914	УИК №3915	УИК №3916	УИК №3917	УИК №3918	УИК №3919	УИК №3920	УИК №3921	УИК №3922	УИК №3923	УИК №3924	УИК №3925	УИК №3926	УИК №3927	УИК №3928	УИК №3929	УИК №3930	УИК №3931	УИК №3932	УИК №3933	УИК №3934	УИК №3935	УИК №3936	УИК №3937	УИК №3938	УИК №3939	УИК №3940	УИК №3941					
1	"Число избирателей, внесенных в список избирателей"	22595	318	421	1242	489	455	258	130	284	732	179	357	70	154	713	598	1035	103	314	495	181	134	692	152	404	339	419	945	886	764	1006	945	997	1004	1104	715	420	616	409	832	808	476					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23090	320	430	1260	500	465	270	135	290	760	185	360	75	160	735	610	1040	105	330	510	180	140	710	160	420	340	430	960	900	785	1030	960	1000	1030	1140	735	435	630	415	855	815	480					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10796	103	217	614	216	264	153	96	171	299	98	250	68	110	302	261	535	66	149	293	80	78	252	70	212	121	299	379	323	406	421	463	469	433	494	420	190	297	244	367	314	199					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3584	106	87	144	109	55	40	20	24	98	41	42	2	21	218	164	139	24	76	80	60	26	205	61	120	95	56	115	47	197	105	61	64	101	97	31	94	69	47	162	146	135					
6	Число погашенных избирательных бюллетеней	8710	111	126	502	175	146	77	19	95	363	46	68	5	29	215	185	366	15	105	137	40	36	253	29	88	124	75	466	530	182	504	436	467	496	549	284	151	264	124	326	355	146					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3584	106	87	144	109	55	40	20	24	98	41	42	2	21	218	164	139	24	76	80	60	26	205	61	120	95	56	115	47	197	105	61	64	101	97	31	94	69	47	162	146	135					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10794	103	217	613	216	264	153	96	171	299	98	250	68	110	302	261	535	66	149	293	80	78	252	70	212	121	299	378	323	406	421	463	469	433	494	420	190	297	244	367	314	199					
9	Число недействительных избирательных бюллетеней	142	3	1	12	2	4	1	1	2	6	2	1	0	0	3	2	8	0	2	4	1	1	0	0	12	0	2	2	3	0	6	6	7	6	13	3	11	4	1	3	3	4					
10	Число действительных избирательных бюллетеней	14236	206	303	745	323	315	192	115	193	391	137	291	70	131	517	423	666	90	223	369	139	103	457	131	320	216	353	491	367	603	520	518	526	528	578	448	273	362	290	526	457	330					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	249	2	6	6	3	1	2	1	1	11	2	2	2	2	4	4	9	1	8	4	1	2	4	1	10	3	3	8	9	10	14	11	12	15	27	11	7	10	1	11	4	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	249	2	6	6	3	1	2	1	1	11	2	2	2	2	4	4	9	1	8	4	1	2	4	1	10	3	3	8	9	10	14	11	12	15	27	11	7	10	1	11	4	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	124	7	2	4	9	5	1	2	2	1	3	4	1	1	0	2	6	3	3	1	2	1	2	1	3	1	2	5	3	2	7	6	11	3	3	2	1	4	2	2	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2286	31	55	85	66	41	21	18	25	51	7	26	8	9	49	62	113	8	13	22	9	11	57	5	20	13	32	117	87	97	116	135	140	89	133	96	35	54	31	111	114	74					
		15.90%	14.83%	18.09%	11.23%	20.31%	12.85%	10.88%	15.52%	12.82%	12.85%	5.04%	8.90%	11.43%	6.87%	9.42%	14.59%	16.77%	8.89%	5.78%	5.90%	6.43%	10.58%	12.47%	3.82%	6.02%	6.02%	9.01%	23.73%	23.51%	16.09%	22.05%	25.76%	26.27%	16.67%	22.50%	21.29%	12.32%	14.75%	10.65%	20.98%	24.78%	22.16%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1537	22	55	73	41	34	40	17	21	34	18	42	11	13	45	29	88	11	20	43	26	19	48	2	31	24	43	45	43	34	51	47	54	39	65	42	46	37	38	57	64	25					
		10.69%	10.53%	18.09%	9.64%	12.62%	10.66%	20.73%	14.66%	10.77%	8.56%	12.95%	14.38%	15.71%	9.92%	8.65%	6.82%	13.06%	12.22%	8.89%	11.53%	18.57%	18.27%	10.50%	1.53%	9.34%	11.11%	12.11%	9.13%	11.62%	5.64%	9.70%	8.97%	10.13%	7.30%	10.99%	9.31%	16.20%	10.11%	13.06%	10.78%	13.91%	7.49%					
