Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Карасукская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377					
1	"Число избирателей, внесенных в списки избирателей"	37165	1195	2156	2290	2292	2527	1255	2543	2225	1426	2151	2886	779	437	399	718	732	555	283	127	668	693	181	251	98	524	112	86	96	1065	108	620	374	190	71	879	218	213	180	128	905	287	57	617	97	42	411	211	331	241	235					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	36470	1150	2100	2250	2200	2500	1200	2500	2200	1400	2000	2800	790	440	400	700	750	560	285	135	650	650	180	250	115	530	110	90	90	1000	105	630	360	190	70	880	220	215	185	135	920	295	60	630	105	55	390	205	325	235	235					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	21437	559	1253	1077	1033	1267	600	1109	1266	862	1224	1554	541	303	294	476	468	388	198	118	428	450	130	178	98	314	93	80	81	572	83	360	311	148	58	520	178	162	164	105	540	223	53	386	67	42	274	138	283	157	171					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1510	49	64	73	91	101	67	142	76	24	61	47	39	30	24	42	32	18	0	9	50	41	7	12	0	21	0	0	0	112	0	35	0	3	2	47	8	0	0	0	40	18	4	50	6	0	38	10	9	0	8					
6	Число погашенных избирательных бюллетеней	13523	542	783	1100	1076	1132	533	1249	858	514	715	1199	210	107	82	182	250	154	87	8	172	159	43	60	17	195	17	10	9	316	22	235	49	39	10	313	34	53	21	30	340	54	3	194	32	13	78	57	33	78	56					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1510	49	64	73	91	101	67	142	76	24	61	47	39	30	24	42	32	18	0	9	50	41	7	12	0	21	0	0	0	112	0	35	0	3	2	47	8	0	0	0	40	18	4	50	6	0	38	10	9	0	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21434	559	1253	1077	1033	1267	600	1109	1266	862	1224	1554	541	303	294	476	468	388	198	118	428	450	130	178	98	314	93	80	81	572	83	360	311	148	58	520	178	162	164	105	540	223	53	386	67	42	274	135	283	157	171					
9	Число недействительных избирательных бюллетеней	222	4	24	11	11	19	2	5	14	8	6	9	3	11	3	0	9	5	2	0	3	6	1	2	1	3	2	1	1	5	2	9	5	3	0	8	2	0	3	0	3	0	0	9	1	0	2	0	1	0	3					
10	Число действительных избирательных бюллетеней	22722	604	1293	1139	1113	1349	665	1246	1328	878	1279	1592	577	322	315	518	491	401	196	127	475	485	136	188	97	332	91	79	80	679	81	386	306	148	60	559	184	162	161	105	577	241	57	427	72	42	310	145	291	157	176					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	336	4	13	13	15	15	12	6	15	12	15	12	8	4	4	8	20	6	4	0	8	8	4	5	1	8	0	1	3	8	4	8	4	4	3	8	0	0	0	7	8	4	4	18	8	8	4	4	4	0	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	329	4	13	13	15	15	12	6	13	12	15	12	8	4	4	8	20	6	4	0	8	8	3	5	1	8	0	1	3	8	4	8	4	4	3	8	0	0	0	7	8	4	4	18	8	8	4	0	4	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	121	1	9	7	3	6	10	9	5	9	3	9	1	1	0	0	0	1	2	2	1	2	0	1	0	2	0	2	3	0	0	2	4	2	3	4	0	0	0	0	3	0	0	5	0	2	3	2	1	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	2	1	3	0	3	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	1.Политическая партия «Аграрная партия России»	1481	33	74	38	53	67	30	31	50	28	44	65	93	107	56	45	90	44	15	5	32	60	7	9	0	26	6	0	2	29	1	41	34	13	3	39	8	7	29	5	46	27	6	14	2	3	34	12	7	5	6					
		6.45%	5.43%	5.62%	3.30%	4.72%	4.90%	4.50%	2.48%	3.73%	3.16%	3.42%	4.06%	16.03%	32.13%	17.61%	8.69%	18.00%	10.84%	7.58%	3.94%	6.69%	12.22%	5.11%	4.74%	0.00%	7.76%	6.45%	0.00%	2.47%	4.24%	1.20%	10.38%	10.93%	8.61%	5.00%	6.88%	4.30%	4.32%	17.68%	4.76%	7.93%	11.20%	10.53%	3.21%	2.74%	7.14%	10.90%	8.28%	2.40%	3.18%	3.35%					
19	2.Всероссийская политическая партия «Гражданская Сила»	88	1	4	1	3	4	4	4	6	5	5	6	2	1	1	3	1	0	0	0	6	4	0	0	0	1	0	3	0	8	0	3	0	1	0	1	0	0	0	0	0	1	0	1	0	0	5	1	1	0	1					
		0.38%	0.16%	0.30%	0.09%	0.27%	0.29%	0.60%	0.32%	0.45%	0.56%	0.39%	0.37%	0.34%	0.30%	0.31%	0.58%	0.20%	0.00%	0.00%	0.00%	1.26%	0.81%	0.00%	0.00%	0.00%	0.30%	0.00%	3.75%	0.00%	1.17%	0.00%	0.76%	0.00%	0.66%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.23%	0.00%	0.00%	1.60%	0.69%	0.34%	0.00%	0.56%					
20	3.Политическая партия «Демократическая партия России»	23	0	1	2	1	1	2	2	1	0	1	0	1	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
		0.10%	0.00%	0.08%	0.17%	0.09%	0.07%	0.30%	0.16%	0.07%	0.00%	0.08%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	1.52%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.32%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3344	81	205	162	142	223	90	167	234	77	192	182	204	50	43	132	93	37	28	19	87	38	12	41	10	36	7	4	4	122	11	42	46	31	2	93	24	28	5	11	84	18	1	88	16	12	34	10	35	27	4					
		14.57%	13.32%	15.57%	14.09%	12.63%	16.30%	13.49%	13.35%	17.44%	8.69%	14.94%	11.37%	35.17%	15.02%	13.52%	25.48%	18.60%	9.11%	14.14%	14.96%	18.20%	7.74%	8.76%	21.58%	10.20%	10.75%	7.53%	5.00%	4.94%	17.84%	13.25%	10.63%	14.79%	20.53%	3.33%	16.40%	12.90%	17.28%	3.05%	10.48%	14.48%	7.47%	1.75%	20.18%	21.92%	28.57%	10.90%	6.90%	11.99%	17.20%	2.23%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	117	3	9	11	5	9	4	3	7	7	8	9	4	1	1	2	0	3	1	0	2	1	1	1	0	0	0	0	0	3	0	6	1	2	0	5	1	0	0	2	2	0	1	1	0	0	1	0	0	0	0					
		0.51%	0.49%	0.68%	0.96%	0.44%	0.66%	0.60%	0.24%	0.52%	0.79%	0.62%	0.56%	0.69%	0.30%	0.31%	0.39%	0.00%	0.74%	0.51%	0.00%	0.42%	0.20%	0.73%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	1.52%	0.32%	1.32%	0.00%	0.88%	0.54%	0.00%	0.00%	1.90%	0.34%	0.00%	1.75%	0.23%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	31	0	1	2	1	1	1	0	3	2	3	4	2	0	0	3	0	0	0	0	0	2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0					
		0.14%	0.00%	0.08%	0.17%	0.09%	0.07%	0.15%	0.00%	0.22%	0.23%	0.23%	0.25%	0.34%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.15%	1.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1834	56	97	117	104	117	74	112	101	83	86	143	37	30	19	28	24	28	24	1	37	41	20	17	7	30	0	9	9	52	10	23	26	1	2	40	20	16	4	6	42	13	4	26	5	3	32	13	20	13	12					
		7.99%	9.21%	7.37%	10.17%	9.25%	8.55%	11.09%	8.95%	7.53%	9.37%	6.69%	8.93%	6.38%	9.01%	5.97%	5.41%	4.80%	6.90%	12.12%	0.79%	7.74%	8.35%	14.60%	8.95%	7.14%	8.96%	0.00%	11.25%	11.11%	7.60%	12.05%	5.82%	8.36%	0.66%	3.33%	7.05%	10.75%	9.88%	2.44%	5.71%	7.24%	5.39%	7.02%	5.96%	6.85%	7.14%	10.26%	8.97%	6.85%	8.28%	6.70%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1700	48	121	102	82	154	49	93	197	81	161	139	24	16	28	35	24	33	3	3	19	27	3	9	9	10	1	0	2	27	1	22	0	2	3	34	7	9	5	0	24	13	2	21	7	1	15	9	8	4	13					
		7.41%	7.89%	9.19%	8.87%	7.30%	11.26%	7.35%	7.43%	14.68%	9.14%	12.53%	8.68%	4.14%	4.80%	8.81%	6.76%	4.80%	8.13%	1.52%	2.36%	3.97%	5.50%	2.19%	4.74%	9.18%	2.99%	1.08%	0.00%	2.47%	3.95%	1.20%	5.57%	0.00%	1.32%	5.00%	5.99%	3.76%	5.56%	3.05%	0.00%	4.14%	5.39%	3.51%	4.82%	9.59%	2.38%	4.81%	6.21%	2.74%	2.55%	7.26%					
