Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Шабалинская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270	УИК №1271	УИК №1272	УИК №1273	УИК №1274	УИК №1275	УИК №1276	УИК №1277	УИК №1278	УИК №1279	УИК №1280					
1	"Число избирателей, внесенных в список"	11095	1449	1481	1568	630	151	310	77	230	193	416	765	181	132	115	77	1078	89	142	307	490	257	196	167	594					
2	Число полученных избирательных бюллетеней	11363	1443	1502	1615	644	156	332	86	237	197	427	813	183	140	124	86	1101	95	143	313	502	259	200	177	588					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6206	764	843	765	287	98	194	61	110	133	248	439	102	72	81	53	625	70	97	210	273	73	139	114	355					
5	"Число избирательных бюллетеней, выданных вне помещения"	1400	92	68	131	140	32	75	10	60	27	51	63	33	33	25	13	107	10	20	47	96	113	19	34	101					
6	Число погашенных избирательных бюллетеней	3757	587	591	719	217	26	63	15	67	37	128	311	48	35	18	20	369	15	26	56	133	73	42	29	132					
7	Число избирательных бюллетеней в переносных ящиках	1400	92	68	131	140	32	75	10	60	27	51	63	33	33	25	13	107	10	20	47	96	113	19	34	101					
8	Число бюллетеней в стационарных ящиках для голосования	6205	764	843	764	287	98	194	61	110	133	248	439	102	72	81	53	625	70	97	210	273	73	139	114	355					
9	Число недействительных избирательных бюллетеней	40	5	5	4	2	0	1	0	0	1	0	3	0	1	0	0	10	0	2	1	1	0	1	1	2					
10	Число действительных избирательных бюллетеней	7565	851	906	891	425	130	268	71	170	159	299	499	135	104	106	66	722	80	115	256	368	186	157	147	454					
11	Число полученных открепительных  удостоверений	178	14	17	17	6	2	7	9	5	3	10	15	3	2	2	5	20	6	1	9	7	4	2	1	11					
12	Число выданных открепительных удостоверений	171	13	17	17	6	2	7	9	4	3	10	15	3	2	2	5	19	6	0	8	6	3	2	1	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	78	21	14	4	0	2	3	1	1	0	2	4	2	1	2	1	7	1	1	4	2	2	1	0	2					
14	Число неиспользованных открепительных удостоверений	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	12	1	3	1	1	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	272	33	35	30	10	6	9	6	6	10	7	40	0	2	2	2	23	7	2	3	14	6	3	9	7					
		3.58%	3.86%	3.84%	3.35%	2.34%	4.62%	3.35%	8.45%	3.53%	6.25%	2.34%	7.97%	0.00%	1.90%	1.89%	3.03%	3.14%	8.75%	1.71%	1.17%	3.79%	3.23%	1.90%	6.08%	1.54%					
19	. Малышкин Олег Александрович	209	18	30	17	17	3	9	3	6	2	2	22	6	3	0	4	9	1	6	10	15	6	5	5	10					
		2.75%	2.10%	3.29%	1.90%	3.98%	2.31%	3.35%	4.23%	3.53%	1.25%	0.67%	4.38%	4.44%	2.86%	0.00%	6.06%	1.23%	1.25%	5.13%	3.89%	4.07%	3.23%	3.16%	3.38%	2.19%					
20	. Миронов Сергей Михайлович	89	8	9	3	6	0	6	2	2	2	5	8	2	0	1	0	10	2	1	6	1	2	2	2	9					
		1.17%	0.93%	0.99%	0.34%	1.41%	0.00%	2.23%	2.82%	1.18%	1.25%	1.67%	1.59%	1.48%	0.00%	0.94%	0.00%	1.37%	2.50%	0.85%	2.33%	0.27%	1.08%	1.27%	1.35%	1.97%					
