Выборы Президента Российской Федерации																																																				
																																																				
Наименование Избирательной комиссии:    Добрянская городская																																																				
																																																				
Итоги голосования 																																																				
																																																				
		Сумма	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045					
1	"Число избирателей, внесенных в список"	44581	2047	2302	1801	2596	2245	2129	2264	2188	2171	2060	587	1524	1245	1507	692	1011	1647	1561	1969	2242	852	1110	180	195	236	315	506	52	355	79	167	170	993	143	489	260	249	164	400	271	213	324	262	381	427					
2	Число полученных избирательных бюллетеней	44967	1900	2350	1900	2500	2240	2140	2420	2160	2020	2020	610	1535	1270	1600	690	1040	1650	1500	2000	2180	830	1050	180	200	250	320	525	60	385	83	180	192	1056	165	565	265	265	180	461	310	215	375	280	390	460					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	27309	1205	1499	1186	1751	1454	1382	1476	1386	1283	1123	375	801	689	911	197	641	1030	889	1286	1495	517	549	81	132	109	175	338	43	196	57	135	105	559	108	331	169	152	76	299	116	147	191	182	210	273					
5	"Число избирательных бюллетеней, выданных вне помещения"	2991	159	68	32	43	55	86	88	53	30	118	39	50	77	72	205	40	78	126	75	34	65	90	93	31	41	19	36	4	41	0	27	60	257	15	80	53	38	57	30	115	25	78	33	103	72					
6	Число погашенных избирательных бюллетеней	14667	536	783	682	706	731	672	856	721	707	779	196	684	504	617	288	359	542	485	639	651	248	411	6	37	100	126	151	13	148	26	18	27	240	42	154	43	75	47	132	79	43	106	65	77	115					
7	Число избирательных бюллетеней в переносных ящиках	2991	159	68	32	43	55	86	88	53	30	118	39	50	77	72	205	40	78	126	75	34	65	90	93	31	41	19	36	4	41	0	27	60	257	15	80	53	38	57	30	115	25	78	33	103	72					
8	Число бюллетеней в стационарных ящиках для голосования	27303	1205	1497	1184	1751	1453	1382	1476	1386	1283	1123	375	801	688	911	197	641	1030	889	1286	1495	517	549	81	132	109	175	338	43	196	57	135	105	559	108	331	169	152	76	299	116	147	191	182	210	273					
9	Число недействительных избирательных бюллетеней	250	12	16	7	11	15	14	6	9	8	13	6	14	18	10	2	7	6	8	0	7	4	10	0	1	0	4	2	0	4	0	0	2	10	1	7	2	0	0	3	1	0	4	0	6	0					
10	Число действительных избирательных бюллетеней	30044	1352	1549	1209	1783	1493	1454	1558	1430	1305	1228	408	837	747	973	400	674	1102	1007	1361	1522	578	629	174	162	150	190	372	47	233	57	162	163	806	122	404	220	190	133	326	230	172	265	215	307	345					
11	Число полученных открепительных  удостоверений	995	42	50	40	35	35	35	43	35	50	35	20	30	30	20	10	25	25	30	35	30	20	50	10	10	10	10	15	10	10	5	15	10	33	2	21	6	6	6	25	10	6	15	12	13	10					
12	Число выданных открепительных удостоверений	808	37	36	40	35	35	35	43	25	41	35	10	13	17	18	2	7	23	25	35	29	12	50	7	2	3	4	1	10	8	0	15	10	33	2	21	6	6	1	22	10	6	6	12	13	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	586	27	13	30	22	20	33	22	26	28	17	9	13	11	13	6	11	26	13	36	21	39	16	11	4	5	5	9	4	3	1	12	7	19	2	3	6	4	2	6	3	7	2	4	10	5					
14	Число неиспользованных открепительных удостоверений	187	5	14	0	0	0	0	0	10	9	0	10	17	13	2	8	18	2	5	0	1	8	0	3	8	7	6	14	0	2	5	0	0	0	0	0	0	0	5	3	0	0	9	0	0	3					
15	"Число открепительных удостоверений, выданных в ТИК"	5	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
