Выборы Президента Российской Федерации																																																
																																																
"Наименование Избирательной комиссии:    Воронеж, Центральная"																																																
																																																
Итоги голосования 																																																
																																																
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441					
1	"Число избирателей, внесенных в список"	69323	1805	1686	1564	2221	1600	1788	1508	1454	1617	1500	2176	1498	1464	1282	1630	2427	1307	1887	1796	1681	2001	1655	2303	1835	1777	1581	1983	2335	1812	2150	1836	2082	2071	1510	1488	1548	1341	2711	154	1082	177					
2	Число полученных избирательных бюллетеней	64805	1650	1600	1550	2200	1500	1700	1450	1350	1550	1450	2050	1400	1400	1200	1550	2200	1200	1750	1700	1600	1900	1500	1950	1650	1650	1450	2000	2200	1750	1950	1750	1950	1900	1350	1300	1400	1250	2400	155	1000	300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	36724	877	861	777	1221	899	1033	893	920	909	868	1196	678	816	759	925	1304	743	903	879	822	873	931	1256	933	740	734	1124	1030	950	1026	898	970	1122	762	902	818	701	1469	146	882	174					
5	"Число избирательных бюллетеней, выданных вне помещения"	1704	96	69	53	43	36	34	29	41	36	29	23	46	27	17	50	36	30	45	56	32	42	56	41	52	103	52	48	83	48	30	18	109	37	10	21	55	8	63	0	0	0					
6	Число погашенных избирательных бюллетеней	26377	677	670	720	936	565	633	528	389	605	553	831	676	557	424	575	860	427	802	765	746	985	513	653	665	807	664	828	1087	752	894	834	871	741	578	377	527	541	868	9	118	126					
7	Число избирательных бюллетеней в переносных ящиках	1704	96	69	53	43	36	34	29	41	36	29	23	46	27	17	50	36	30	45	56	32	42	56	41	52	103	52	48	83	48	30	18	109	37	10	21	55	8	63	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	36592	877	845	777	1221	899	1032	892	920	909	865	1196	678	816	759	923	1268	743	901	878	822	873	931	1256	933	736	733	1122	1030	950	1026	898	970	1118	762	900	763	701	1467	146	882	174					
9	Число недействительных избирательных бюллетеней	170	3	4	0	5	3	4	10	3	0	1	4	0	1	1	7	4	2	6	2	4	6	7	4	3	8	5	1	6	3	4	8	4	3	4	3	1	2	3	8	22	1					
10	Число действительных избирательных бюллетеней	38126	970	910	830	1259	932	1062	911	958	945	893	1215	724	842	775	966	1300	771	940	932	850	909	980	1293	982	831	780	1169	1107	995	1052	908	1075	1152	768	918	817	707	1527	138	860	173					
11	Число полученных открепительных  удостоверений	1128	25	40	25	20	20	25	23	15	25	20	20	10	20	20	20	70	20	20	18	18	17	35	18	15	15	25	150	20	20	40	15	25	50	65	70	15	15	44	0	0	0					
12	Число выданных открепительных удостоверений	869	15	34	20	17	6	17	19	11	22	15	17	10	15	11	17	64	14	11	17	12	14	30	12	9	9	14	132	14	11	23	8	14	41	64	57	15	11	27	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1656	4	53	9	19	9	20	17	41	23	22	16	13	26	19	46	125	28	34	12	15	46	65	292	107	14	54	23	39	9	15	5	20	43	41	14	10	18	52	0	156	82					
14	Число неиспользованных открепительных удостоверений	259	10	6	5	3	14	8	4	4	3	5	3	0	5	9	3	6	6	9	1	6	3	5	6	6	6	11	18	6	9	17	7	11	9	1	13	0	4	17	0	0	0					
15	"Число открепительных удостоверений, выданных в ТИК"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																
18	. Глазьев Сергей Юрьевич	2215	58	50	46	87	63	84	57	61	71	37	96	37	62	46	72	66	55	52	54	44	47	49	46	42	42	46	42	75	54	39	70	55	70	29	60	57	37	111	4	27	15					
