Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    район Сокольники																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №3202	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3211					
1	"Число избирателей, внесенных в списки избирателей"	39741	1171	2573	2062	2142	2145	1622	2624	2231	1585	2360	2049	2432	2133	2381	1992	2030	2113	380	277	120	1002	110	242	222	195	784	764					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	32900	800	2000	1500	1700	1800	1200	2200	2000	1200	1700	1600	1700	1800	1600	1600	1500	1600	400	350	150	1200	150	250	400	300	1100	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23361	628	1393	1208	1138	1215	889	1382	1452	858	1231	1109	1289	1303	1171	1091	1052	898	380	277	120	1002	102	236	217	172	784	764					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	559	17	39	24	32	31	18	24	26	25	41	40	25	57	49	34	31	18	0	0	0	0	0	0	5	23	0	0					
6	Число погашенных избирательных бюллетеней	8980	155	568	268	530	554	293	794	522	317	428	451	386	440	380	475	417	684	20	73	30	198	48	14	178	105	316	336					
7	Число избирательных бюллетеней в переносных ящиках для голосования	559	17	39	24	32	31	18	24	26	25	41	40	25	57	49	34	31	18	0	0	0	0	0	0	5	23	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23294	626	1393	1208	1134	1215	889	1382	1429	858	1202	1107	1287	1303	1168	1091	1052	898	380	275	120	1002	102	236	217	172	784	764					
9	Число недействительных избирательных бюллетеней	500	10	27	21	21	33	14	28	19	18	32	12	27	24	28	21	14	12	11	7	2	22	2	10	1	1	49	34					
10	Число действительных избирательных бюллетеней	23353	633	1405	1211	1145	1213	893	1378	1436	865	1211	1135	1285	1336	1189	1104	1069	904	369	268	118	980	100	226	221	194	735	730					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	966	40	45	58	82	35	23	35	40	43	34	46	40	80	33	30	240	41	0	0	0	0	0	0	1	20	0	0					
