Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Сергачская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2146	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163					
1	"Число избирателей, внесенных в список избирателей"	25890	1171	1234	1175	922	1075	1086	1425	1163	1387	1546	1122	1448	1179	1014	1194	487	493	649	210	349	419	361	506	164	81	224	350	202	387	191	99	79	89	522	356	581	215	168	116	355	96					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	23920	1000	1000	1000	900	1000	1000	1400	1000	1300	1500	1000	1400	1000	1000	1000	450	450	600	200	300	400	350	600	150	70	200	350	150	400	150	90	70	90	550	350	550	200	150	100	350	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12440	560	631	630	524	543	648	539	475	693	715	443	709	654	575	398	219	247	356	100	164	129	170	214	67	29	55	143	110	310	84	53	39	41	382	186	189	112	85	45	128	46					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1575	27	42	19	29	28	32	75	29	51	87	113	47	30	30	31	51	14	17	7	73	113	28	70	42	9	77	39	12	30	35	19	11	23	12	27	112	14	14	23	18	15					
6	Число погашенных избирательных бюллетеней	9905	413	327	351	347	429	320	786	496	556	698	444	644	316	395	571	180	189	227	93	63	158	152	316	41	32	68	168	28	60	31	18	20	26	156	137	249	74	51	32	204	39					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1575	27	42	19	29	28	32	75	29	51	87	113	47	30	30	31	51	14	17	7	73	113	28	70	42	9	77	39	12	30	35	19	11	23	12	27	112	14	14	23	18	15					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12439	560	631	630	524	543	648	539	474	693	715	443	709	654	575	398	219	247	356	100	164	129	170	214	67	29	55	143	110	310	84	53	39	41	382	186	189	112	85	45	128	46					
9	Число недействительных избирательных бюллетеней	202	9	13	12	7	9	11	12	12	3	14	12	11	7	13	6	1	8	6	2	0	1	1	3	2	0	0	2	0	0	3	2	0	1	10	2	2	3	0	0	0	2					
10	Число действительных избирательных бюллетеней	13812	578	660	637	546	562	669	602	491	741	788	544	745	677	592	423	269	253	367	105	237	241	197	281	107	38	132	180	122	340	116	70	50	63	384	211	299	123	99	68	146	59					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	495	20	10	20	24	30	29	20	20	20	20	10	20	20	26	18	10	10	10	5	10	10	5	1	5	3	5	8	3	30	8	5	3	3	10	14	6	5	3	3	3	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	361	18	6	20	24	30	29	7	17	9	16	9	18	19	26	17	8	5	3	1	5	1	1	1	2	0	5	1	0	27	0	0	0	0	4	14	6	3	0	1	0	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	167	5	8	4	11	12	5	4	12	10	8	6	3	9	2	12	2	1	0	2	3	6	2	2	4	4	1	1	2	2	2	1	3	2	4	2	2	3	2	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	134	2	4	0	0	0	0	13	3	11	4	1	2	1	0	1	2	5	7	4	5	9	4	0	3	3	0	7	3	3	8	5	3	3	6	0	0	2	3	2	3	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	850	66	3	8	5	9	13	71	17	77	12	8	76	9	12	39	39	20	33	7	25	25	20	21	14	2	12	20	11	6	16	5	6	3	33	19	42	14	8	0	17	7					
		6.07%	11.24%	0.45%	1.23%	0.90%	1.58%	1.91%	11.56%	3.38%	10.35%	1.50%	1.44%	10.05%	1.32%	1.98%	9.09%	14.44%	7.66%	8.85%	6.54%	10.55%	10.33%	10.10%	7.39%	12.84%	5.26%	9.09%	10.99%	9.02%	1.76%	13.45%	6.94%	12.00%	4.69%	8.38%	8.92%	13.95%	11.11%	8.08%	0.00%	11.64%	11.48%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	696	60	17	3	9	4	6	83	5	9	10	11	76	12	6	3	32	16	39	22	16	19	32	37	3	3	17	7	5	7	11	6	5	8	7	2	30	8	18	13	9	10					
		4.97%	10.22%	2.53%	0.46%	1.63%	0.70%	0.88%	13.52%	0.99%	1.21%	1.25%	1.98%	10.05%	1.75%	0.99%	0.70%	11.85%	6.13%	10.46%	20.56%	6.75%	7.85%	16.16%	13.03%	2.75%	7.89%	12.88%	3.85%	4.10%	2.06%	9.24%	8.33%	10.00%	12.50%	1.78%	0.94%	9.97%	6.35%	18.18%	19.12%	6.16%	16.39%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	60	5	5	0	1	0	0	5	0	1	2	0	9	0	0	0	2	3	2	1	5	0	1	3	0	0	2	0	2	0	0	3	0	0	3	0	4	1	0	0	0	0					
		0.43%	0.85%	0.74%	0.00%	0.18%	0.00%	0.00%	0.81%	0.00%	0.13%	0.25%	0.00%	1.19%	0.00%	0.00%	0.00%	0.74%	1.15%	0.54%	0.93%	2.11%	0.00%	0.51%	1.06%	0.00%	0.00%	1.52%	0.00%	1.64%	0.00%	0.00%	4.17%	0.00%	0.00%	0.76%	0.00%	1.33%	0.79%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5756	278	318	355	235	251	316	243	182	368	386	198	375	294	284	174	111	82	108	20	89	59	64	81	38	14	48	51	30	119	54	32	13	43	110	39	102	49	24	29	60	30					
		41.07%	47.36%	47.25%	54.70%	42.50%	43.96%	46.47%	39.58%	36.18%	49.46%	48.13%	35.61%	49.60%	42.98%	46.94%	40.56%	41.11%	31.42%	28.95%	18.69%	37.55%	24.38%	32.32%	28.52%	34.86%	36.84%	36.36%	28.02%	24.59%	35.00%	45.38%	44.44%	26.00%	67.19%	27.92%	18.31%	33.89%	38.89%	24.24%	42.65%	41.10%	49.18%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	109	5	4	3	5	6	8	11	2	3	4	3	10	2	1	7	2	0	1	0	0	1	0	3	4	0	1	1	0	3	0	2	1	0	2	4	7	0	1	0	1	1					
		0.78%	0.85%	0.59%	0.46%	0.90%	1.05%	1.18%	1.79%	0.40%	0.40%	0.50%	0.54%	1.32%	0.29%	0.17%	1.63%	0.74%	0.00%	0.27%	0.00%	0.00%	0.41%	0.00%	1.06%	3.67%	0.00%	0.76%	0.55%	0.00%	0.88%	0.00%	2.78%	2.00%	0.00%	0.51%	1.88%	2.33%	0.00%	1.01%	0.00%	0.68%	1.64%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6306	161	312	268	290	291	326	187	282	281	373	324	197	360	288	199	83	132	184	55	100	137	79	136	48	19	52	99	73	205	35	21	25	9	224	147	112	50	47	26	58	11					
		44.99%	27.43%	46.36%	41.29%	52.44%	50.96%	47.94%	30.46%	56.06%	37.77%	46.51%	58.27%	26.06%	52.63%	47.60%	46.39%	30.74%	50.57%	49.33%	51.40%	42.19%	56.61%	39.90%	47.89%	44.04%	50.00%	39.39%	54.40%	59.84%	60.29%	29.41%	29.17%	50.00%	14.06%	56.85%	69.01%	37.21%	39.68%	47.47%	38.24%	39.73%	18.03%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	35	3	1	0	1	1	0	2	3	2	1	0	2	0	1	1	0	0	0	0	2	0	1	0	0	0	0	2	1	0	0	1	0	0	5	0	2	1	1	0	1	0					
		0.25%	0.51%	0.15%	0.00%	0.18%	0.18%	0.00%	0.33%	0.60%	0.27%	0.12%	0.00%	0.26%	0.00%	0.17%	0.23%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	1.10%	0.82%	0.00%	0.00%	1.39%	0.00%	0.00%	1.27%	0.00%	0.66%	0.79%	1.01%	0.00%	0.68%	0.00%					
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
