Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Сергачская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163					
1	"Число избирателей, внесенных в списки избирателей"	26003	1179	1230	1211	897	1246	1163	1352	1235	1380	1478	1081	1280	1203	1042	1087	480	480	632	199	352	377	353	561	164	69	114	102	103	292	226	399	205	107	94	102	593	422	418	149	200	166	136	346	98					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	22400	1000	1000	1000	800	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	500	450	600	150	350	350	350	550	150	50	100	100	100	350	200	400	200	100	100	100	550	400	400	150	200	150	100	300	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13465	573	632	632	449	581	620	503	521	634	670	480	643	582	586	346	291	314	419	120	244	167	206	394	89	39	76	66	51	195	142	324	135	81	70	59	375	231	234	97	172	101	67	185	69					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1607	56	114	19	40	47	29	43	18	38	77	35	47	31	11	65	46	12	23	24	56	123	39	107	46	6	8	19	48	32	11	36	30	8	8	21	31	18	64	22	19	29	22	17	12					
6	Число погашенных избирательных бюллетеней	7328	371	254	349	311	372	351	454	461	328	253	485	310	387	403	589	163	124	158	6	50	60	105	49	15	5	16	15	1	123	47	40	35	11	22	20	144	151	102	31	9	20	11	98	19					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1607	56	114	19	40	47	29	43	18	38	77	35	47	31	11	65	46	12	23	24	56	123	39	107	46	6	8	19	48	32	11	36	30	8	8	21	31	18	64	22	19	29	22	17	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13465	573	632	632	449	581	620	503	521	634	670	480	643	582	586	346	291	314	419	120	244	167	206	394	89	39	76	66	51	195	142	324	135	81	70	59	375	231	234	97	172	101	67	185	69					
9	Число недействительных избирательных бюллетеней	139	9	13	5	3	8	7	4	2	7	6	3	4	3	6	5	3	10	3	1	0	0	3	0	6	0	1	0	0	5	4	4	0	0	0	0	2	3	1	0	5	2	0	1	0					
10	Число действительных избирательных бюллетеней	14933	620	733	646	486	620	642	542	537	665	741	512	686	610	591	406	334	316	439	143	300	290	242	501	129	45	83	85	99	222	149	356	165	89	78	80	404	246	297	119	186	128	89	201	81					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	311	8	12	5	10	7	7	7	10	6	5	5	12	8	8	6	10	10	10	5	10	10	10	6	5	2	5	5	5	10	5	10	5	5	5	5	10	10	10	5	5	5	5	5	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	132	8	11	4	10	6	7	7	7	6	5	2	12	8	6	4	3	1	2	0	1	1	0	5	0	0	2	0	1	0	0	2	1	0	0	0	3	1	0	3	0	0	1	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	93	1	3	7	3	2	5	4	5	0	2	0	4	0	3	1	1	2	4	0	1	2	2	5	4	0	2	1	1	3	1	2	2	2	1	2	1	2	4	2	1	1	1	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	179	0	1	1	0	1	0	0	3	0	0	3	0	0	2	2	7	9	8	5	9	9	10	1	5	2	3	5	4	10	5	8	4	5	5	5	7	9	10	2	5	5	4	4	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
