Выборы Президента Российской Федерации																																																										
Дата голосования: 04.03.2012																																																										
																																																										
Наименование Избирательной комиссии:    Тоцкая																																																										
																																																										
Сводная таблица итогов голосования																																																										
																																																										
	Число участковых избирательных комиссий	47																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	47																																																								
																																																										
		Сумма	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718									
1	Число избирателей, включенных в список избирателей	26653	1231	1145	1252	1255	1193	141	1487	1602	1189	1472	1353	1192	1295	1248	1101	325	231	241	145	508	82	127	302	509	102	306	78	57	273	211	201	181	410	265	191	217	196	797	116	62	330	286	338	620	228	198	364									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	29330	1277	1143	1266	1237	1187	145	1880	2010	1490	1780	1720	1386	1630	1256	1109	338	245	257	158	522	83	133	319	539	115	318	80	64	301	212	209	198	418	268	194	220	207	800	122	71	328	288	348	643	224	220	372									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	16239	605	583	625	744	656	73	901	1155	772	985	898	843	811	745	608	205	147	157	97	282	50	81	185	296	61	198	50	36	169	140	137	112	268	155	111	127	114	465	71	27	190	167	245	415	133	138	206									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1986	153	117	176	93	106	8	19	30	20	38	35	38	14	54	131	38	21	31	37	69	15	25	24	58	17	24	8	11	54	5	7	31	18	22	21	9	10	89	21	20	33	65	8	67	23	20	53									
6	Число погашенных избирательных бюллетеней	11105	519	443	465	400	425	64	960	825	698	757	787	505	805	457	370	95	77	69	24	171	18	27	110	185	37	96	22	17	78	67	65	55	132	91	62	84	83	246	30	24	105	56	95	161	68	62	113									
