Выборы Президента Российской Федерации																																																						
Дата голосования: 02.03.2008																																																						
																																																						
Наименование Избирательной комиссии:    Тоцкая																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
	Число участковых избирательных комиссий	47																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	47																																																				
																																																						
		Сумма	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718					
1	"Число избирателей, включенных в списки избирателей"	30308	1190	1152	1221	1213	1119	121	2561	1459	2170	1710	1483	2163	1594	1347	1096	299	228	258	167	530	91	155	320	539	118	291	79	66	316	221	189	212	384	259	195	218	222	776	128	60	314	299	351	641	230	217	336					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	29891	1170	1140	1240	1240	1090	126	2320	1325	2120	1585	1370	1740	1910	1430	1110	315	230	265	168	555	93	165	335	555	120	290	80	68	320	225	210	218	402	255	200	220	230	820	130	61	325	305	355	655	235	230	340					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	1336	0	0	0	0	0	0	728	0	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	20091	641	820	802	726	709	89	1101	934	1016	1189	968	1499	1129	939	792	240	189	224	152	342	57	105	269	436	104	238	54	56	261	206	189	191	304	211	153	169	168	572	108	51	229	249	267	432	139	156	216					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1747	162	65	174	83	106	12	27	37	37	29	20	28	28	91	119	45	23	11	5	91	17	20	26	31	6	11	16	0	28	0	0	8	17	7	9	11	25	50	5	5	32	12	16	64	38	26	74					
6	Число погашенных избирательных бюллетеней	6715	367	255	264	431	275	25	462	354	459	367	382	213	753	400	199	30	18	30	11	122	19	40	40	88	10	41	10	12	31	19	21	19	81	37	38	40	37	198	17	5	64	44	72	159	58	48	50					
