Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Кыштовская 																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715					
1	"Число избирателей, внесенных в список избирателей"	10193	1307	690	931	1358	106	129	262	71	203	230	376	324	197	54	253	270	295	98	56	217	258	388	208	113	250	243	133	97	226	160	295	152	81	162					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11000	1350	700	900	1400	100	130	300	70	220	230	400	350	250	60	260	310	350	120	60	230	250	450	250	130	270	300	180	120	270	180	340	180	90	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6350	676	405	455	663	52	71	157	56	114	177	224	200	124	51	182	232	193	89	50	159	199	280	164	61	165	176	101	73	187	109	193	125	70	117					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1122	81	38	56	186	11	5	41	6	40	10	66	27	35	3	18	17	29	0	0	16	25	36	14	41	75	42	27	9	19	36	53	21	10	29					
6	Число погашенных избирательных бюллетеней	3528	593	257	389	551	37	54	102	8	66	43	110	123	91	6	60	61	128	31	10	55	26	134	72	28	30	82	52	38	64	35	94	34	10	54					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1122	81	38	56	186	11	5	41	6	40	10	66	27	35	3	18	17	29	0	0	16	25	36	14	41	75	42	27	9	19	36	53	21	10	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6349	675	405	455	663	52	71	157	56	114	177	224	200	124	51	182	232	193	89	50	159	199	280	164	61	165	176	101	73	187	109	193	125	70	117					
9	Число недействительных избирательных бюллетеней	97	14	1	11	13	2	0	3	0	1	2	2	0	2	0	1	0	2	2	0	6	2	4	2	0	0	1	4	4	5	3	3	4	0	3					
10	Число действительных избирательных бюллетеней	7374	742	442	500	836	61	76	195	62	153	185	288	227	157	54	199	249	220	87	50	169	222	312	176	102	240	217	124	78	201	142	243	142	80	143					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	553	52	40	12	54	3	2	37	6	10	5	20	13	24	5	4	3	4	1	2	8	5	16	28	10	4	39	48	18	15	10	14	14	10	17					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	542	52	40	9	54	0	0	37	6	10	5	20	13	24	5	4	3	4	1	2	8	5	16	28	10	4	39	48	15	15	10	14	14	10	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	116	28	9	5	17	4	2	1	3	1	1	6	1	2	1	1	2	2	0	0	0	2	2	4	2	3	1	1	3	0	1	1	4	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	11	0	0	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	86	10	15	3	11	1	0	0	0	1	1	5	3	0	0	1	0	6	0	0	1	0	2	2	3	6	1	0	0	2	0	1	1	0	10					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	784	109	59	51	88	5	7	19	11	21	20	24	23	17	4	20	17	25	8	2	31	21	42	13	6	15	9	6	8	24	15	31	15	5	13					
		10.49%	14.42%	13.32%	9.98%	10.37%	7.94%	9.21%	9.60%	17.74%	13.64%	10.70%	8.28%	10.13%	10.69%	7.41%	10.00%	6.83%	11.26%	8.99%	4.00%	17.71%	9.38%	13.29%	7.30%	5.88%	6.25%	4.13%	4.69%	9.76%	11.65%	10.34%	12.60%	10.27%	6.25%	8.90%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1243	105	78	88	112	12	17	42	13	44	45	41	49	28	9	8	32	37	8	1	9	47	57	33	15	32	40	9	8	50	35	47	25	40	27					
		16.64%	13.89%	17.61%	17.22%	13.19%	19.05%	22.37%	21.21%	20.97%	28.57%	24.06%	14.14%	21.59%	17.61%	16.67%	4.00%	12.85%	16.67%	8.99%	2.00%	5.14%	20.98%	18.04%	18.54%	14.71%	13.33%	18.35%	7.03%	9.76%	24.27%	24.14%	19.11%	17.12%	50.00%	18.49%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	71	9	3	4	16	0	1	2	1	1	2	0	3	1	0	0	2	3	1	0	0	0	5	0	0	3	0	0	0	1	2	5	2	1	3					
		0.95%	1.19%	0.68%	0.78%	1.88%	0.00%	1.32%	1.01%	1.61%	0.65%	1.07%	0.00%	1.32%	0.63%	0.00%	0.00%	0.80%	1.35%	1.12%	0.00%	0.00%	0.00%	1.58%	0.00%	0.00%	1.25%	0.00%	0.00%	0.00%	0.49%	1.38%	2.03%	1.37%	1.25%	2.05%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1572	194	118	141	231	12	16	46	11	43	22	58	64	28	19	20	23	36	22	2	26	34	78	28	19	24	51	45	32	22	15	52	11	6	23					
		21.04%	25.66%	26.64%	27.59%	27.21%	19.05%	21.05%	23.23%	17.74%	27.92%	11.76%	20.00%	28.19%	17.61%	35.19%	10.00%	9.24%	16.22%	24.72%	4.00%	14.86%	15.18%	24.68%	15.73%	18.63%	10.00%	23.39%	35.16%	39.02%	10.68%	10.34%	21.14%	7.53%	7.50%	15.75%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	99	16	4	16	15	1	0	3	0	3	1	0	2	5	0	7	2	1	0	0	1	3	2	0	2	0	0	0	0	0	1	5	5	2	2					
		1.33%	2.12%	0.90%	3.13%	1.77%	1.59%	0.00%	1.52%	0.00%	1.95%	0.53%	0.00%	0.88%	3.14%	0.00%	3.50%	0.80%	0.45%	0.00%	0.00%	0.57%	1.34%	0.63%	0.00%	1.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	2.03%	3.42%	2.50%	1.37%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3572	308	178	197	367	31	34	82	26	41	95	163	85	76	22	144	172	118	47	45	101	117	124	102	60	166	116	63	29	104	73	101	84	26	75					
		47.81%	40.74%	40.18%	38.55%	43.23%	49.21%	44.74%	41.41%	41.94%	26.62%	50.80%	56.21%	37.44%	47.80%	40.74%	72.00%	69.08%	53.15%	52.81%	90.00%	57.71%	52.23%	39.24%	57.30%	58.82%	69.17%	53.21%	49.22%	35.37%	50.49%	50.34%	41.06%	57.53%	32.50%	51.37%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	33	1	2	3	7	0	1	1	0	0	0	2	1	2	0	0	1	0	1	0	1	0	4	0	0	0	1	1	1	0	1	2	0	0	0					
		0.44%	0.13%	0.45%	0.59%	0.82%	0.00%	1.32%	0.51%	0.00%	0.00%	0.00%	0.69%	0.44%	1.26%	0.00%	0.00%	0.40%	0.00%	1.12%	0.00%	0.57%	0.00%	1.27%	0.00%	0.00%	0.00%	0.46%	0.78%	1.22%	0.00%	0.69%	0.81%	0.00%	0.00%	0.00%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
