Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Усть-Коксинская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11633	418	512	319	244	240	621	257	214	969	2132	277	110	139	424	187	262	167	423	155	278	656	176	178	292	134	135	629	637	279	169									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11000	394	479	285	232	221	606	246	216	864	1860	262	109	147	400	180	260	170	420	154	270	640	170	170	280	124	140	620	635	280	166									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5518	211	291	184	108	122	293	123	84	359	959	150	69	78	189	101	118	83	221	78	121	255	88	88	158	70	80	273	332	152	80									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	319	5	19	3	4	6	27	3	53	15	25	9	2	0	11	3	4	0	7	5	0	36	4	4	12	27	4	23	4	1	3									
6	Число погашенных избирательных бюллетеней	5163	178	169	98	120	93	286	120	79	490	876	103	38	69	200	76	138	87	192	71	149	349	78	78	110	27	56	324	299	127	83									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	319	5	19	3	4	6	27	3	53	15	25	9	2	0	11	3	4	0	7	5	0	36	4	4	12	27	4	23	4	1	3									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5517	211	291	184	108	122	293	123	84	359	958	150	69	78	189	101	118	83	221	78	121	255	88	88	158	70	80	273	332	152	80									
9	Число недействительных избирательных бюллетеней	97	0	5	3	3	2	7	2	1	5	14	4	0	4	3	3	0	3	3	2	1	6	1	2	2	3	0	8	2	6	2									
10	Число действительных избирательных бюллетеней	5739	216	305	184	109	126	313	124	136	369	969	155	71	74	197	101	122	80	225	81	120	285	91	90	168	94	84	288	334	147	81									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	186	7	7	6	5	5	7	5	5	12	20	5	5	5	7	5	5	5	7	5	5	7	5	6	5	5	5	7	7	3	3									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	36	0	1	0	0	1	3	0	0	8	4	0	1	1	2	0	1	0	4	0	0	4	1	0	0	1	0	1	2	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	47	3	2	1	1	0	0	1	0	2	17	1	1	1	0	2	1	0	0	1	1	5	1	2	1	0	0	2	0	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	150	7	6	6	5	4	4	5	5	4	16	5	4	4	5	5	4	5	3	5	5	3	4	6	5	4	5	6	5	2	3									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	1	0	1	0	0	0	1	0	1	5	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	396	11	11	8	5	8	49	11	7	23	59	13	4	3	10	3	0	7	18	8	18	26	6	8	5	1	4	20	36	13	1									
		6.79%	5.09%	3.55%	4.28%	4.46%	6.25%	15.31%	8.73%	5.11%	6.15%	6.00%	8.18%	5.63%	3.85%	5.00%	2.88%	0.00%	8.43%	7.89%	9.64%	14.88%	8.93%	6.52%	8.70%	2.94%	1.03%	4.76%	6.76%	10.71%	8.50%	1.20%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	197	9	9	5	8	8	16	3	3	17	23	7	0	4	6	5	5	2	4	3	3	5	4	8	6	5	0	11	13	3	2									
		3.38%	4.17%	2.90%	2.67%	7.14%	6.25%	5.00%	2.38%	2.19%	4.55%	2.34%	4.40%	0.00%	5.13%	3.00%	4.81%	4.10%	2.41%	1.75%	3.61%	2.48%	1.72%	4.35%	8.70%	3.53%	5.15%	0.00%	3.72%	3.87%	1.96%	2.41%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	67	2	1	0	5	3	6	1	1	4	8	1	1	1	3	2	0	0	4	6	2	2	1	1	2	1	0	5	3	1	0									
