Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Ломоносовский район 																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №2144	УИК №2145	УИК №2146	УИК №2147	УИК №2148	УИК №2149	УИК №2150	УИК №2151	УИК №2152	УИК №2153	УИК №2154	УИК №2155	УИК №2156	УИК №2157	УИК №2158	УИК №2159	УИК №2160	УИК №2161	УИК №2162	УИК №2163	УИК №2164	УИК №2165					
1	"Число избирателей, внесенных в списки"	55024	2321	2447	2822	2815	2807	2472	2566	2761	2605	2315	2496	2614	2542	2548	2815	2159	2349	2543	2213	2368	2077	2369					
2	"Число бюллетеней, полученных участковыми комиссиями"	53500	2200	2400	2700	2700	2700	2400	2500	2700	2600	2300	2500	2500	2500	2500	2700	2100	2200	2500	2200	2300	2000	2300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	31404	1387	1413	1524	1463	1722	1461	1458	1560	1420	1297	1383	1417	1493	1536	1667	1294	1340	1434	1271	1333	1200	1331					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	875	39	36	48	62	76	36	38	74	34	45	43	37	16	26	36	42	33	31	35	27	31	30					
6	Число погашенных бюллетеней	21221	774	951	1128	1175	902	903	1004	1066	1146	958	1074	1046	991	938	997	764	827	1035	894	940	769	939					
7	Число бюллетеней в переносных ящиках для голосования	875	39	36	48	62	76	36	38	74	34	45	43	37	16	26	36	42	33	31	35	27	31	30					
8	Число бюллетеней в стационарных ящиках для голосования	31262	1378	1393	1517	1460	1720	1461	1456	1554	1420	1297	1378	1387	1477	1532	1661	1288	1318	1434	1271	1333	1200	1327					
9	Число недействительных бюллетеней	307	5	51	10	26	12	17	7	15	19	18	13	6	3	4	11	8	11	21	15	9	10	16					
10	Число действительных бюллетеней	31830	1412	1378	1555	1496	1784	1480	1487	1613	1435	1324	1408	1418	1490	1554	1686	1322	1340	1444	1291	1351	1221	1341					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1100	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	641	29	31	30	30	41	20	38	30	29	27	31	26	37	31	43	15	34	35	25	19	21	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	463	13	23	17	18	28	16	18	17	18	21	30	11	32	8	23	22	39	21	17	23	20	28					
14	Число погашенных открепительных удостоверений	459	21	19	20	20	9	30	12	20	21	23	19	24	13	19	7	35	16	15	25	31	29	31					
15	Число открепительных удостоверений выданных ТИК	7	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	133	9	8	10	4	6	8	4	6	5	12	5	3	5	5	4	5	5	5	4	4	10	6					
		0.41%	0.63%	0.55%	0.63%	0.26%	0.33%	0.53%	0.26%	0.36%	0.34%	0.89%	0.35%	0.21%	0.33%	0.32%	0.23%	0.37%	0.37%	0.34%	0.30%	0.29%	0.81%	0.44%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	4038	197	223	159	154	293	217	211	159	154	149	177	183	199	132	203	179	196	152	148	205	171	177					
		12.56%	13.90%	15.60%	10.15%	10.11%	16.31%	14.49%	14.12%	9.76%	10.59%	11.10%	12.45%	12.85%	13.32%	8.47%	11.96%	13.45%	14.50%	10.37%	11.33%	15.07%	13.89%	13.04%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	569	23	18	39	33	30	21	21	37	26	23	29	34	30	11	34	15	17	19	30	25	32	22					
		1.77%	1.62%	1.25%	2.49%	2.16%	1.67%	1.40%	1.40%	2.27%	1.78%	1.71%	2.04%	2.38%	2.00%	0.70%	2.00%	1.12%	1.25%	1.29%	2.29%	1.83%	2.59%	1.62%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4158	214	204	225	173	296	232	183	179	186	139	176	209	199	131	176	180	203	158	195	172	147	181					
		12.93%	15.10%	14.27%	14.37%	11.36%	16.48%	15.49%	12.24%	10.99%	12.79%	10.35%	12.38%	14.67%	13.32%	8.40%	10.37%	13.53%	15.02%	10.78%	14.93%	12.64%	11.94%	13.33%					
22	"5. ""За Русь Святую"""	130	2	2	12	6	6	9	5	9	6	9	5	6	12	4	9	7	5	3	4	3	6	0					
		0.40%	0.14%	0.13%	0.76%	0.39%	0.33%	0.60%	0.33%	0.55%	0.41%	0.67%	0.35%	0.42%	0.80%	0.25%	0.53%	0.52%	0.37%	0.20%	0.30%	0.22%	0.48%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	62	3	0	4	3	1	3	4	4	6	5	5	2	3	2	2	3	2	1	4	0	4	1					
		0.19%	0.21%	0.0%	0.25%	0.19%	0.05%	0.20%	0.26%	0.24%	0.41%	0.37%	0.35%	0.14%	0.20%	0.12%	0.11%	0.22%	0.14%	0.06%	0.30%	0.0%	0.32%	0.07%					
24	"7. ""Новый курс - Автомобильная Россия"""	480	5	15	11	22	36	28	22	25	17	20	15	13	27	21	32	16	27	19	22	22	34	31					
		1.49%	0.35%	1.04%	0.70%	1.44%	2.00%	1.87%	1.47%	1.53%	1.16%	1.49%	1.05%	0.91%	1.80%	1.34%	1.88%	1.20%	1.99%	1.29%	1.68%	1.61%	2.76%	2.28%					
25	"8. ""Народно-республиканская партия России"""	19	9	0	2	0	0	1	0	1	1	1	0	0	2	0	0	0	0	0	0	2	0	0					
		0.05%	0.63%	0.0%	0.12%	0.0%	0.0%	0.06%	0.0%	0.06%	0.06%	0.07%	0.0%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	249	8	10	12	8	14	12	7	13	6	10	13	6	12	23	10	10	15	13	12	12	15	8					
		0.77%	0.56%	0.69%	0.76%	0.52%	0.77%	0.80%	0.46%	0.79%	0.41%	0.74%	0.91%	0.42%	0.80%	1.47%	0.58%	0.75%	1.11%	0.88%	0.91%	0.88%	1.21%	0.58%					
27	"10. ""Аграрная партия России"""	467	29	19	23	27	22	21	28	21	24	18	15	19	16	29	30	19	16	34	3	15	20	19					
		1.45%	2.04%	1.32%	1.46%	1.77%	1.22%	1.40%	1.87%	1.28%	1.65%	1.34%	1.05%	1.33%	1.07%	1.86%	1.76%	1.42%	1.18%	2.32%	0.22%	1.10%	1.62%	1.40%					
