Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Крыловская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	26354	1467	1137	1304	1596	1059	990	190	709	795	940	1796	1770	809	2130	1232	301	149	161	317	279	122	127	1061	218	223	78	1651	133	75	181	88	74	1214	298	60	122	1498									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26800	1470	1197	1321	1644	1111	1001	190	709	816	950	1802	1801	818	2146	1254	302	149	160	322	286	121	123	1079	218	229	95	1677	135	81	180	96	72	1227	304	60	118	1536									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10125	480	411	391	531	346	344	70	223	537	413	556	394	315	747	351	127	77	103	106	92	63	87	429	146	124	54	636	122	56	113	67	57	704	190	43	104	516									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1626	75	81	74	80	52	35	52	21	39	75	120	98	51	95	27	61	9	4	20	12	7	1	59	59	36	7	141	6	16	16	3	3	78	50	9	1	53									
6	Число погашенных избирательных бюллетеней	15049	915	705	856	1033	713	622	68	465	240	462	1126	1309	452	1304	876	114	63	53	196	182	51	35	591	13	69	34	900	7	9	51	26	12	445	64	8	13	967									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1626	75	81	74	80	52	35	52	21	39	75	120	98	51	95	27	61	9	4	20	12	7	1	59	59	36	7	141	6	16	16	3	3	78	50	9	1	53									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10125	480	411	391	531	346	344	70	223	537	413	556	394	315	747	351	127	77	103	106	92	63	87	429	146	124	54	636	122	56	113	67	57	704	190	43	104	516									
9	Число недействительных избирательных бюллетеней	185	11	9	13	9	5	8	1	18	9	5	9	5	4	13	7	1	0	0	6	0	0	1	2	1	3	1	22	0	0	2	0	1	5	2	1	0	11									
10	Число действительных избирательных бюллетеней	11566	544	483	452	602	393	371	121	226	567	483	667	487	362	829	371	187	86	107	120	104	70	87	486	204	157	60	755	128	72	127	70	59	777	238	51	105	558									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	275	10	6	15	16	15	10	2	7	8	5	18	18	8	21	10	3	0	2	0	2	2	2	13	2	2	10	16	5	2	2	6	2	10	3	0	2	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	233	10	6	15	16	7	8	2	7	8	5	12	15	8	15	10	1	0	1	0	2	2	0	13	0	1	10	16	0	2	0	6	2	10	3	0	0	20									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	129	5	5	2	11	10	3	4	10	1	1	6	11	5	7	1	0	0	3	2	1	2	4	4	0	1	2	6	0	1	2	2	3	2	2	2	5	3									
