Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Холмская судовая																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №425	УИК №426	УИК №427	УИК №428	УИК №430	УИК №431	УИК №433	УИК №435	УИК №436	УИК №437	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №458	УИК №459	УИК №460	УИК №461	УИК №479	УИК №482	УИК №491	УИК №494	УИК №495	УИК №496					
1	"Число избирателей, внесенных в списки избирателей"	1525	18	24	18	18	24	23	21	23	17	22	47	48	43	47	34	23	17	17	17	19	16	21	30	30	51	37	51	39	33	29	14	41	72	17	19	28	19	23	17	22	22	18	17	24	8	19	16	18	20	15	24	43	11	13	9	119					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	1531	18	24	18	18	24	23	21	23	18	22	48	48	43	47	34	23	17	17	17	19	16	25	30	30	51	37	51	39	33	29	14	41	72	17	19	28	19	23	17	22	22	18	17	24	8	19	16	18	20	15	24	43	11	13	9	119					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	1509	18	23	18	18	24	23	21	23	17	22	47	48	43	47	34	23	17	17	17	19	16	21	30	30	51	37	51	39	33	29	14	41	66	17	19	27	19	22	16	21	22	18	17	24	8	19	16	18	20	15	24	43	11	13	9	114					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	22	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	1509	18	23	18	18	24	23	21	23	17	22	47	48	43	47	34	23	17	17	17	19	16	21	30	30	51	37	51	39	33	29	14	41	66	17	19	27	19	22	16	21	22	18	17	24	8	19	16	18	20	15	24	43	11	13	9	114					
9	Число недействительных избирательных бюллетеней	16	0	0	2	0	0	2	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1					
10	Число действительных избирательных бюллетеней	1493	18	23	16	18	24	21	21	23	17	21	46	48	43	43	34	23	17	17	17	19	16	20	30	30	51	37	51	39	33	28	14	41	65	17	19	27	19	21	16	21	22	18	17	24	8	19	15	18	20	15	24	43	11	13	9	113					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
