Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Лесозаводская городская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1680	УИК №1681									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	36471	949	2427	2258	1438	1872	1560	1975	1569	435	1239	2348	1270	1409	811	1090	1429	1473	999	1571	1770	186	87	933	297	599	88	475	111	295	541	279	467	190	765	614	177	396	30	49									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	30559	775	1961	1832	1157	1518	1273	1533	1271	356	994	1900	1013	1048	658	838	1152	1182	801	1290	1431	187	81	929	308	606	83	481	110	292	540	277	462	189	766	619	177	349	60	60									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	12	0	0	0	15	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	14219	334	768	709	441	728	686	907	645	206	561	895	468	577	287	594	524	512	329	605	617	104	47	370	152	172	48	199	60	123	241	117	206	96	293	257	95	207	28	11									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	600	13	15	33	23	22	29	17	9	1	9	21	10	47	5	2	18	11	9	11	17	0	4	66	12	45	3	8	7	22	16	6	11	9	7	15	6	4	0	37									
6	Число погашенных избирательных бюллетеней	15700	428	1178	1090	693	768	558	609	617	149	424	984	535	424	366	242	610	659	463	674	797	83	30	480	144	389	32	274	43	147	271	154	245	84	451	347	76	138	32	12									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	640	13	15	33	23	22	29	17	9	1	9	21	10	47	5	2	18	11	9	11	17	0	4	79	12	45	3	8	7	22	28	6	11	9	22	15	6	4	0	37									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	14217	334	768	709	441	728	686	907	645	206	561	894	468	577	287	594	524	512	329	605	617	104	47	370	152	172	48	198	60	123	241	117	206	96	293	257	95	207	28	11									
9	Число недействительных избирательных бюллетеней	590	10	28	40	23	46	19	47	31	7	9	30	17	16	10	14	24	20	10	30	22	4	1	28	8	10	3	12	2	4	10	3	13	0	6	15	2	16	0	0									
10	Число действительных избирательных бюллетеней	14267	337	755	702	441	704	696	877	623	200	561	885	461	608	282	582	518	503	328	586	612	100	50	421	156	207	48	194	65	141	259	120	204	105	309	257	99	195	28	48									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1004	29	33	48	44	57	48	57	48	14	37	71	38	39	25	20	44	45	30	48	54	5	2	26	9	17	2	13	3	7	15	6	12	5	21	18	5	9	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	232	7	9	16	5	16	18	11	17	6	8	17	7	8	5	3	13	8	2	17	8	0	0	7	9	0	0	1	0	1	1	0	2	3	0	2	2	3	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	379	4	10	8	7	12	5	14	15	3	16	7	9	112	2	11	7	14	12	5	4	3	5	13	11	3	4	4	2	4	6	4	3	4	3	6	3	24	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	772	22	24	32	39	41	30	46	31	8	29	54	31	31	20	17	31	37	28	31	46	5	2	19	0	17	2	12	3	6	14	6	10	2	21	16	3	6	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	246	10	19	11	10	18	5	15	13	5	6	16	7	8	7	10	5	11	10	18	11	0	0	1	2	7	0	3	0	1	2	0	4	1	0	6	1	3	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	165	1	8	12	5	7	13	8	7	3	8	12	5	8	6	11	9	5	2	5	5	0	0	6	1	4	0	0	0	0	3	0	0	2	3	3	0	2	1	0									
		1.11%	0.29%	1.02%	1.62%	1.08%	0.93%	1.82%	0.87%	1.07%	1.45%	1.40%	1.31%	1.05%	1.28%	2.05%	1.85%	1.66%	0.96%	0.59%	0.81%	0.79%	0.00%	0.00%	1.34%	0.61%	1.84%	0.00%	0.00%	0.00%	0.00%	1.12%	0.00%	0.00%	1.90%	0.95%	1.10%	0.00%	0.95%	3.57%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	515	10	35	26	15	23	20	29	48	11	20	31	15	14	11	12	21	14	20	29	21	4	2	6	9	6	1	7	4	6	4	10	5	1	9	7	2	5	2	0									
		3.47%	2.88%	4.47%	3.50%	3.23%	3.07%	2.80%	3.14%	7.34%	5.31%	3.51%	3.39%	3.14%	2.24%	3.77%	2.01%	3.87%	2.68%	5.92%	4.71%	3.31%	3.85%	3.92%	1.34%	5.49%	2.76%	1.96%	3.40%	5.97%	4.14%	1.49%	8.13%	2.30%	0.95%	2.86%	2.57%	1.98%	2.37%	7.14%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	501	19	27	24	17	30	35	33	30	7	25	39	14	16	11	5	25	11	12	22	23	2	0	6	6	1	1	5	2	6	13	1	2	2	11	7	0	3	0	8									
		3.37%	5.48%	3.45%	3.23%	3.66%	4.00%	4.90%	3.57%	4.59%	3.38%	4.39%	4.26%	2.93%	2.56%	3.77%	0.84%	4.61%	2.10%	3.55%	3.57%	3.63%	1.92%	0.00%	1.34%	3.66%	0.46%	1.96%	2.43%	2.99%	4.14%	4.83%	0.81%	0.92%	1.90%	3.49%	2.57%	0.00%	1.42%	0.00%	16.67%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4794	105	224	235	149	237	220	267	175	61	174	265	168	217	99	302	136	149	90	111	166	31	8	236	69	81	24	63	29	49	126	56	80	53	141	114	23	49	4	8									
		32.27%	30.26%	28.61%	31.67%	32.11%	31.60%	30.77%	28.90%	26.76%	29.47%	30.53%	28.96%	35.15%	34.78%	33.90%	50.67%	25.09%	28.49%	26.63%	18.02%	26.18%	29.81%	15.69%	52.56%	42.07%	37.33%	47.06%	30.58%	43.28%	33.79%	46.84%	45.53%	36.87%	50.48%	44.76%	41.91%	22.77%	23.22%	14.29%	16.67%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	60	1	3	1	5	9	4	3	6	1	3	3	1	5	0	2	1	5	0	1	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	0	0	0									
