Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    район Новогиреево 																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №3679									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	56951	2622	1775	1558	1891	2179	2369	2118	1179	2362	2131	2332	1718	2484	1827	3104	2032	1302	2636	2476	1298	1592	2613	2536	2010	2501	1591	2411	304									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	42700	2000	1500	1200	1500	1500	1500	1500	1000	1600	1600	1600	1500	2000	1500	2000	1500	1000	2000	2000	1000	1000	2000	2000	1500	2000	1100	1600	500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	19750	855	583	482	664	719	865	684	406	746	731	748	562	792	631	1221	654	441	953	842	509	527	963	720	610	901	715	927	299									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	722	34	38	7	14	23	18	41	10	19	14	17	10	31	28	23	44	21	30	24	11	26	16	37	33	31	72	50	0									
6	Число погашенных избирательных бюллетеней	22228	1111	879	711	822	758	617	775	584	835	855	835	928	1177	841	756	802	538	1017	1134	480	447	1021	1243	857	1068	313	623	201									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	721	34	38	7	14	23	18	41	10	19	14	17	10	31	28	23	44	21	30	24	11	26	16	37	33	31	72	49	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	19667	854	583	480	664	719	861	681	406	745	731	747	562	789	603	1197	653	441	950	842	509	527	963	718	610	891	715	927	299									
9	Число недействительных избирательных бюллетеней	312	19	12	5	14	10	12	17	4	8	13	8	10	12	11	10	13	5	9	8	21	7	13	11	15	29	4	10	2									
10	Число действительных избирательных бюллетеней	20076	869	609	482	664	732	867	705	412	756	732	756	562	808	620	1210	684	457	971	858	499	546	966	744	628	893	783	966	297									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	570	20	10	20	10	20	10	20	10	30	20	20	10	30	20	40	20	10	20	20	50	20	30	30	20	20	10	30	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	397	10	7	9	2	16	7	11	3	21	15	11	9	24	14	29	13	5	14	15	44	12	26	21	16	14	8	21	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	526	18	0	8	12	3	50	1	4	15	5	9	4	4	16	26	19	12	121	22	15	6	42	9	13	47	16	23	6									
14	Число погашенных неиспользованных открепительных удостоверений	173	10	3	11	8	4	3	9	7	9	5	9	1	6	6	11	7	5	6	5	6	8	4	9	4	6	2	9	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	48	4	0	0	0	2	2	4	1	4	3	1	3	0	1	2	0	3	2	2	1	1	3	3	3	3	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	726	35	22	18	23	28	35	28	14	35	26	32	24	31	27	45	20	12	42	31	23	25	31	19	13	22	27	27	11									
		3.56%	3.94%	3.54%	3.70%	3.39%	3.77%	3.98%	3.88%	3.37%	4.58%	3.49%	4.19%	4.20%	3.78%	4.28%	3.69%	2.87%	2.60%	4.29%	3.58%	4.42%	4.52%	3.17%	2.52%	2.02%	2.39%	3.43%	2.77%	3.68%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	389	17	13	8	12	14	11	18	6	20	30	19	13	12	13	17	9	5	23	16	9	13	12	17	9	16	14	18	5									
		1.91%	1.91%	2.09%	1.64%	1.77%	1.89%	1.25%	2.49%	1.44%	2.62%	4.03%	2.49%	2.27%	1.46%	2.06%	1.39%	1.29%	1.08%	2.35%	1.85%	1.73%	2.35%	1.23%	2.25%	1.40%	1.74%	1.78%	1.84%	1.67%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	649	29	23	12	27	22	17	29	13	29	13	25	24	24	26	28	25	16	30	29	5	18	33	30	26	46	12	23	15									
		3.18%	3.27%	3.70%	2.46%	3.98%	2.96%	1.93%	4.02%	3.13%	3.80%	1.74%	3.27%	4.20%	2.93%	4.12%	2.30%	3.59%	3.46%	3.06%	3.35%	0.96%	3.25%	3.37%	3.97%	4.04%	4.99%	1.52%	2.36%	5.02%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7625	359	235	192	258	263	319	267	126	264	275	249	207	296	201	454	243	170	382	285	250	192	331	290	212	338	403	431	133									
		37.40%	40.43%	37.84%	39.43%	38.05%	35.44%	36.29%	36.98%	30.29%	34.55%	36.91%	32.59%	36.19%	36.10%	31.85%	37.21%	34.86%	36.80%	38.98%	32.91%	48.08%	34.72%	33.81%	38.41%	32.97%	36.66%	51.21%	44.16%	44.48%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	392	20	16	9	11	10	5	8	9	9	17	15	8	17	16	33	15	14	16	19	8	18	19	22	8	19	10	16	5									
		1.92%	2.25%	2.58%	1.85%	1.62%	1.35%	0.57%	1.11%	2.16%	1.18%	2.28%	1.96%	1.40%	2.07%	2.54%	2.70%	2.15%	3.03%	1.63%	2.19%	1.54%	3.25%	1.94%	2.91%	1.24%	2.06%	1.27%	1.64%	1.67%									
24	"6. Политическая партия ""Гражданская Платформа"""	55	2	5	1	1	2	2	2	2	2	2	1	1	2	5	3	1	2	2	1	0	0	3	1	1	4	1	3	3									
		0.27%	0.23%	0.81%	0.21%	0.15%	0.27%	0.23%	0.28%	0.48%	0.26%	0.27%	0.13%	0.17%	0.24%	0.79%	0.25%	0.14%	0.43%	0.20%	0.12%	0.00%	0.00%	0.31%	0.13%	0.16%	0.43%	0.13%	0.31%	1.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2569	103	65	60	83	109	120	83	46	93	103	122	75	95	73	177	78	69	127	120	56	68	121	104	86	102	60	122	49									
		12.60%	11.60%	10.47%	12.32%	12.24%	14.69%	13.65%	11.50%	11.06%	12.17%	13.83%	15.97%	13.11%	11.59%	11.57%	14.51%	11.19%	14.94%	12.96%	13.86%	10.77%	12.30%	12.36%	13.77%	13.37%	11.06%	7.62%	12.50%	16.39%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	551	21	14	16	14	24	31	23	11	20	17	21	14	19	18	43	21	5	28	39	8	4	26	17	18	33	8	32	6									
		2.70%	2.36%	2.25%	3.29%	2.06%	3.23%	3.53%	3.19%	2.64%	2.62%	2.28%	2.75%	2.45%	2.32%	2.85%	3.52%	3.01%	1.08%	2.86%	4.50%	1.54%	0.72%	2.66%	2.25%	2.80%	3.58%	1.02%	3.28%	2.01%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	649	32	18	15	21	25	40	22	15	30	20	25	16	18	24	48	18	17	33	38	12	14	30	23	16	28	33	15	3									
		3.18%	3.60%	2.90%	3.08%	3.10%	3.37%	4.55%	3.05%	3.61%	3.93%	2.68%	3.27%	2.80%	2.20%	3.80%	3.93%	2.58%	3.68%	3.37%	4.39%	2.31%	2.53%	3.06%	3.05%	2.49%	3.04%	4.19%	1.54%	1.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	47	2	1	1	1	0	2	3	0	0	2	3	0	0	2	6	0	2	2	0	2	2	2	4	2	2	0	6	0									
		0.23%	0.23%	0.16%	0.21%	0.15%	0.00%	0.23%	0.42%	0.00%	0.00%	0.27%	0.39%	0.00%	0.00%	0.32%	0.49%	0.00%	0.43%	0.20%	0.00%	0.38%	0.36%	0.20%	0.53%	0.31%	0.22%	0.00%	0.61%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1782	70	55	50	68	59	107	70	66	58	63	70	34	57	72	100	84	44	85	81	30	42	106	55	48	76	65	58	9									
		8.74%	7.88%	8.86%	10.27%	10.03%	7.95%	12.17%	9.70%	15.87%	7.59%	8.46%	9.16%	5.94%	6.95%	11.41%	8.20%	12.05%	9.52%	8.67%	9.35%	5.77%	7.59%	10.83%	7.28%	7.47%	8.24%	8.26%	5.94%	3.01%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3048	123	88	65	104	120	125	109	82	125	96	107	102	147	84	163	100	76	132	137	58	97	178	106	127	127	102	131	37									
		14.95%	13.85%	14.17%	13.35%	15.34%	16.17%	14.22%	15.10%	19.71%	16.36%	12.89%	14.01%	17.83%	17.93%	13.31%	13.36%	14.35%	16.45%	13.47%	15.82%	11.15%	17.54%	18.18%	14.04%	19.75%	13.77%	12.96%	13.42%	12.37%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	106	4	1	2	4	2	4	0	1	3	2	5	2	5	5	9	5	2	6	7	3	5	5	4	7	4	3	3	3									
		0.52%	0.45%	0.16%	0.41%	0.59%	0.27%	0.46%	0.00%	0.24%	0.39%	0.27%	0.65%	0.35%	0.61%	0.79%	0.74%	0.72%	0.43%	0.61%	0.81%	0.58%	0.90%	0.51%	0.53%	1.09%	0.43%	0.38%	0.31%	1.00%									
