Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Воловская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185					
1	"Число избирателей, внесенных в списки избирателей"	11256	358	309	174	378	221	1000	380	173	783	289	497	256	1495	1525	376	241	318	413	324	857	645	244					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11400	360	310	170	390	220	1030	390	170	780	290	510	280	1510	1520	400	240	320	440	310	860	660	240					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5496	160	144	76	144	130	339	204	81	368	135	242	153	753	692	193	103	191	213	181	565	323	106					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1619	102	74	20	98	52	250	72	31	80	75	111	14	54	89	63	67	12	58	26	47	159	65					
6	Число погашенных избирательных бюллетеней	4285	98	92	74	148	38	441	114	58	332	80	157	113	703	739	144	70	117	169	103	248	178	69					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1619	102	74	20	98	52	250	72	31	80	75	111	14	54	89	63	67	12	58	26	47	159	65					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5496	160	144	76	144	130	339	204	81	368	135	242	153	753	692	193	103	191	213	181	565	323	106					
9	Число недействительных избирательных бюллетеней	62	0	3	1	1	0	8	2	1	3	0	1	2	11	5	5	2	0	4	2	3	8	0					
10	Число действительных избирательных бюллетеней	7053	262	215	95	241	182	581	274	111	445	210	352	165	796	776	251	168	203	267	205	609	474	171					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	427	12	14	7	22	17	36	20	6	15	12	26	40	33	43	28	7	15	23	7	26	14	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	357	12	14	7	17	9	32	20	5	9	6	26	40	30	36	28	2	15	16	7	8	14	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	159	5	3	3	5	7	5	3	7	3	2	9	3	25	36	5	3	6	3	4	9	10	3					
14	Число погашенных неиспользованных открепительных удостоверений	70	0	0	0	5	8	4	0	1	6	6	0	0	3	7	0	5	0	7	0	18	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	2	1	0	0	1	4	0	0	0	0	1	0	2	1	0	0	1	0	1	0	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	176	9	6	1	5	1	21	7	2	2	3	8	6	19	22	6	13	10	5	4	7	12	7					
