Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Калининская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625					
1	"Число избирателей, внесенных в список избирателей"	36270	2402	2176	2692	2540	363	1198	1739	1242	2079	2606	2506	2677	1018	190	1112	687	463	790	2584	261	1210	949	1228	1267	291					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	37196	2400	2300	2800	2500	380	1206	1700	1300	2200	2700	2600	2700	1100	190	1150	700	500	800	2600	260	1200	1000	1300	1300	310					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	20200	1271	1241	1466	1350	189	526	967	713	1090	1483	1253	1253	575	144	590	443	316	281	1616	153	694	617	808	938	223					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3315	166	176	184	146	59	232	265	213	199	211	206	119	198	23	159	48	29	127	137	53	162	81	70	32	20					
6	Число погашенных избирательных бюллетеней	13681	963	883	1150	1004	132	448	468	374	911	1006	1141	1328	327	23	401	209	155	392	847	54	344	302	422	330	67					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3315	166	176	184	146	59	232	265	213	199	211	206	119	198	23	159	48	29	127	137	53	162	81	70	32	20					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20200	1271	1241	1466	1350	189	526	967	713	1090	1483	1253	1253	575	144	590	443	316	281	1616	153	694	617	808	938	223					
9	Число недействительных избирательных бюллетеней	465	28	27	32	27	2	28	17	12	36	29	38	35	10	7	14	7	0	1	32	0	21	22	17	18	5					
10	Число действительных избирательных бюллетеней	23050	1409	1390	1618	1469	246	730	1215	914	1253	1665	1421	1337	763	160	735	484	345	407	1721	206	835	676	861	952	238					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	816	45	112	50	60	6	29	98	30	60	30	38	20	31	5	30	25	10	20	25	5	20	10	25	25	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	814	45	110	50	60	6	29	98	30	60	30	38	20	31	5	30	25	10	20	25	5	20	10	25	25	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	214	10	8	17	7	4	7	15	2	13	13	12	12	6	12	7	7	7	10	9	8	5	5	7	4	7					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	754	52	6	72	58	3	21	12	32	69	114	76	44	15	0	21	10	10	6	59	5	16	6	26	12	9					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2875	175	212	265	214	29	74	126	90	143	256	156	244	85	35	83	42	44	45	159	24	114	54	80	89	37					
		12.23%	12.18%	14.96%	16.06%	14.30%	11.69%	9.76%	10.23%	9.72%	11.09%	15.11%	10.69%	17.78%	10.99%	20.96%	11.08%	8.55%	12.75%	11.03%	9.07%	11.65%	13.32%	7.74%	9.11%	9.18%	15.23%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3091	228	205	242	158	42	93	164	119	175	224	206	256	134	20	91	85	69	65	164	24	84	54	94	83	12					
		13.14%	15.87%	14.47%	14.67%	10.56%	16.94%	12.27%	13.31%	12.85%	13.58%	13.22%	14.12%	18.66%	17.34%	11.98%	12.15%	17.31%	20.00%	15.93%	9.36%	11.65%	9.81%	7.74%	10.71%	8.56%	4.94%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	279	23	30	21	13	2	5	16	4	12	39	18	16	4	1	8	7	7	1	11	0	4	10	10	13	4					
		1.19%	1.60%	2.12%	1.27%	0.87%	0.81%	0.66%	1.30%	0.43%	0.93%	2.30%	1.23%	1.17%	0.52%	0.60%	1.07%	1.43%	2.03%	0.25%	0.63%	0.00%	0.47%	1.43%	1.14%	1.34%	1.65%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4642	281	306	335	268	31	117	195	198	234	343	281	230	171	15	126	91	77	77	369	53	121	162	251	260	50					
		19.74%	19.55%	21.59%	20.30%	17.91%	12.50%	15.44%	15.83%	21.38%	18.15%	20.25%	19.26%	16.76%	22.12%	8.98%	16.82%	18.53%	22.32%	18.87%	21.05%	25.73%	14.14%	23.21%	28.59%	26.80%	20.58%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	319	24	33	27	29	1	3	20	9	12	29	20	19	6	0	22	3	0	4	24	3	12	3	4	7	5					
		1.36%	1.67%	2.33%	1.64%	1.94%	0.40%	0.40%	1.62%	0.97%	0.93%	1.71%	1.37%	1.38%	0.78%	0.00%	2.94%	0.61%	0.00%	0.98%	1.37%	1.46%	1.40%	0.43%	0.46%	0.72%	2.06%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11724	668	593	707	777	140	432	688	491	669	768	733	565	361	89	401	256	147	213	989	97	498	393	420	500	129					
		49.86%	46.49%	41.85%	42.85%	51.94%	56.45%	56.99%	55.84%	53.02%	51.90%	45.34%	50.24%	41.18%	46.70%	53.29%	53.54%	52.14%	42.61%	52.21%	56.42%	47.09%	58.18%	56.30%	47.84%	51.55%	53.09%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	120	10	11	21	10	1	6	6	3	8	6	7	7	2	0	4	0	1	2	5	5	2	0	2	0	1					
		0.51%	0.70%	0.78%	1.27%	0.67%	0.40%	0.79%	0.49%	0.32%	0.62%	0.35%	0.48%	0.51%	0.26%	0.00%	0.53%	0.00%	0.29%	0.49%	0.29%	2.43%	0.23%	0.00%	0.23%	0.00%	0.41%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
