Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    район Зябликово																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №3722									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	74700	2630	2034	1818	2307	2198	1925	2379	2645	2377	2169	2629	1998	1979	2436	842	2430	2681	2697	2336	1956	2273	2543	2626	2550	2623	2740	2555	2562	2804	2492	2397	1846	223									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	74100	2600	2000	1800	2300	2200	1900	2300	2600	2300	2100	2600	2000	1900	2400	800	2400	2600	2700	2300	1900	2200	2500	2600	2500	2600	2700	2500	2500	2800	2500	2400	1800	800									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	26799	1017	671	567	903	729	807	818	1153	960	835	915	760	703	951	317	962	983	982	778	593	759	768	899	853	914	926	808	1040	877	1052	715	603	181									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	518	23	17	12	22	12	17	19	14	16	15	12	18	13	1	3	10	25	5	10	12	31	27	16	14	13	13	24	11	2	13	30	11	37									
6	Число погашенных избирательных бюллетеней	46783	1560	1312	1221	1375	1459	1076	1463	1433	1324	1250	1673	1222	1184	1448	480	1428	1592	1713	1512	1295	1410	1705	1685	1633	1673	1761	1668	1449	1921	1435	1655	1186	582									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	518	23	17	12	22	12	17	19	14	16	15	12	18	13	1	3	10	25	5	10	12	31	27	16	14	13	13	24	11	2	13	30	11	37									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	26744	1017	671	565	889	729	807	818	1153	957	835	915	756	690	950	315	962	983	982	778	593	754	767	895	850	914	926	808	1040	874	1052	715	603	181									
9	Число недействительных избирательных бюллетеней	386	21	10	11	8	1	9	10	15	17	10	25	3	2	23	3	10	1	12	11	11	3	14	8	13	12	6	14	0	17	4	6	5	71									
10	Число действительных избирательных бюллетеней	26876	1019	678	566	903	740	815	827	1152	956	840	902	771	701	928	315	962	1007	975	777	594	782	780	903	851	915	933	818	1051	859	1061	739	609	147									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	643	10	15	20	20	20	20	20	30	20	20	20	15	20	20	10	20	17	18	20	20	30	20	20	20	30	25	20	20	20	20	20	23	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	487	8	11	14	13	12	10	14	26	15	16	16	9	14	20	6	20	13	16	16	12	23	13	11	14	22	21	19	18	17	20	20	8	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	437	24	17	19	18	6	36	4	20	15	7	9	8	14	15	11	12	7	12	22	9	8	25	13	17	22	18	11	5	5	10	4	6	8									
14	Число погашенных неиспользованных открепительных удостоверений	156	2	4	6	7	8	10	6	4	5	4	4	6	6	0	4	0	4	2	4	8	7	7	9	6	8	4	1	2	3	0	0	15	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	69	2	0	3	1	2	1	2	2	2	3	3	3	0	3	1	3	2	0	0	5	1	1	0	1	4	3	5	2	4	0	3	7	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																												
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	678	14	20	20	31	20	28	19	25	33	4	20	16	7	12	11	18	20	31	27	18	21	20	38	7	35	18	24	24	35	29	16	15	2									
		2.49%	1.35%	2.91%	3.47%	3.40%	2.70%	3.40%	2.27%	2.14%	3.39%	0.47%	2.16%	2.07%	0.99%	1.26%	3.46%	1.85%	1.98%	3.14%	3.43%	2.98%	2.68%	2.52%	4.17%	0.81%	3.78%	1.92%	2.88%	2.28%	3.99%	2.72%	2.15%	2.44%	0.92%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	529	24	16	7	25	18	16	9	24	17	7	19	5	20	20	7	17	14	20	13	18	18	14	17	18	24	26	12	33	17	17	10	5	2									
		1.94%	2.31%	2.33%	1.21%	2.74%	2.43%	1.94%	1.08%	2.06%	1.75%	0.82%	2.05%	0.65%	2.84%	2.10%	2.20%	1.75%	1.39%	2.03%	1.65%	2.98%	2.29%	1.76%	1.87%	2.08%	2.59%	2.77%	1.44%	3.14%	1.94%	1.60%	1.34%	0.81%	0.92%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	688	39	21	23	10	14	19	8	31	25	6	12	15	13	7	6	25	21	41	21	22	16	28	27	20	39	28	28	26	31	30	21	11	4									
		2.52%	3.75%	3.05%	3.99%	1.10%	1.89%	2.31%	0.96%	2.66%	2.57%	0.71%	1.29%	1.94%	1.85%	0.74%	1.89%	2.57%	2.08%	4.15%	2.66%	3.64%	2.04%	3.53%	2.96%	2.31%	4.21%	2.98%	3.37%	2.47%	3.54%	2.82%	2.82%	1.79%	1.83%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13323	440	260	248	486	387	420	485	590	397	521	545	506	389	595	155	512	665	354	307	232	355	279	356	440	304	418	361	571	343	608	395	310	89									
