Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
"Наименование Избирательной комиссии:    Саратов, Фрунзенская"																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362					
1	"Число избирателей, внесенных в список избирателей"	40250	1818	2051	1164	1316	1431	2403	1829	1231	1687	2228	1690	1530	1705	1321	1392	1489	1484	1320	1098	1842	83	2292	2135	1750	1702	259					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	33884	1350	1400	950	1200	1250	2000	1400	1150	1400	2050	1350	1150	1400	1200	1250	1250	1100	1200	950	1650	84	1950	1850	1550	1550	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	22716	1211	1257	718	765	670	1366	936	874	862	1260	821	932	925	760	1018	991	860	635	476	944	83	1186	1135	1027	861	143					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1328	24	23	29	86	64	100	106	30	42	45	17	12	85	26	41	43	187	137	45	42	0	41	35	17	45	6					
6	Число погашенных избирательных бюллетеней	9840	115	120	203	349	516	534	358	246	496	745	512	206	390	414	191	216	53	428	429	664	1	723	680	506	644	101					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1327	24	23	29	86	64	100	105	30	42	45	17	12	85	26	41	43	187	137	45	42	0	41	35	17	45	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22626	1211	1257	718	763	670	1366	931	834	862	1260	821	912	919	760	1018	991	860	631	476	944	83	1173	1135	1027	861	143					
9	Число недействительных избирательных бюллетеней	517	14	18	17	133	17	16	19	10	6	7	12	6	8	18	14	0	2	13	0	7	0	27	145	4	0	4					
10	Число действительных избирательных бюллетеней	23436	1221	1262	730	716	717	1450	1017	854	898	1298	826	918	996	768	1045	1034	1045	755	521	979	83	1187	1025	1040	906	145					
