Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																													
Дата голосования: 02.12.2007																													
																													
Наименование Избирательной комиссии:    Тимирязевский район																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №3161					
1	"Число избирателей, внесенных в списки избирателей"	55098	2378	2545	2667	2844	2535	2293	2757	2608	2780	2863	2893	2416	2388	2053	2560	2702	2063	2443	2775	2734	2715	1086					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	43860	2000	2050	2150	2260	2000	1800	2200	2100	2200	2300	2200	2000	2000	1600	2000	2100	1600	1900	2200	2100	2100	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	28299	1243	1305	1378	1400	1222	1228	1401	1354	1395	2059	1251	1186	1086	988	1214	1411	1082	1368	1250	1353	1497	628					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1124	37	44	34	32	28	42	62	55	35	23	35	54	9	33	49	39	22	39	45	47	41	319					
6	Число погашенных избирательных бюллетеней	14437	720	701	738	828	750	530	737	691	770	218	914	760	905	579	737	650	496	493	905	700	562	53					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1122	37	44	34	32	28	42	62	55	35	23	35	54	9	33	49	39	22	39	45	47	41	317					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	28184	1243	1305	1372	1400	1217	1220	1395	1350	1395	2059	1249	1180	1085	987	1213	1411	1079	1361	1248	1352	1493	570					
9	Число недействительных избирательных бюллетеней	425	16	15	21	14	16	23	23	29	14	39	18	14	13	13	14	18	9	27	23	25	16	25					
10	Число действительных избирательных бюллетеней	28881	1264	1334	1385	1418	1229	1239	1434	1376	1416	2043	1266	1220	1081	1007	1248	1432	1092	1373	1270	1374	1518	862					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1195	46	56	60	87	46	44	48	46	46	207	46	46	46	56	46	47	35	51	41	51	44	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1069	36	56	54	86	36	38	48	46	44	180	41	46	38	40	41	46	30	51	30	45	37	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	909	34	30	24	50	27	38	27	26	21	33	61	27	24	12	24	32	31	30	25	30	90	213					
14	Число погашенных неиспользованных открепительных удостоверений	126	10	0	6	1	10	6	0	0	2	27	5	0	8	16	5	1	5	0	11	6	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	111	15	4	2	10	8	4	8	3	4	9	0	6	2	5	2	6	2	2	3	10	6	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	1.Политическая партия «Аграрная партия России»	1280	35	46	50	50	37	38	53	49	77	313	44	42	40	39	26	44	57	65	40	42	65	28					
		4.37%	2.73%	3.41%	3.56%	3.49%	2.97%	3.01%	3.64%	3.49%	5.38%	15.03%	3.43%	3.40%	3.66%	3.82%	2.06%	3.03%	5.18%	4.64%	3.09%	3.00%	4.24%	3.16%					
19	2.Всероссийская политическая партия «Гражданская Сила»	841	36	43	51	51	45	39	45	34	46	47	31	27	28	27	48	32	31	44	31	56	37	12					
		2.87%	2.81%	3.19%	3.63%	3.56%	3.61%	3.09%	3.09%	2.42%	3.22%	2.26%	2.41%	2.19%	2.56%	2.65%	3.80%	2.21%	2.82%	3.14%	2.40%	4.00%	2.41%	1.35%					
20	3.Политическая партия «Демократическая партия России»	71	5	4	1	4	1	3	5	4	3	5	3	2	4	3	4	3	1	2	3	6	4	1					
		0.24%	0.39%	0.30%	0.07%	0.28%	0.08%	0.24%	0.34%	0.28%	0.21%	0.24%	0.23%	0.16%	0.37%	0.29%	0.32%	0.21%	0.09%	0.14%	0.23%	0.43%	0.26%	0.11%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5043	286	213	239	218	230	233	267	291	285	295	185	179	146	139	192	251	205	235	237	280	289	148					
		17.21%	22.34%	15.79%	16.99%	15.22%	18.47%	18.46%	18.33%	20.71%	19.93%	14.17%	14.41%	14.51%	13.35%	13.63%	15.21%	17.31%	18.62%	16.79%	18.33%	20.01%	18.84%	16.69%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1059	45	46	50	56	42	40	33	69	55	39	35	23	37	35	28	81	40	73	48	85	79	20					
		3.61%	3.52%	3.41%	3.56%	3.91%	3.37%	3.17%	2.26%	4.91%	3.85%	1.87%	2.73%	1.86%	3.38%	3.43%	2.22%	5.59%	3.63%	5.21%	3.71%	6.08%	5.15%	2.25%					
23	6.Политическая партия «Партия социальной справедливости»	102	5	2	2	5	2	6	4	7	6	13	6	1	3	2	4	6	2	4	6	6	6	4					
		0.35%	0.39%	0.15%	0.14%	0.35%	0.16%	0.48%	0.27%	0.50%	0.42%	0.62%	0.47%	0.08%	0.27%	0.20%	0.32%	0.41%	0.18%	0.29%	0.46%	0.43%	0.39%	0.45%					
