Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Тимирязевский район																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №3255					
1	"Число избирателей, внесенных в список избирателей"	52119	2261	2458	2595	2359	2392	2368	2166	2646	1952	2812	1892	2313	2300	2035	2527	2999	2592	2661	2887	2631	2188	1085					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	43350	2140	1970	2270	1940	1990	1900	1750	2130	1570	2230	1780	1860	1870	1650	1990	2300	2310	2130	2300	2110	1960	1200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	34676	1385	1728	2209	1761	1865	1728	1489	1819	1080	1373	1673	1470	1617	894	1087	1856	2132	1480	1872	1736	1879	543					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1743	31	77	49	40	46	38	49	47	61	56	25	61	109	37	66	135	100	40	36	28	77	535					
6	Число погашенных избирательных бюллетеней	6931	724	165	12	139	79	134	212	264	429	801	82	329	144	719	837	309	78	610	392	346	4	122					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1741	31	77	49	40	46	38	49	47	61	56	25	61	109	37	66	135	99	39	36	28	77	535					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	34596	1381	1728	2209	1761	1865	1728	1482	1808	1080	1370	1668	1470	1612	893	1083	1856	2130	1460	1872	1718	1879	543					
9	Число недействительных избирательных бюллетеней	616	26	32	20	7	28	18	24	35	13	33	19	30	29	27	26	40	77	43	34	26	0	29					
10	Число действительных избирательных бюллетеней	35721	1386	1773	2238	1794	1883	1748	1507	1820	1128	1393	1674	1501	1692	903	1123	1951	2152	1456	1874	1720	1956	1049					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1320	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	60	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	845	59	49	29	58	47	53	32	49	27	33	33	30	40	35	42	50	13	44	44	48	30	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	667	38	17	29	13	17	28	16	28	15	29	18	18	10	16	23	20	33	30	45	33	37	154					
14	Число погашенных неиспользованных открепительных удостоверений	475	4	14	34	5	16	10	31	14	36	30	30	33	23	28	21	13	50	19	19	15	30	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	64	9	2	4	1	8	0	3	5	2	5	0	3	2	5	1	0	1	0	8	1	4	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
