Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Тонкинская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №2293	УИК №2294	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2495					
1	"Число избирателей, внесенных в списки"	8376	1850	2366	300	688	379	405	397	327	414	389	328	142	204	187					
2	"Число бюллетеней, полученных участковыми комиссиями"	7500	1700	2150	250	600	350	350	350	270	350	350	300	130	180	170					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	3920	958	1292	105	251	171	118	184	93	158	184	139	65	103	99					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1166	117	81	75	203	83	120	58	116	96	49	52	33	43	40					
6	Число погашенных бюллетеней	2413	624	777	70	146	96	112	108	61	96	117	109	32	34	31					
7	Число бюллетеней в переносных ящиках для голосования	1166	117	81	75	203	83	120	58	116	96	49	52	33	43	40					
8	Число бюллетеней в стационарных ящиках для голосования	3919	958	1292	105	251	171	118	184	93	157	184	139	65	103	99					
9	Число недействительных бюллетеней	72	11	20	1	10	6	0	8	4	1	4	2	0	3	2					
10	Число действительных бюллетеней	5013	1064	1353	179	444	248	238	234	205	252	229	189	98	143	137					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	400	70	80	20	30	20	20	20	20	20	20	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	47	13	21	0	0	0	0	2	1	1	2	2	0	1	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	26	4	2	1	4	0	0	2	1	1	0	1	2	4	4					
14	Число погашенных открепительных удостоверений	353	57	59	20	30	20	20	18	19	19	18	18	20	19	16					
