Выборы Президента Российской Федерации																																																	
																																																	
Наименование Избирательной комиссии:    Новоусманская																																																	
																																																	
Итоги голосования 																																																	
																																																	
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342					
1	"Число избирателей, внесенных в список"	48293	3095	1193	1099	1692	1434	2081	2420	1953	775	3068	782	889	1037	1084	1490	2780	220	580	1178	1193	413	359	126	599	654	622	780	656	215	1337	672	401	793	591	618	741	685	784	798	2309	2159	1938					
2	Число полученных избирательных бюллетеней	48470	3000	1150	1200	1820	1400	2100	2300	1900	830	3000	850	1010	980	1040	1600	2660	250	670	1240	1150	410	380	130	650	680	660	720	700	250	1340	700	400	700	620	680	790	790	800	800	2150	2070	1900					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	29014	2160	686	517	1002	836	1122	1265	1037	342	2011	410	530	734	648	824	1962	162	270	804	777	180	206	81	421	376	350	496	366	165	721	407	287	459	343	347	360	392	451	452	1630	1264	1161					
5	"Число избирательных бюллетеней, выданных вне помещения"	5301	123	157	102	227	157	133	189	245	147	77	94	83	98	91	83	159	8	187	170	150	88	60	41	72	160	166	123	89	12	86	199	57	119	195	129	164	93	111	61	204	210	182					
6	Число погашенных избирательных бюллетеней	14155	717	307	581	591	407	845	846	618	341	912	346	397	148	301	693	539	80	213	266	223	142	114	8	157	144	144	101	245	73	533	94	56	122	82	204	266	305	238	287	316	596	557					
7	Число избирательных бюллетеней в переносных ящиках	5301	123	157	102	227	157	133	189	245	147	77	94	83	98	91	83	159	8	187	170	150	88	60	41	72	160	166	123	89	12	86	199	57	119	195	129	164	93	111	61	204	210	182					
8	Число бюллетеней в стационарных ящиках для голосования	29011	2159	686	517	1002	836	1122	1265	1037	342	2011	410	530	733	648	824	1962	162	270	804	777	180	206	81	421	376	349	496	366	165	721	407	287	459	343	347	360	392	451	452	1630	1264	1161					
9	Число недействительных избирательных бюллетеней	215	7	3	5	5	4	0	13	11	3	12	5	3	4	9	2	11	2	2	9	9	1	10	1	5	3	5	2	5	0	2	9	6	7	1	10	3	3	5	7	0	11	0					
10	Число действительных избирательных бюллетеней	34097	2275	840	614	1224	989	1255	1441	1271	486	2076	499	610	827	730	905	2110	168	455	965	918	267	256	121	488	533	510	617	450	177	805	597	338	571	537	466	521	482	557	506	1834	1463	1343					
11	Число полученных открепительных  удостоверений	491	16	7	8	10	22	20	13	9	15	20	10	15	20	10	15	20	5	10	10	10	5	5	5	10	10	15	13	13	8	10	10	10	10	5	7	10	10	10	10	10	20	20					
12	Число выданных открепительных удостоверений	336	16	3	7	10	21	12	10	8	13	20	3	8	20	8	11	20	2	9	6	10	1	1	0	2	3	9	4	2	5	8	5	5	6	3	5	3	3	6	5	10	19	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	259	61	4	3	3	9	7	9	1	3	9	2	6	3	4	6	2	0	3	3	8	2	6	2	3	4	4	1	2	0	5	4	6	3	2	6	8	13	6	2	8	9	17					
14	Число неиспользованных открепительных удостоверений	155	0	4	1	0	1	8	3	1	2	0	7	7	0	2	4	0	3	1	4	0	4	4	5	8	7	6	9	11	3	2	5	5	4	2	2	7	7	4	5	0	1	6					
15	"Число открепительных удостоверений, выданных в ТИК"	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
