Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Торбеевская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №793	УИК №794									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15637	991	2254	1133	2220	711	305	322	520	1152	206	43	167	219	403	109	375	349	120	275	762	239	429	138	228	280	429	250	540	468									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15878	1000	2275	1125	2235	720	315	325	530	1170	210	45	175	230	420	113	380	355	120	280	785	250	440	140	235	285	430	255	550	485									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	14362	878	1974	1001	2023	668	276	311	468	1039	190	41	159	214	384	106	355	325	112	257	742	223	396	131	223	259	408	247	512	440									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	391	33	27	20	27	26	15	0	27	55	10	0	5	2	10	1	12	18	6	14	6	11	24	5	0	15	8	0	9	5									
6	Число погашенных избирательных бюллетеней	1125	89	274	104	185	26	24	14	35	76	10	4	11	14	26	6	13	12	2	9	37	16	20	4	12	11	14	8	29	40									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	391	33	27	20	27	26	15	0	27	55	10	0	5	2	10	1	12	18	6	14	6	11	24	5	0	15	8	0	9	5									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	14361	878	1974	1001	2023	667	276	311	468	1039	190	41	159	214	384	106	355	325	112	257	742	223	396	131	223	259	408	247	512	440									
9	Число недействительных избирательных бюллетеней	32	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	14720	911	2001	1017	2050	693	291	311	495	1094	200	41	164	213	394	107	367	343	118	271	748	234	395	136	223	274	416	247	521	445									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	218	7	16	7	14	7	5	7	7	8	5	3	5	5	7	5	5	7	5	5	15	10	10	7	7	7	10	5	10	7									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	91	4	16	4	14	2	0	0	1	6	1	2	1	0	4	0	4	3	0	2	6	3	4	0	2	2	1	0	2	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	38	1	5	6	5	1	1	0	1	0	0	0	1	0	1	0	3	2	0	1	3	0	1	2	1	1	2	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	127	3	0	3	0	5	5	7	6	2	4	1	4	5	3	5	1	4	5	3	9	7	6	7	5	5	9	5	8	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	81	10	3	2	8	0	1	1	4	3	2	0	5	3	6	0	1	3	0	1	8	1	6	0	4	0	0	0	3	6									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	13	0	2	0	8	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.09%	0.00%	0.10%	0.00%	0.39%	0.00%	0.00%	0.32%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
