Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Рузаевская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584					
1	"Число избирателей, внесенных в списки избирателей"	51832	1697	916	1645	1635	898	743	1631	879	895	971	670	1721	1628	1490	554	642	337	569	353	575	805	599	525	613	969	208	48	834	427	1352	1930	1947	1765	873	908	1672	1674	1846	1029	1855	498	219	170	1417	479	976	396	337	117	1168	1347	658	280	466	394	582					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	50887	1665	871	1616	1570	858	767	1634	907	871	962	654	1707	1638	1466	565	623	334	558	363	554	790	588	523	597	934	210	50	802	414	1375	1840	1866	1731	892	861	1650	1613	1800	1013	1835	488	215	173	1413	467	903	393	327	114	1145	1322	639	281	477	394	569					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	44786	1589	840	1491	1365	758	666	1365	743	713	886	627	1542	1519	1092	511	586	294	529	334	509	706	532	500	566	859	73	41	577	399	927	1730	1609	1508	743	514	1533	1181	1559	932	1791	466	215	142	1354	434	681	353	268	97	1084	1262	614	268	459	361	489					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3716	76	31	74	125	97	55	63	60	141	56	17	128	65	292	29	27	40	29	19	45	37	56	20	31	49	135	7	156	15	124	51	46	222	87	59	98	137	210	81	27	22	0	28	59	33	98	36	59	17	61	58	24	8	3	15	78					
6	Число погашенных избирательных бюллетеней	2385	0	0	51	80	3	46	206	104	17	20	10	37	54	82	25	10	0	0	10	0	47	0	3	0	26	2	2	69	0	324	59	211	1	62	288	19	295	31	0	17	0	0	3	0	0	124	4	0	0	0	2	1	5	15	18	2					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3716	76	31	74	125	97	55	63	60	141	56	17	128	65	292	29	27	40	29	19	45	37	56	20	31	49	135	7	156	15	124	51	46	222	87	59	98	137	210	81	27	22	0	28	59	33	98	36	59	17	61	58	24	8	3	15	78					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	44780	1589	840	1488	1365	758	666	1365	743	713	886	627	1542	1519	1092	511	586	294	529	334	509	706	532	500	566	859	73	41	577	399	927	1730	1609	1508	743	514	1533	1181	1559	929	1791	466	215	142	1354	434	681	353	268	97	1084	1262	614	268	459	361	489					
9	Число недействительных избирательных бюллетеней	531	2	2	21	8	3	0	30	3	7	28	5	0	17	11	3	8	10	2	1	29	10	5	0	0	18	3	1	11	0	18	17	33	0	36	18	3	13	0	39	16	0	0	0	5	0	26	9	3	0	1	35	3	0	7	11	0					
10	Число действительных избирательных бюллетеней	47965	1663	869	1541	1482	852	721	1398	800	847	914	639	1670	1567	1373	537	605	324	556	352	525	733	583	520	597	890	205	47	722	414	1033	1764	1622	1730	794	555	1628	1305	1769	971	1802	488	215	170	1408	467	753	380	324	114	1144	1285	635	276	455	365	567					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1341	30	30	40	26	20	20	30	25	25	25	25	30	30	30	20	20	10	20	10	10	40	30	30	20	30	0	0	20	15	30	40	40	30	20	20	30	30	30	25	40	20	10	10	30	15	70	15	15	5	30	30	25	10	20	20	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	699	15	11	40	26	18	15	26	9	6	9	12	25	27	14	5	5	3	5	6	6	21	30	3	2	7	0	0	12	4	11	26	18	5	12	9	10	13	29	6	40	7	1	1	21	1	60	1	5	1	11	15	3	1	5	5	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	261	2	13	4	11	11	6	5	3	3	3	1	2	2	7	5	4	5	5	5	4	3	18	4	3	0	3	16	10	3	2	3	2	1	0	2	0	5	5	5	9	5	1	2	3	2	19	2	4	5	2	1	5	0	5	2	8					
