Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Сердобска городская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754					
1	"Число избирателей, внесенных в списки"	33850	1594	1416	1354	1427	1529	1362	1535	1586	1295	1212	1401	1471	1564	1488	1314	1145	484	1280	1624	1747	1584	1427	1566	1445					
2	"Число бюллетеней, полученных участковыми комиссиями"	32650	1550	1350	1300	1400	1450	1300	1500	1550	1250	1150	1350	1450	1550	1450	1250	1100	450	1200	1550	1700	1550	1350	1500	1400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15228	615	568	638	650	749	545	587	695	602	577	609	747	829	658	695	495	246	532	713	780	871	697	626	504					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	684	35	35	23	20	20	23	31	26	30	35	37	45	69	20	19	6	10	16	13	21	26	57	12	55					
6	Число погашенных бюллетеней	16738	900	747	639	730	681	732	882	829	618	538	704	658	652	772	536	599	194	652	824	899	653	596	862	841					
7	Число бюллетеней в переносных ящиках для голосования	684	35	35	23	20	20	23	31	26	30	35	37	45	69	20	19	6	10	16	13	21	26	57	12	55					
8	Число бюллетеней в стационарных ящиках для голосования	15228	615	568	638	650	749	545	587	695	602	577	609	747	829	658	695	495	246	532	713	780	871	697	626	504					
9	Число недействительных бюллетеней	237	5	6	8	10	4	7	12	11	4	7	4	4	14	10	10	5	55	7	7	8	15	7	8	9					
10	Число действительных бюллетеней	15675	645	597	653	660	765	561	606	710	628	605	642	788	884	668	704	496	201	541	719	793	882	747	630	550					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	373	15	15	15	15	15	15	15	18	20	15	15	15	15	15	15	20	15	15	15	15	15	15	15	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	238	6	4	15	10	8	4	10	18	20	7	8	9	7	12	15	16	1	10	15	7	14	9	9	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	44	1	3	0	0	2	1	5	1	4	0	0	6	0	3	4	2	2	3	1	0	4	1	1	0					
14	Число погашенных открепительных удостоверений	135	9	11	0	5	7	11	5	0	0	8	7	6	8	3	0	4	14	5	0	8	1	6	6	11					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
18	"1. ""ЕДИНЕНИЕ"""	157	13	4	5	11	5	8	12	4	2	6	6	5	8	6	9	7	4	8	8	7	4	2	6	7					
		0.98%	2.0%	0.66%	0.75%	1.64%	0.65%	1.40%	1.94%	0.55%	0.31%	0.98%	0.92%	0.63%	0.89%	0.88%	1.26%	1.39%	1.56%	1.45%	1.10%	0.87%	0.44%	0.26%	0.94%	1.25%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	204	4	13	6	10	17	5	10	3	8	15	7	12	11	9	10	7	4	7	7	8	7	8	15	1					
		1.28%	0.61%	2.15%	0.90%	1.49%	2.21%	0.88%	1.61%	0.41%	1.26%	2.45%	1.08%	1.51%	1.22%	1.32%	1.40%	1.39%	1.56%	1.27%	0.96%	0.99%	0.78%	1.06%	2.35%	0.17%					
