Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
"Наименование Избирательной комиссии:    Липецк, Левобережная"																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26					
1	"Число избирателей, внесенных в список избирателей"	41112	2015	2534	2561	1389	2534	2384	1308	1444	2714	2031	770	2461	1203	1507	2057	1723	284	1469	1786	2070	1409	1283	67	977	84	1048					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	37860	1800	2300	2300	1300	2300	2200	1200	1300	2600	1900	700	2300	1100	1400	1900	1600	290	1300	1700	1900	1300	1100	70	900	100	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	19691	1176	1252	1371	751	1170	1164	530	730	1708	756	374	1028	622	636	935	789	120	632	705	977	700	594	34	468	61	408					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1036	52	28	53	8	127	80	86	70	43	57	38	18	7	20	24	20	111	31	14	25	26	13	25	14	17	29					
6	Число погашенных избирательных бюллетеней	17133	572	1020	876	541	1003	956	584	500	849	1087	288	1254	471	744	941	791	59	637	981	898	574	493	11	418	22	563					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1036	52	28	53	8	127	80	86	70	43	57	38	18	7	20	24	20	111	31	14	25	26	13	25	14	17	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19681	1176	1251	1370	751	1170	1164	530	729	1707	756	374	1028	622	636	935	783	120	632	705	977	700	594	34	468	61	408					
9	Число недействительных избирательных бюллетеней	490	22	25	34	16	32	31	11	25	56	21	6	22	15	19	18	15	3	10	17	29	18	14	0	11	1	19					
10	Число действительных избирательных бюллетеней	20227	1206	1254	1389	743	1265	1213	605	774	1694	792	406	1024	614	637	941	788	228	653	702	973	708	593	59	471	77	418					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	420	20	25	25	15	20	20	15	15	25	20	15	20	15	15	20	20	0	15	20	20	15	15	0	15	0	15					
