Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Зуевская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252					
1	"Число избирателей, внесенных в списки избирателей"	20949	1024	598	1292	331	786	684	1172	877	1100	796	616	898	648	507	652	451	521	515	452	745	908	564	547	207	245	192	297	363	329	488	446	379	398	391	530					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18615	800	500	1100	300	700	600	900	700	900	600	500	800	600	600	600	400	450	450	400	650	900	500	500	200	215	200	250	350	300	450	400	400	400	400	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13087	700	360	811	226	464	438	748	592	754	477	367	521	433	359	365	293	337	229	306	318	636	371	238	144	170	128	145	214	209	373	245	214	295	272	335					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2658	57	60	104	39	63	83	117	32	71	51	77	46	43	49	71	84	92	165	58	236	95	106	171	33	42	21	87	89	64	22	114	77	56	14	69					
6	Число погашенных избирательных бюллетеней	2870	43	80	185	35	173	79	35	76	75	72	56	233	124	192	164	23	21	56	36	96	169	23	91	23	3	51	18	47	27	55	41	109	49	114	196					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2658	57	60	104	39	63	83	117	32	71	51	77	46	43	49	71	84	92	165	58	236	95	106	171	33	42	21	87	89	64	22	114	77	56	14	69					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13077	700	360	811	226	460	438	748	592	754	477	367	521	433	359	365	293	337	229	306	315	635	371	238	144	170	128	143	214	209	373	245	214	295	272	335					
9	Число недействительных избирательных бюллетеней	205	9	3	14	7	3	5	0	9	11	8	4	13	9	11	11	10	0	4	6	12	6	3	8	3	1	2	3	5	1	4	6	3	2	2	7					
10	Число действительных избирательных бюллетеней	15530	748	417	901	258	520	516	865	615	814	520	440	554	467	397	425	367	429	390	358	539	724	474	401	174	211	147	227	298	272	391	353	288	349	284	397					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	454	18	9	24	7	10	5	16	11	14	12	11	11	9	11	9	17	14	7	20	20	38	13	13	17	9	5	6	17	8	13	21	10	12	7	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	452	18	9	24	7	9	5	16	11	14	12	11	11	9	11	9	17	14	7	20	20	38	13	13	17	9	5	6	17	8	13	21	10	12	6	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	203	14	4	5	4	3	6	13	6	9	10	6	6	13	4	4	4	3	2	0	16	14	6	2	7	4	4	5	2	8	7	3	1	1	1	6					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	2	1	3	2	1	1	4	0	4	3	4	2	0	0	1	0	1	0	1	2	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	1.Политическая партия «Аграрная партия России»	1392	70	18	62	30	46	19	65	44	42	25	25	25	29	13	43	49	60	20	47	95	95	22	42	40	20	6	8	32	43	48	76	7	45	66	15					
		8.85%	9.25%	4.29%	6.78%	11.32%	8.80%	3.65%	7.51%	7.05%	5.09%	4.73%	5.63%	4.41%	6.09%	3.19%	9.86%	12.99%	13.99%	5.08%	12.91%	17.24%	13.01%	4.61%	10.27%	22.60%	9.43%	4.03%	3.48%	10.56%	15.75%	12.15%	21.17%	2.41%	12.82%	23.08%	3.71%					
