Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Зуевская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №218	УИК №219	УИК №220	УИК №222	УИК №223	УИК №224	УИК №226	УИК №227	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №244	УИК №245	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252					
1	"Число избирателей, внесенных в список избирателей"	20216	800	1322	955	832	1305	1359	1111	1104	1082	615	593	553	435	967	411	1356	201	852	166	206	355	285	670	852	291	208	160	664	506					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20050	800	1300	950	800	1200	1350	1100	1100	1100	600	600	550	400	970	400	1400	230	850	180	200	350	270	700	850	280	200	150	670	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9479	335	651	461	331	584	752	591	488	412	287	255	246	209	358	170	714	91	458	59	124	116	97	322	478	144	88	102	353	203					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1889	44	88	58	42	160	63	50	82	40	44	27	27	41	214	46	131	20	63	45	19	130	72	117	47	59	34	6	28	92					
6	Число погашенных избирательных бюллетеней	8682	421	561	431	427	456	535	459	530	648	269	318	277	150	398	184	555	119	329	76	57	104	101	261	325	77	78	42	289	205					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1889	44	88	58	42	160	63	50	82	40	44	27	27	41	214	46	131	20	63	45	19	130	72	117	47	59	34	6	28	92					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9478	335	651	461	331	584	752	591	488	412	287	255	246	209	358	169	714	91	458	59	124	116	97	322	478	144	88	102	353	203					
9	Число недействительных избирательных бюллетеней	152	5	6	16	6	13	14	9	8	5	4	8	5	3	0	4	14	0	6	1	0	4	1	7	4	1	0	2	4	2					
10	Число действительных избирательных бюллетеней	11215	374	733	503	367	731	801	632	562	447	327	274	268	247	572	211	831	111	515	103	143	242	168	432	521	202	122	106	377	293					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	570	25	25	25	25	25	25	25	25	25	15	15	15	15	20	20	30	10	30	10	10	10	10	25	30	15	10	10	25	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	291	9	19	9	8	11	11	16	15	8	3	5	8	2	15	2	30	9	18	10	5	8	2	25	15	15	1	2	6	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	145	9	12	7	11	8	6	11	7	4	2	3	2	4	3	2	4	3	4	4	3	2	4	8	4	3	5	1	4	5					
14	Число погашенных неиспользованных открепительных удостоверений	279	16	6	16	17	14	14	9	10	17	12	10	7	13	5	18	0	1	12	0	5	2	8	0	15	0	9	8	19	16					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	2	1	0	2	2	0	0	1	0	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	1	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2049	83	102	114	66	140	194	151	99	74	62	37	59	34	143	28	116	24	126	28	23	35	22	59	83	31	17	16	49	34					
		18.03%	21.90%	13.80%	21.97%	17.69%	18.82%	23.80%	23.56%	17.37%	16.37%	18.73%	13.12%	21.61%	13.60%	25.00%	13.02%	13.73%	21.62%	24.18%	26.92%	16.08%	14.23%	13.02%	13.44%	15.81%	15.27%	13.93%	14.81%	12.86%	11.53%					
