Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    Ясненская																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816					
1	"Число избирателей, внесенных в список"	24589	365	488	77	35	137	465	116	638	84	191	178	710	199	181	655	88	2224	2034	1914	1906	2236	1366	2398	1054	1646	1692	1512					
2	Число полученных избирательных бюллетеней	23338	356	472	78	36	136	465	113	639	86	186	176	701	197	174	628	89	2061	1905	1785	1785	2125	1290	2260	1050	1560	1580	1405					
3	"Число избирательных бюллетеней, выданных  досрочно"	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	7	7	1	5	227	35	60	60					
4	"Число избирательных бюллетеней, выданных в день голосования"	14729	193	392	72	31	104	329	92	457	82	147	151	457	140	144	496	69	1081	1066	1073	1093	1267	758	1450	724	933	1040	888					
5	"Число избирательных бюллетеней, выданных вне помещения"	736	71	51	1	0	5	20	8	17	0	0	0	77	12	8	61	3	51	35	23	39	35	49	50	72	13	13	22					
6	Число погашенных избирательных бюллетеней	7462	92	29	5	5	27	116	13	165	4	39	25	167	45	22	71	17	929	800	684	646	816	482	755	27	579	467	435					
7	Число избирательных бюллетеней в переносных ящиках	1147	71	51	1	0	5	20	8	17	0	0	0	77	12	8	61	3	51	39	28	46	42	50	55	299	48	73	82					
8	Число бюллетеней в стационарных ящиках для голосования	14726	193	392	72	31	104	329	92	457	82	147	151	457	140	144	496	69	1080	1066	1073	1093	1267	758	1450	724	933	1040	886					
9	Число недействительных избирательных бюллетеней	124	1	1	0	0	0	2	1	5	2	0	2	1	2	0	5	0	10	9	12	8	20	6	7	2	13	12	3					
10	Число действительных избирательных бюллетеней	15749	263	442	73	31	109	347	99	469	80	147	149	533	150	152	552	72	1121	1096	1089	1131	1289	802	1498	1021	968	1101	965					
11	Число полученных открепительных  удостоверений	203	5	10	2	2	3	5	3	10	2	4	4	10	4	4	5	2	10	10	10	10	12	10	10	15	15	10	16					
12	Число выданных открепительных удостоверений	120	0	4	0	1	0	3	0	5	0	0	0	10	2	0	4	0	7	2	9	9	9	5	6	8	15	7	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	36	0	2	0	0	0	3	2	1	1	0	1	1	1	0	1	0	3	6	0	2	0	1	1	1	6	3	0					
14	Число неиспользованных открепительных удостоверений	83	5	6	2	1	3	2	3	5	2	4	4	0	2	4	1	2	3	8	1	1	3	5	4	7	0	3	2					
15	"Число открепительных удостоверений, выданных в ТИК"	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	4	1	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																		
18	. Глазьев Сергей Юрьевич	676	11	16	0	4	2	4	2	12	1	0	1	7	2	2	11	2	45	51	74	69	80	39	89	7	67	40	38					
		4.26%	4.17%	3.61%	0.00%	12.90%	1.83%	1.15%	2.00%	2.53%	1.22%	0.00%	0.66%	1.31%	1.32%	1.32%	1.97%	2.78%	3.98%	4.62%	6.72%	6.06%	6.11%	4.83%	5.91%	0.68%	6.83%	3.59%	3.93%					
19	. Малышкин Олег Александрович	646	11	9	2	0	10	28	3	16	6	5	4	16	2	0	17	0	58	42	43	42	59	30	68	19	42	62	52					
		4.07%	4.17%	2.03%	2.74%	0.00%	9.17%	8.02%	3.00%	3.38%	7.32%	3.40%	2.65%	3.00%	1.32%	0.00%	3.05%	0.00%	5.13%	3.80%	3.91%	3.69%	4.51%	3.71%	4.52%	1.86%	4.28%	5.57%	5.37%					
20	. Миронов Сергей Михайлович	126	5	5	0	0	0	9	0	1	0	3	0	3	1	0	0	0	7	10	7	8	10	14	8	5	13	10	7					
		0.79%	1.89%	1.13%	0.00%	0.00%	0.00%	2.58%	0.00%	0.21%	0.00%	2.04%	0.00%	0.56%	0.66%	0.00%	0.00%	0.00%	0.62%	0.90%	0.64%	0.70%	0.76%	1.73%	0.53%	0.49%	1.33%	0.90%	0.72%					
21	. Путин Владимир Владимирович	10676	141	313	64	26	59	175	60	324	63	105	120	381	116	126	378	58	756	686	685	717	832	467	984	923	676	766	675					
		67.26%	53.41%	70.65%	87.67%	83.87%	54.13%	50.14%	60.00%	68.35%	76.83%	71.43%	79.47%	71.35%	76.32%	82.89%	67.86%	80.56%	66.84%	62.08%	62.22%	62.95%	63.56%	57.80%	65.38%	90.22%	68.91%	68.82%	69.73%					
22	. Хакамада Ирина Муцуовна	502	4	11	2	0	4	5	2	5	1	3	3	7	3	2	11	1	29	46	34	55	37	33	62	19	44	44	35					
		3.16%	1.52%	2.48%	2.74%	0.00%	3.67%	1.43%	2.00%	1.05%	1.22%	2.04%	1.99%	1.31%	1.97%	1.32%	1.97%	1.39%	2.56%	4.16%	3.09%	4.83%	2.83%	4.08%	4.12%	1.86%	4.49%	3.95%	3.62%					
23	. Харитонов Николай Михайлович	2424	85	78	4	1	31	118	24	105	7	29	21	113	26	20	129	11	169	203	181	184	215	179	225	10	73	90	93					
		15.27%	32.20%	17.61%	5.48%	3.23%	28.44%	33.81%	24.00%	22.15%	8.54%	19.73%	13.91%	21.16%	17.11%	13.16%	23.16%	15.28%	14.94%	18.37%	16.44%	16.15%	16.42%	22.15%	14.95%	0.98%	7.44%	8.09%	9.61%					
																																		
24	Против всех	699	6	10	1	0	3	8	8	6	2	2	0	6	0	2	6	0	57	58	65	56	56	40	62	38	53	89	65					
		4.40%	2.27%	2.26%	1.37%	0.00%	2.75%	2.29%	8.00%	1.27%	2.44%	1.36%	0.00%	1.12%	0.00%	1.32%	1.08%	0.00%	5.04%	5.25%	5.90%	4.92%	4.28%	4.95%	4.12%	3.71%	5.40%	8.00%	6.71%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
