Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    ТИК Косинского МР																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №4901	УИК №4902	УИК №4903	УИК №4904	УИК №4905	УИК №4906	УИК №4907	УИК №4908	УИК №4909	УИК №4910	УИК №4911	УИК №4912	УИК №4913	УИК №4914	УИК №4915	УИК №4916	УИК №4917	УИК №4918	УИК №4919	УИК №4920					
1	"Число избирателей, внесенных в списки избирателей"	6118	1857	903	82	70	355	313	69	104	225	161	219	41	98	381	257	189	129	307	176	182					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	5982	1812	848	85	65	348	307	75	142	213	152	218	43	111	381	252	183	116	296	163	172					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3769	1085	590	45	34	221	192	43	80	142	91	131	31	75	254	134	91	73	229	92	136					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	322	61	23	6	4	25	17	8	24	8	7	8	3	4	22	37	11	8	19	19	8					
6	Число погашенных избирательных бюллетеней	1891	666	235	34	27	102	98	24	38	63	54	79	9	32	105	81	81	35	48	52	28					
7	Число избирательных бюллетеней в переносных ящиках для голосования	322	61	23	6	4	25	17	8	24	8	7	8	3	4	22	37	11	8	19	19	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3769	1085	590	45	34	221	192	43	80	142	91	131	31	75	254	134	91	73	229	92	136					
9	Число недействительных избирательных бюллетеней	90	24	12	0	0	7	8	8	2	1	1	2	0	1	7	2	2	2	5	2	4					
10	Число действительных избирательных бюллетеней	4001	1122	601	51	38	239	201	43	102	149	97	137	34	78	269	169	100	79	243	109	140					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	135	20	20	5	5	10	7	5	5	5	5	5	3	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	43	20	8	1	0	0	0	0	3	1	1	0	0	0	0	1	2	1	0	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	30	6	3	1	2	1	2	1	0	2	3	0	0	0	1	1	0	2	0	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	92	0	12	4	5	10	7	5	2	4	4	5	3	5	5	4	3	4	5	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	129	48	12	4	1	7	3	1	0	8	5	8	0	1	10	8	7	1	1	4	0					
		3.15%	4.19%	1.96%	7.84%	2.63%	2.85%	1.44%	1.96%	0.00%	5.33%	5.10%	5.76%	0.00%	1.27%	3.62%	4.68%	6.86%	1.23%	0.40%	3.60%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	24	13	2	0	0	3	1	0	1	1	0	0	0	0	1	0	0	0	2	0	0					
		0.59%	1.13%	0.33%	0.00%	0.00%	1.22%	0.48%	0.00%	0.96%	0.67%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	8	3	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0					
		0.20%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.92%	1.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	284	91	48	3	2	18	29	0	11	19	6	4	1	3	11	7	4	5	11	7	4					
		6.94%	7.94%	7.83%	5.88%	5.26%	7.32%	13.88%	0.00%	10.58%	12.67%	6.12%	2.88%	2.94%	3.80%	3.99%	4.09%	3.92%	6.17%	4.44%	6.31%	2.78%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	67	32	6	0	0	2	4	0	1	1	0	3	1	0	3	2	3	1	1	3	4					
		1.64%	2.79%	0.98%	0.00%	0.00%	0.81%	1.91%	0.00%	0.96%	0.67%	0.00%	2.16%	2.94%	0.00%	1.09%	1.17%	2.94%	1.23%	0.40%	2.70%	2.78%					
23	6.Политическая партия «Партия социальной справедливости»	9	3	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0					
		0.22%	0.26%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	1.23%	0.40%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	376	124	42	0	4	28	20	3	6	9	8	14	10	8	33	8	15	14	10	9	11					
		9.19%	10.82%	6.85%	0.00%	10.53%	11.38%	9.57%	5.88%	5.77%	6.00%	8.16%	10.07%	29.41%	10.13%	11.96%	4.68%	14.71%	17.28%	4.03%	8.11%	7.64%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	276	116	47	3	0	13	12	0	1	8	4	3	0	4	22	7	5	10	8	5	8					
		6.75%	10.12%	7.67%	5.88%	0.00%	5.28%	5.74%	0.00%	0.96%	5.33%	4.08%	2.16%	0.00%	5.06%	7.97%	4.09%	4.90%	12.35%	3.23%	4.50%	5.56%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	31	9	4	0	0	0	2	1	1	1	2	1	0	0	1	3	1	0	3	1	1					
		0.76%	0.79%	0.65%	0.00%	0.00%	0.00%	0.96%	1.96%	0.96%	0.67%	2.04%	0.72%	0.00%	0.00%	0.36%	1.75%	0.98%	0.00%	1.21%	0.90%	0.69%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	2776	672	434	41	31	165	129	38	78	100	71	104	22	62	188	132	65	46	206	80	112					
		67.86%	58.64%	70.80%	80.39%	81.58%	67.07%	61.72%	74.51%	75.00%	66.67%	72.45%	74.82%	64.71%	78.48%	68.12%	77.19%	63.73%	56.79%	83.06%	72.07%	77.78%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	21	11	4	0	0	3	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0					
		0.51%	0.96%	0.65%	0.00%	0.00%	1.22%	0.48%	0.00%	0.00%	0.00%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	0.00%	0.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
