Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Мышкинская 																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471					
1	"Число избирателей, внесенных в списки"	8932	277	410	167	139	425	233	258	496	269	360	222	590	177	330	2367	2212					
2	"Число бюллетеней, полученных участковыми комиссиями"	9475	291	475	167	137	440	257	260	506	275	345	227	615	180	340	2564	2396					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4475	76	130	83	83	114	127	114	205	52	139	99	188	71	104	1436	1454					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1943	142	191	41	34	206	106	99	109	143	122	72	253	84	171	60	110					
6	Число погашенных бюллетеней	3057	73	154	43	20	120	24	47	192	80	84	56	174	25	65	1068	832					
7	Число бюллетеней в переносных ящиках для голосования	1943	142	191	41	34	206	106	99	109	143	122	72	253	84	171	60	110					
8	Число бюллетеней в стационарных ящиках для голосования	4476	76	130	83	83	114	127	114	205	52	139	99	188	71	104	1431	1460					
9	Число недействительных бюллетеней	72	0	7	4	12	1	1	0	7	0	5	0	4	2	0	17	12					
10	Число действительных бюллетеней	6347	218	314	120	105	319	232	213	307	195	256	171	437	153	275	1474	1558					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	400	10	20	10	10	20	20	20	30	10	20	10	20	20	20	80	80					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	35	0	1	1	0	4	0	0	0	0	1	1	0	0	2	10	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	40	0	0	2	2	0	7	2	2	0	5	0	0	4	4	5	7					
14	Число погашенных открепительных удостоверений	365	10	19	9	10	16	20	20	30	10	19	9	20	20	18	70	65					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	97	1	4	3	15	7	3	10	2	1	0	1	15	3	1	17	14					
		1.51%	0.45%	1.24%	2.41%	12.82%	2.18%	1.28%	4.69%	0.63%	0.51%	0.0%	0.58%	3.40%	1.93%	0.36%	1.14%	0.89%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	111	2	6	2	5	2	2	5	2	1	2	2	5	1	3	27	44					
