Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Новоузенская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227					
1	"Число избирателей, внесенных в список избирателей"	24662	807	840	844	1026	864	997	1021	746	263	1017	915	956	818	817	524	241	788	921	162	138	216	134	338	109	690	132	127	674	118	96	393	150	165	229	485	1246	902	388	129	453	132	549	1128	206	91	142	52	259	224					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25474	822	874	856	1029	880	1003	1031	762	261	1043	950	977	833	835	549	243	799	955	164	140	224	134	353	116	866	134	161	700	129	101	412	150	170	230	497	1273	919	409	134	469	135	569	1172	211	100	150	61	264	225					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	16164	362	595	506	653	496	430	571	312	243	436	539	554	500	357	235	156	421	846	98	133	203	129	320	100	650	92	125	378	68	75	297	136	147	192	340	1072	802	235	102	397	127	344	488	198	89	139	52	227	197					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1300	21	47	16	25	15	23	73	41	0	37	55	45	48	127	40	19	25	28	6	1	7	1	12	7	40	0	2	47	7	0	18	0	3	6	57	118	82	46	13	22	5	50	49	3	0	0	0	5	8					
6	Число погашенных избирательных бюллетеней	8010	439	232	334	351	369	550	387	409	18	570	356	378	285	351	274	68	353	81	60	6	14	4	21	9	176	42	34	275	54	26	97	14	20	32	100	83	35	128	19	50	3	175	635	10	11	11	9	32	20					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1300	21	47	16	25	15	23	73	41	0	37	55	45	48	127	40	19	25	28	6	1	7	1	12	7	40	0	2	47	7	0	18	0	3	6	57	118	82	46	13	22	5	50	49	3	0	0	0	5	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16161	362	595	506	653	496	430	571	312	243	436	539	552	499	357	235	156	421	846	98	133	203	129	320	100	650	92	125	378	68	75	297	136	147	192	340	1072	802	235	102	397	127	344	488	198	89	139	52	227	197					
9	Число недействительных избирательных бюллетеней	286	8	9	98	3	9	8	6	3	4	5	7	5	5	11	5	0	6	8	2	1	0	0	2	0	10	1	1	5	0	0	2	0	0	7	2	15	0	2	0	6	2	14	9	0	2	0	1	1	1					
10	Число действительных избирательных бюллетеней	17175	375	633	424	675	502	445	638	350	239	468	587	592	542	473	270	175	440	866	102	133	210	130	330	107	680	91	126	420	75	75	313	136	150	191	395	1175	884	279	115	413	130	380	528	201	87	139	51	231	204					
