Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Лесная																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625					
1	"Число избирателей, внесенных в списки"	5244	234	154	183	327	253	267	1514	401	270	362	426	588	265					
2	"Число бюллетеней, полученных участковыми комиссиями"	5237	232	152	196	326	255	267	1514	395	268	364	426	586	256					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	2429	124	63	112	137	86	95	808	185	125	227	193	116	158					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1200	62	46	65	77	118	148	85	64	77	42	154	212	50					
6	Число погашенных бюллетеней	1608	46	43	19	112	51	24	621	146	66	95	79	258	48					
7	Число бюллетеней в переносных ящиках для голосования	1200	62	46	65	77	118	148	85	64	77	42	154	212	50					
8	Число бюллетеней в стационарных ящиках для голосования	2429	124	63	112	137	86	95	808	185	125	227	193	116	158					
9	Число недействительных бюллетеней	78	5	0	2	5	7	0	12	6	8	5	15	2	11					
10	Число действительных бюллетеней	3551	181	109	175	209	197	243	881	243	194	264	332	326	197					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	246	18	15	18	20	15	15	35	15	20	20	20	20	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	52	6	0	18	0	5	0	16	0	0	4	2	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	23	1	1	3	0	1	1	7	3	1	2	1	1	1					
14	Число погашенных открепительных удостоверений	194	12	15	0	20	10	15	19	15	20	16	18	20	14					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	3	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	"1. ""ЕДИНЕНИЕ"""	68	4	3	13	2	7	4	11	4	5	5	5	2	3					
		1.87%	2.15%	2.75%	7.34%	0.93%	3.43%	1.64%	1.23%	1.60%	2.47%	1.85%	1.44%	0.60%	1.44%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	28	3	0	2	2	0	1	8	1	1	3	3	1	3					
		0.77%	1.61%	0.0%	1.12%	0.93%	0.0%	0.41%	0.89%	0.40%	0.49%	1.11%	0.86%	0.30%	1.44%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	118	6	4	7	7	2	2	29	4	9	11	15	20	2					
		3.25%	3.22%	3.66%	3.95%	3.27%	0.98%	0.82%	3.24%	1.60%	4.45%	4.08%	4.32%	6.09%	0.96%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	50	1	0	6	2	1	0	16	2	4	7	6	5	0					
		1.37%	0.53%	0.0%	3.38%	0.93%	0.49%	0.0%	1.79%	0.80%	1.98%	2.60%	1.72%	1.52%	0.0%					
22	"5. ""За Русь Святую"""	31	7	1	1	0	1	2	5	2	0	5	1	1	5					
		0.85%	3.76%	0.91%	0.56%	0.0%	0.49%	0.82%	0.55%	0.80%	0.0%	1.85%	0.28%	0.30%	2.40%					
23	"6. ""Объединенная Российская партия ""Русь"""	10	0	0	1	4	0	1	1	0	3	0	0	0	0					
		0.27%	0.0%	0.0%	0.56%	1.86%	0.0%	0.41%	0.11%	0.0%	1.48%	0.0%	0.0%	0.0%	0.0%					
