Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Канская городская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150					
1	"Число избирателей, внесенных в списки избирателей"	68307	1327	2543	1682	2243	2444	2429	2115	1620	1343	1785	2238	2739	1873	1591	1438	2453	887	1677	2358	2863	2542	2557	2660	3064	2973	2766	2374	1790	2631	2480	2402	420					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	64345	1097	2174	1439	2209	2359	2409	2079	1537	1176	1688	1889	2576	1647	1415	1353	2295	839	1477	2054	2256	2516	2515	2662	3007	2943	2740	2257	1789	2651	2406	2439	452					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	36141	702	1358	884	1192	1271	1337	1126	793	709	856	1204	1417	822	913	710	1338	487	739	1282	1719	1465	1520	1481	1676	1573	1477	1303	922	1353	991	1101	420					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1860	51	81	46	46	84	66	60	101	39	61	68	76	71	68	36	40	40	14	45	84	46	56	34	88	112	58	44	108	115	15	7	0					
6	Число погашенных избирательных бюллетеней	26344	344	735	509	971	1004	1006	893	643	428	771	617	1083	754	434	607	917	312	724	727	453	1005	939	1147	1243	1258	1205	910	759	1183	1400	1331	32					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1860	51	81	46	46	84	66	60	101	39	61	68	76	71	68	36	40	40	14	45	84	46	56	34	88	112	58	44	108	115	15	7	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	36117	702	1357	884	1184	1271	1337	1126	793	709	856	1204	1417	822	913	710	1338	487	739	1281	1719	1465	1520	1480	1676	1573	1477	1303	917	1353	986	1098	420					
9	Число недействительных избирательных бюллетеней	525	10	21	13	28	22	12	13	9	8	15	15	16	16	12	13	34	7	11	17	16	19	19	21	22	22	22	15	7	21	20	17	12					
10	Число действительных избирательных бюллетеней	37452	743	1417	917	1202	1333	1391	1173	885	740	902	1257	1477	877	969	733	1344	520	742	1309	1787	1492	1557	1493	1742	1663	1513	1332	1018	1447	981	1088	408					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	619	15	20	17	20	20	20	20	17	15	16	17	25	19	18	16	20	10	15	20	20	24	24	25	25	25	25	20	18	25	24	24	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	531	8	20	15	20	20	18	19	14	15	16	17	24	9	11	9	20	7	7	20	20	16	17	19	21	25	19	20	13	25	23	24	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	574	3	7	7	11	11	11	10	9	7	6	15	18	12	7	6	8	4	4	17	26	5	16	4	8	20	16	21	10	12	7	10	246					
14	Число погашенных неиспользованных открепительных удостоверений	88	7	0	2	0	0	2	1	3	0	0	0	1	10	7	7	0	3	8	0	0	8	7	6	4	0	6	0	5	0	1	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	81	1	6	6	3	0	3	4	2	2	1	3	0	3	5	3	3	2	0	1	2	4	3	6	1	3	2	2	4	2	3	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	1.Политическая партия «Аграрная партия России»	833	13	24	15	25	38	48	28	18	13	27	27	32	12	21	12	21	4	12	31	48	44	39	40	36	27	44	31	18	29	19	30	7					
		2.19%	1.73%	1.67%	1.61%	2.03%	2.80%	3.42%	2.36%	2.01%	1.74%	2.94%	2.12%	2.14%	1.34%	2.14%	1.61%	1.52%	0.76%	1.59%	2.34%	2.66%	2.91%	2.47%	2.64%	2.04%	1.60%	2.87%	2.30%	1.76%	1.98%	1.90%	2.71%	1.67%					
19	2.Всероссийская политическая партия «Гражданская Сила»	240	8	6	8	7	2	4	13	4	6	4	8	14	3	5	2	8	1	5	5	11	13	12	7	5	10	15	10	10	11	10	11	2					
		0.63%	1.06%	0.42%	0.86%	0.57%	0.15%	0.29%	1.10%	0.45%	0.80%	0.44%	0.63%	0.94%	0.34%	0.51%	0.27%	0.58%	0.19%	0.66%	0.38%	0.61%	0.86%	0.76%	0.46%	0.28%	0.59%	0.98%	0.74%	0.98%	0.75%	0.99%	0.99%	0.48%					
20	3.Политическая партия «Демократическая партия России»	50	2	4	1	3	1	1	4	1	0	1	1	0	1	1	2	2	1	1	2	3	1	2	2	3	1	1	1	1	2	1	0	3					
		0.13%	0.27%	0.28%	0.11%	0.24%	0.07%	0.07%	0.34%	0.11%	0.00%	0.11%	0.08%	0.00%	0.11%	0.10%	0.27%	0.15%	0.19%	0.13%	0.15%	0.17%	0.07%	0.13%	0.13%	0.17%	0.06%	0.07%	0.07%	0.10%	0.14%	0.10%	0.00%	0.71%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	7162	138	187	127	269	336	318	305	181	161	164	218	272	138	192	135	206	229	98	252	266	263	324	304	349	385	277	236	255	301	142	123	11					
		18.86%	18.33%	13.00%	13.66%	21.87%	24.80%	22.67%	25.72%	20.25%	21.52%	17.88%	17.14%	18.22%	15.45%	19.57%	18.10%	14.95%	43.45%	13.01%	19.00%	14.75%	17.41%	20.56%	20.08%	19.78%	22.85%	18.05%	17.52%	24.88%	20.50%	14.19%	11.13%	2.62%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	486	7	17	18	12	18	23	11	12	17	9	16	21	14	7	11	15	2	8	16	23	21	23	25	24	23	16	17	16	19	16	7	2					
		1.28%	0.93%	1.18%	1.94%	0.98%	1.33%	1.64%	0.93%	1.34%	2.27%	0.98%	1.26%	1.41%	1.57%	0.71%	1.47%	1.09%	0.38%	1.06%	1.21%	1.28%	1.39%	1.46%	1.65%	1.36%	1.36%	1.04%	1.26%	1.56%	1.29%	1.60%	0.63%	0.48%					
23	6.Политическая партия «Партия социальной справедливости»	94	3	4	3	1	3	2	3	3	2	6	6	1	2	1	1	1	1	2	3	7	6	2	3	5	3	5	1	1	3	2	7	1					
		0.25%	0.40%	0.28%	0.32%	0.08%	0.22%	0.14%	0.25%	0.34%	0.27%	0.65%	0.47%	0.07%	0.22%	0.10%	0.13%	0.07%	0.19%	0.27%	0.23%	0.39%	0.40%	0.13%	0.20%	0.28%	0.18%	0.33%	0.07%	0.10%	0.20%	0.20%	0.63%	0.24%					
24	7.Политическая партия «Либерально-демократическая партия России»	4455	70	190	92	121	114	136	109	86	114	99	148	157	105	117	72	154	47	116	162	264	163	156	151	228	157	171	148	109	185	159	211	144					
		11.73%	9.30%	13.21%	9.89%	9.84%	8.41%	9.69%	9.19%	9.62%	15.24%	10.80%	11.64%	10.52%	11.76%	11.93%	9.65%	11.18%	8.92%	15.41%	12.22%	14.64%	10.79%	9.90%	9.97%	12.93%	9.32%	11.14%	10.99%	10.63%	12.60%	15.88%	19.10%	34.29%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2878	62	122	54	80	104	117	75	64	66	54	72	154	55	74	70	89	24	58	78	122	131	152	146	168	129	118	94	62	114	66	81	23					
		7.58%	8.23%	8.48%	5.81%	6.50%	7.68%	8.34%	6.32%	7.16%	8.82%	5.89%	5.66%	10.31%	6.16%	7.54%	9.38%	6.46%	4.55%	7.70%	5.88%	6.77%	8.67%	9.64%	9.64%	9.52%	7.66%	7.69%	6.98%	6.05%	7.77%	6.59%	7.33%	5.48%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	369	9	13	5	10	13	10	21	10	9	12	11	13	6	6	8	16	4	4	6	19	13	15	9	19	20	14	25	8	19	10	8	4					
		0.97%	1.20%	0.90%	0.54%	0.81%	0.96%	0.71%	1.77%	1.12%	1.20%	1.31%	0.86%	0.87%	0.67%	0.61%	1.07%	1.16%	0.76%	0.53%	0.45%	1.05%	0.86%	0.95%	0.59%	1.08%	1.19%	0.91%	1.86%	0.78%	1.29%	0.99%	0.72%	0.95%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	20569	420	837	587	662	687	718	594	501	341	522	737	798	529	538	419	823	199	433	750	1011	821	812	789	901	893	844	758	533	751	549	602	210					
		54.16%	55.78%	58.21%	63.12%	53.82%	50.70%	51.18%	50.08%	56.04%	45.59%	56.92%	57.94%	53.45%	59.24%	54.84%	56.17%	59.72%	37.76%	57.50%	56.56%	56.07%	54.33%	51.52%	52.11%	51.08%	52.99%	54.98%	56.27%	52.00%	51.16%	54.85%	54.48%	50.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	316	11	13	7	12	17	14	10	5	11	4	13	15	12	7	1	9	8	5	4	13	16	20	17	4	15	8	11	5	13	7	8	1					
		0.83%	1.46%	0.90%	0.75%	0.98%	1.25%	0.99%	0.84%	0.56%	1.47%	0.44%	1.02%	1.00%	1.34%	0.71%	0.13%	0.65%	1.52%	0.66%	0.30%	0.72%	1.06%	1.27%	1.12%	0.23%	0.89%	0.52%	0.82%	0.49%	0.89%	0.70%	0.72%	0.24%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
