Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Кадошкинская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335					
1	"Число избирателей, внесенных в списки избирателей"	7162	894	1322	314	1270	560	579	259	467	200	127	202	71	123	538	236					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7164	882	1327	314	1278	560	581	260	460	200	130	200	71	125	540	236					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6777	853	1291	276	1245	549	560	249	436	177	119	198	59	73	480	212					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	327	24	29	36	12	8	19	10	19	23	8	2	12	43	58	24					
6	Число погашенных избирательных бюллетеней	60	5	7	2	21	3	2	1	5	0	3	0	0	9	2	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	327	24	29	36	12	8	19	10	19	23	8	2	12	43	58	24					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6777	853	1291	276	1245	549	560	249	436	177	119	198	59	73	480	212					
9	Число недействительных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	7104	877	1320	312	1257	557	579	259	455	200	127	200	71	116	538	236					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	299	40	56	14	56	23	23	10	18	7	6	7	3	5	22	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	46	5	12	1	10	2	7	3	0	0	1	0	0	0	3	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	25	2	5	3	2	0	6	1	0	0	0	1	0	1	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	253	35	44	13	46	21	16	7	18	7	5	7	3	5	19	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	4	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.00%	0.15%	0.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
